external_operation_id,plate,circuit,analysis_ready_for_scatter,raw_s1_in_excel_window,raw_s1_anytime_plate,raw_s1_count_in_window,raw_s1_best_instant,pipeline_has_s1_segment,pipeline_has_sl_ingreso_balanza_leg,pipeline_has_sl_ingreso_segment,gap_class,notes
CTG_10232784830,EXF693,R7,true,true,true,1,2026-06-06T07:27:56.825884-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132790937,BSU784,R7,true,true,true,1,2026-06-06T07:30:56.740677-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132768075,GSD855,R7,true,true,true,1,2026-06-06T08:02:26.091126-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132771205,GEP030,R7,true,true,true,1,2026-06-06T08:05:40.869854-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132780367,AA919HA,R7,true,true,true,2,2026-06-06T08:06:50.840002-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232787512,AE904HW,R7,true,true,true,1,2026-06-06T10:07:03.196494-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132784531,EUE619,R7,true,true,true,1,2026-06-06T09:44:38.866831-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132779506,AC099NZ,R7,true,true,true,1,2026-06-06T10:20:27.90776-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232792042,JPK171,R7,true,true,true,1,2026-06-06T10:26:12.700035-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132789098,KGJ497,R7,true,true,true,1,2026-06-06T09:50:28.640651-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132767629,AG237HR,R7,true,true,true,1,2026-06-06T11:11:26.761912-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232787803,AE677QA,R7,true,true,true,1,2026-06-06T11:17:31.642023-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132789697,AA363WX,R7,true,true,true,1,2026-06-06T10:18:17.948542-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132789808,AB393SB,R7,true,true,true,1,2026-06-06T11:36:06.257158-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232791382,AF011LH,R7,true,false,true,0,,false,false,false,raw_outside_window_only,Hay S1 crudo para la patente pero fuera de ventana ingreso/salida Excel (revisar match o padding)
CTG_10132762208,HSA420,R7,true,true,true,1,2026-06-06T10:28:47.713106-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132791705,GLK802,R7,true,true,true,1,2026-06-06T12:19:50.264088-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132789982,AE784AV,R7,true,true,true,1,2026-06-06T12:28:55.012466-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232768327,GQL866,R7,true,true,true,1,2026-06-06T12:37:49.795554-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132772026,GIA960,R7,true,true,true,1,2026-06-06T13:17:38.842566-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132791191,AE861TY,R7,true,false,true,0,,false,false,true,raw_outside_window_only,Hay S1 crudo para la patente pero fuera de ventana ingreso/salida Excel (revisar match o padding)
CTG_10232793206,EFQ775,R7,true,true,true,1,2026-06-06T13:51:08.158671-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232792193,HTJ011,R7,true,true,true,1,2026-06-06T14:00:23.696712-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132789013,FYG858,R7,true,false,true,0,,false,false,true,raw_outside_window_only,Hay S1 crudo para la patente pero fuera de ventana ingreso/salida Excel (revisar match o padding)
CTG_10232791117,GTV922,R7,true,true,true,1,2026-06-06T15:33:15.869026-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_30032788812,NBK156,R7,true,false,true,0,,false,false,false,raw_outside_window_only,Hay S1 crudo para la patente pero fuera de ventana ingreso/salida Excel (revisar match o padding)
CTG_30032788966,AJV928,R7,true,true,true,1,2026-06-06T16:52:04.313567-03:00,false,false,true,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1
CTG_30032790773,KZO646,R7,true,false,true,0,,true,true,true,raw_outside_window_only,Hay S1 crudo para la patente pero fuera de ventana ingreso/salida Excel (revisar match o padding)
CTG_30032791434,GVJ645,R7,true,true,true,1,2026-06-06T16:54:39.247238-03:00,false,false,true,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1
CTG_10132792577,MOK517,R7,true,true,true,1,2026-06-06T18:09:02.418347-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132789242,LYH624,R7,true,true,true,1,2026-06-06T19:20:00.980599-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232796653,AH318IC,R7,true,true,true,5,2026-06-06T19:21:20.970356-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132780352,KXF153,R7,true,true,true,1,2026-06-06T18:34:26.818414-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_30032791850,FOZ297,R7,true,true,true,1,2026-06-06T18:14:12.236742-03:00,false,false,true,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1
CTG_10132779163,AE370GO,R7,true,true,true,1,2026-06-06T19:57:40.07279-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_30032792949,IYR089,R7,true,true,true,1,2026-06-06T18:16:39.278501-03:00,false,false,true,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1
CTG_30032792999,EXR046,R7,true,true,true,1,2026-06-06T18:17:42.176004-03:00,false,false,true,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1
CTG_30032792919,CSB958,R7,true,true,true,1,2026-06-06T18:18:47.17823-03:00,false,false,true,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1
CTG_10132789311,BBZ669,R7,true,true,true,1,2026-06-06T20:36:19.025911-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_30032793084,LSP719,R7,true,true,true,1,2026-06-06T18:19:57.148944-03:00,false,false,true,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1
CTG_10132781149,NQZ455,R7,true,true,true,1,2026-06-06T21:33:22.834357-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132792096,HBJ720,R7,true,true,true,1,2026-06-06T21:38:32.765286-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132790985,GPZ140,R7,true,true,true,1,2026-06-06T22:00:47.428504-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132794766,AB974FB,R7,true,true,true,1,2026-06-06T22:14:17.006202-03:00,false,false,true,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1
CTG_10232758365,JRQ423,R7,true,true,true,1,2026-06-05T00:02:24.34445-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_30032772443,JPS813,R7,true,true,true,2,2026-06-04T16:09:44.897032-03:00,false,false,true,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1
CTG_10132744573,AH010QV,R7,true,false,true,0,,false,false,true,raw_outside_window_only,Hay S1 crudo para la patente pero fuera de ventana ingreso/salida Excel (revisar match o padding)
CTG_10132753404,HRP689,R7,true,false,true,0,,false,false,true,raw_outside_window_only,Hay S1 crudo para la patente pero fuera de ventana ingreso/salida Excel (revisar match o padding)
CTG_10232763009,AC076HA,R7,true,true,true,1,2026-06-05T02:23:50.984391-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232768726,AH933CW,R7,true,true,true,3,2026-06-05T02:27:40.902802-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232770544,JRA600,R7,true,true,true,1,2026-06-05T02:29:45.891585-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232764025,KBI776,R7,true,false,true,0,,false,false,true,raw_outside_window_only,Hay S1 crudo para la patente pero fuera de ventana ingreso/salida Excel (revisar match o padding)
CTG_10132745220,BAH829,R7,true,true,true,2,2026-06-05T02:08:46.253981-03:00,false,false,true,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1
CTG_10132762972,POA508,R7,true,true,true,1,2026-06-05T03:56:53.836467-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132744642,AG923TD,R7,true,true,true,1,2026-06-05T03:51:08.99425-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232754966,BNB947,R7,true,true,true,1,2026-06-05T03:58:48.816268-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232769869,AH086CA,R7,true,true,true,1,2026-06-05T03:52:23.954714-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132758813,AH011OD,R7,true,true,true,2,2026-06-05T04:04:43.64096-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232769649,KJL540,R7,true,true,true,1,2026-06-05T04:03:48.802636-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132747457,NKZ993,R7,true,true,true,1,2026-06-05T04:51:27.738389-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132761583,LVD063,R7,true,true,true,1,2026-06-05T05:13:37.368487-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232759317,KPH275,R7,true,true,true,1,2026-06-05T04:56:42.55502-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132766141,KGL304,R7,true,true,true,4,2026-06-05T04:57:47.618708-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132747434,NKZ992,R7,true,false,true,0,,false,false,false,raw_outside_window_only,Hay S1 crudo para la patente pero fuera de ventana ingreso/salida Excel (revisar match o padding)
CTG_10132768496,TBE261,R7,true,false,true,0,,false,false,false,raw_outside_window_only,Hay S1 crudo para la patente pero fuera de ventana ingreso/salida Excel (revisar match o padding)
CTG_10132769215,BCP749,R7,true,true,true,3,2026-06-05T05:18:42.198516-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132763596,FYG858,R7,true,true,true,1,2026-06-05T05:37:36.768726-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132744753,AD936VY,R7,true,true,true,1,2026-06-05T06:02:31.065859-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132753830,SJO633,R7,true,true,true,2,2026-06-05T06:04:16.008527-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232754350,AH278RX,R7,true,true,true,1,2026-06-05T06:07:35.923852-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232771283,KGG887,R7,true,true,true,1,2026-06-05T07:51:43.818878-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132749146,OBP329,R7,true,true,true,1,2026-06-05T07:54:28.748622-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232750965,WMS939,R7,true,true,true,1,2026-06-05T06:09:40.932408-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232765587,LTO590,R7,true,false,true,0,,false,false,true,raw_outside_window_only,Hay S1 crudo para la patente pero fuera de ventana ingreso/salida Excel (revisar match o padding)
CTG_30032773647,CSB958,R7,true,false,true,0,,false,false,true,raw_outside_window_only,Hay S1 crudo para la patente pero fuera de ventana ingreso/salida Excel (revisar match o padding)
CTG_30032773794,JUP399,R7,true,false,true,0,,false,false,true,raw_outside_window_only,Hay S1 crudo para la patente pero fuera de ventana ingreso/salida Excel (revisar match o padding)
CTG_30032774346,LSP719,R7,true,false,true,0,,false,false,true,raw_outside_window_only,Hay S1 crudo para la patente pero fuera de ventana ingreso/salida Excel (revisar match o padding)
CTG_10132744248,FEZ673,R7,true,true,true,1,2026-06-05T10:01:20.729544-03:00,false,false,true,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1
CTG_10132740595,FHN295,R7,true,true,true,1,2026-06-05T10:02:25.690925-03:00,false,false,true,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1
CTG_10132766901,AB974FB,R7,true,false,true,0,,false,false,false,raw_outside_window_only,Hay S1 crudo para la patente pero fuera de ventana ingreso/salida Excel (revisar match o padding)
CTG_10232773782,AH443GC,R7,true,false,true,0,,false,false,true,raw_outside_window_only,Hay S1 crudo para la patente pero fuera de ventana ingreso/salida Excel (revisar match o padding)
CTG_10132760125,AF456OU,R7,true,true,true,2,2026-06-05T12:14:37.71501-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132753499,FPT058,R7,true,true,true,1,2026-06-05T11:03:59.392782-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232771702,RGC125,R7,true,true,true,2,2026-06-05T12:25:17.469081-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132765060,KKV964,R7,true,true,true,1,2026-06-05T12:55:31.97713-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132757220,AH010QP,R7,true,false,true,0,,false,false,false,raw_outside_window_only,Hay S1 crudo para la patente pero fuera de ventana ingreso/salida Excel (revisar match o padding)
CTG_10132772466,AB860PE,R7,true,false,true,0,,false,false,false,raw_outside_window_only,Hay S1 crudo para la patente pero fuera de ventana ingreso/salida Excel (revisar match o padding)
CTG_10232762382,FGG614,R7,true,true,true,1,2026-06-05T13:10:26.675604-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132773118,KMI784,R7,true,false,true,0,,false,false,false,raw_outside_window_only,Hay S1 crudo para la patente pero fuera de ventana ingreso/salida Excel (revisar match o padding)
CTG_10132762915,GDF714,R7,true,true,true,2,2026-06-05T15:01:19.069446-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132760421,FZQ389,R7,true,false,true,0,,false,false,true,raw_outside_window_only,Hay S1 crudo para la patente pero fuera de ventana ingreso/salida Excel (revisar match o padding)
CTG_10132766047,EXR658,R7,true,false,true,0,,false,false,true,raw_outside_window_only,Hay S1 crudo para la patente pero fuera de ventana ingreso/salida Excel (revisar match o padding)
CTG_10132760621,AD281YZ,R7,true,true,true,1,2026-06-05T16:31:26.935094-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232779035,HME741,R7,true,false,true,0,,false,false,false,raw_outside_window_only,Hay S1 crudo para la patente pero fuera de ventana ingreso/salida Excel (revisar match o padding)
CTG_10232767717,ETM374,R7,true,true,true,3,2026-06-05T17:05:06.153052-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232786126,PJQ454,R7,true,false,true,0,,false,false,true,raw_outside_window_only,Hay S1 crudo para la patente pero fuera de ventana ingreso/salida Excel (revisar match o padding)
CTG_10132772168,AH763FD,R7,true,false,true,0,,false,false,false,raw_outside_window_only,Hay S1 crudo para la patente pero fuera de ventana ingreso/salida Excel (revisar match o padding)
CTG_10132762634,AC013RF,R7,true,true,true,1,2026-06-05T18:27:09.37272-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132776392,UZY860,R7,true,true,true,2,2026-06-05T19:33:32.730164-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132744936,LVU992,R7,true,true,true,4,2026-06-05T19:35:47.645395-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132760716,JYT982,R7,true,true,true,1,2026-06-05T19:58:57.213312-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232776362,LSP679,R7,true,true,true,1,2026-06-05T20:10:12.008002-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132788231,OXC623,R7,true,true,true,1,2026-06-05T20:16:51.901229-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232785417,KJP488,R7,true,true,true,1,2026-06-05T21:00:20.981894-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232779210,BSI767,R7,true,true,true,1,2026-06-05T21:15:05.600115-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132760841,GAC947,R7,true,true,true,2,2026-06-05T21:46:34.742469-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232784885,AH443GC,R7,true,false,true,0,,false,false,true,raw_outside_window_only,Hay S1 crudo para la patente pero fuera de ventana ingreso/salida Excel (revisar match o padding)
CTG_10232777789,AF529RI,R7,false,true,true,2,2026-06-05T22:09:49.334336-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; analysis_ready_for_scatter=false; sin segmento SL_INGRESO en merge
CTG_10232723608,AH443GC,R7,true,false,true,0,,false,false,true,raw_outside_window_only,Hay S1 crudo para la patente pero fuera de ventana ingreso/salida Excel (revisar match o padding)
CTG_10132740278,AH467PF,R7,true,true,true,1,2026-06-04T03:56:46.497382-03:00,false,false,true,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1
CTG_10132726931,AF022MV,R7,true,true,true,1,2026-06-04T06:11:48.405127-03:00,false,false,true,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1
CTG_10132729543,OVS675,R7,true,true,true,1,2026-06-04T08:51:04.770156-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_30032740303,CSB958,R7,true,false,true,0,,false,false,true,raw_outside_window_only,Hay S1 crudo para la patente pero fuera de ventana ingreso/salida Excel (revisar match o padding)
CTG_30032737607,UUU110,R7,true,false,true,0,,false,false,false,raw_outside_window_only,Hay S1 crudo para la patente pero fuera de ventana ingreso/salida Excel (revisar match o padding)
CTG_30032742480,SPI351,R7,true,false,true,0,,true,false,false,raw_outside_window_only,Hay S1 crudo para la patente pero fuera de ventana ingreso/salida Excel (revisar match o padding)
CTG_30032746625,IYR089,R7,true,true,true,1,2026-06-04T08:18:35.323665-03:00,false,false,true,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1
