external_operation_id,plate,circuit,analysis_ready_for_scatter,raw_s1_in_excel_window,raw_s1_anytime_plate,raw_s1_count_in_window,raw_s1_best_instant,pipeline_has_s1_segment,pipeline_has_sl_ingreso_balanza_leg,pipeline_has_sl_ingreso_segment,gap_class,notes
CTG_10232800889,MLM775,R7,true,true,true,1,2026-06-08T02:12:45.279591-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132786978,GQK093,R7,true,true,true,3,2026-06-08T02:55:39.476032-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132784086,LTK058,R7,true,true,true,1,2026-06-08T02:58:05.660832-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232796295,UBM272,R7,true,true,true,2,2026-06-08T03:02:14.433245-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232799571,FVU630,R7,true,true,true,1,2026-06-08T03:04:25.139839-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232800429,GPG589,R7,true,true,true,1,2026-06-08T03:41:23.704502-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132784373,WTV573,R7,true,true,true,1,2026-06-08T03:42:23.697888-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132784073,EVT229,R7,true,true,true,2,2026-06-08T03:48:48.527965-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232802796,EUL359,R7,true,true,true,1,2026-06-08T03:54:28.604079-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232785278,AF006RW,R7,true,true,true,3,2026-06-08T03:52:08.464061-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132801977,AD867DC,R7,true,true,true,2,2026-06-08T04:12:14.777873-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232800240,AH306MS,R7,true,true,true,4,2026-06-08T03:06:29.524485-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232783715,AD206KM,R7,true,true,true,1,2026-06-08T06:02:35.55744-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232802227,CEE873,R7,true,true,true,1,2026-06-08T08:05:08.03565-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132786236,AI149XT,R7,true,true,true,1,2026-06-08T08:06:38.001112-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232797103,OHI283,R7,true,true,true,2,2026-06-08T08:31:27.51728-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132803992,AF520FT,R7,true,true,true,2,2026-06-08T08:37:02.383132-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232805094,AH578IJ,R7,true,true,true,1,2026-06-08T08:38:07.702418-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232797986,TJT439,R7,true,true,true,1,2026-06-08T08:39:02.310454-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132801502,LRM840,R7,true,true,true,1,2026-06-08T08:47:27.148598-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132804932,AB860PE,R7,true,false,true,0,,false,false,false,raw_outside_window_only,Hay S1 crudo para la patente pero fuera de ventana ingreso/salida Excel (revisar match o padding)
CTG_10232788622,AB942IB,R7,true,false,true,0,,false,false,true,raw_outside_window_only,Hay S1 crudo para la patente pero fuera de ventana ingreso/salida Excel (revisar match o padding)
CTG_10132801628,AB673FQ,R7,true,false,true,0,,false,false,true,raw_outside_window_only,Hay S1 crudo para la patente pero fuera de ventana ingreso/salida Excel (revisar match o padding)
CTG_10232798111,CIF843,R7,true,true,true,3,2026-06-08T13:14:01.619935-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132791370,CCL787,R7,true,true,true,1,2026-06-08T13:52:05.688349-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232807367,AE823AD,R7,true,false,true,0,,false,false,true,raw_outside_window_only,Hay S1 crudo para la patente pero fuera de ventana ingreso/salida Excel (revisar match o padding)
CTG_10232808231,FRR688,R7,true,true,true,3,2026-06-08T15:35:18.350733-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132807711,AC013RF,R7,true,false,true,0,,false,false,true,raw_outside_window_only,Hay S1 crudo para la patente pero fuera de ventana ingreso/salida Excel (revisar match o padding)
CTG_10232807905,DFG758,R7,true,true,true,1,2026-06-08T16:32:22.101762-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232798773,MYL829,R7,true,true,true,1,2026-06-08T17:40:10.958239-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132815042,EVG552,R7,true,true,true,1,2026-06-08T17:26:31.517456-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132811550,AE852GC,R7,true,true,true,1,2026-06-08T17:29:36.132244-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132803186,GEK835,R7,true,true,true,1,2026-06-08T17:51:15.717581-03:00,false,false,true,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1
CTG_10132799311,AF093QL,R7,true,true,true,1,2026-06-08T17:52:25.71285-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132804758,GQC482,R7,true,true,true,1,2026-06-08T19:06:24.159926-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132807129,PCJ602,R7,true,true,true,1,2026-06-08T21:01:26.731246-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232810894,AH386HW,R7,true,false,true,0,,false,false,true,raw_outside_window_only,Hay S1 crudo para la patente pero fuera de ventana ingreso/salida Excel (revisar match o padding)
CTG_10232810719,OJT627,R7,true,true,true,1,2026-06-08T21:03:11.606116-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132799736,NKZ993,R7,true,false,true,0,,false,false,true,raw_outside_window_only,Hay S1 crudo para la patente pero fuera de ventana ingreso/salida Excel (revisar match o padding)
CTG_10232817800,AA584QN,R7,true,true,true,1,2026-06-08T22:53:19.596052-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132799787,NNL428,R7,true,false,true,0,,false,false,false,raw_outside_window_only,Hay S1 crudo para la patente pero fuera de ventana ingreso/salida Excel (revisar match o padding)
CTG_10232819741,AE256JI,R7,true,false,true,0,,false,false,false,raw_outside_window_only,Hay S1 crudo para la patente pero fuera de ventana ingreso/salida Excel (revisar match o padding)
CTG_10232797824,AE182GJ,R7,true,true,true,1,2026-06-06T23:56:09.54318-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232788545,ISQ193,R7,true,true,true,1,2026-06-07T00:02:05.534819-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232791823,AC618TT,R7,true,true,true,1,2026-06-07T00:03:14.450121-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132789105,KFW285,R7,true,true,true,2,2026-06-07T00:05:34.369932-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232797881,ATS147,R7,true,true,true,1,2026-06-07T01:17:02.855132-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132788462,FLE223,R7,true,true,true,1,2026-06-07T01:09:38.035823-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132768184,AH606PQ,R7,true,true,true,1,2026-06-07T01:15:57.845561-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232803200,LXR588,R7,true,true,true,1,2026-06-07T02:05:01.670437-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132791805,IAC407,R7,true,true,true,2,2026-06-06T23:50:39.744911-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132783404,AF093AU,R7,true,true,true,1,2026-06-07T02:22:36.332959-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132789924,KWK167,R7,true,true,true,2,2026-06-07T01:21:22.740947-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132792141,AH824OT,R7,true,true,true,1,2026-06-07T01:24:02.696094-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132781090,AE262TO,R7,true,true,true,1,2026-06-07T07:32:34.371854-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232788217,FOZ017,R7,true,true,true,1,2026-06-07T07:33:34.284148-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232796622,AE190BM,R7,true,true,true,2,2026-06-07T07:39:14.203068-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232794031,SOF533,R7,true,false,true,0,,false,false,true,raw_outside_window_only,Hay S1 crudo para la patente pero fuera de ventana ingreso/salida Excel (revisar match o padding)
CTG_10232803040,MJB831,R7,true,true,true,1,2026-06-07T09:38:26.51393-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232792260,DFM160,R7,true,true,true,1,2026-06-07T14:30:55.441796-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132803029,GES866,R7,true,false,true,0,,false,false,false,raw_outside_window_only,Hay S1 crudo para la patente pero fuera de ventana ingreso/salida Excel (revisar match o padding)
CTG_10132779355,JZM000,R7,true,true,true,1,2026-06-07T17:06:36.808742-03:00,false,false,true,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1
CTG_10132789365,ETG703,R7,true,true,true,2,2026-06-07T18:05:50.781835-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232803690,OKH237,R7,true,false,true,0,,false,false,true,raw_outside_window_only,Hay S1 crudo para la patente pero fuera de ventana ingreso/salida Excel (revisar match o padding)
CTG_10132795543,GRQ663,R7,true,true,true,1,2026-06-07T20:35:47.325713-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232798781,AG905HD,R7,true,true,true,1,2026-06-07T20:34:52.362795-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232783515,KXJ953,R7,true,true,true,1,2026-06-07T20:50:32.080465-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132760804,AG019SK,R7,true,true,true,3,2026-06-05T21:33:55.098243-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232780143,AG805FY,R7,true,true,true,1,2026-06-05T22:11:09.228843-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132766882,BNQ677,R7,true,true,true,3,2026-06-05T22:17:44.100957-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232787792,NRD152,R7,true,true,true,1,2026-06-06T00:33:46.007371-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132741379,DSJ536,R7,true,true,true,1,2026-06-06T00:30:21.124327-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132762963,LZJ267,R7,true,true,true,1,2026-06-06T00:53:00.632891-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232783080,OOJ923,R7,true,true,true,2,2026-06-06T00:55:15.538054-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132764368,PCQ548,R7,true,true,true,3,2026-06-06T00:56:35.543474-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132766919,LIP490,R7,true,true,true,1,2026-06-06T01:04:42.303856-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132782220,AH379CC,R7,true,true,true,1,2026-06-06T01:37:34.754507-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232784243,BHQ897,R7,true,true,true,1,2026-06-06T01:40:24.744028-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132760796,AE778UG,R7,true,true,true,2,2026-06-06T02:07:42.920402-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132786492,AE422VA,R7,true,false,true,0,,false,false,true,raw_outside_window_only,Hay S1 crudo para la patente pero fuera de ventana ingreso/salida Excel (revisar match o padding)
CTG_10232781815,JSF211,R7,true,true,true,1,2026-06-06T02:37:03.222692-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232777878,RIR293,R7,true,true,true,3,2026-06-06T03:10:17.462697-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232780507,FCC508,R7,true,true,true,1,2026-06-06T03:22:07.284232-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232791331,AC163QZ,R7,true,true,true,1,2026-06-06T03:56:31.553957-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132774514,AD478EB,R7,true,true,true,1,2026-06-06T03:59:36.510542-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132762251,AG959XR,R7,true,true,true,1,2026-06-06T03:52:31.612429-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232789652,JKK552,R7,true,true,true,1,2026-06-06T04:15:56.187865-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232790430,CUC853,R7,true,true,true,1,2026-06-06T03:57:36.554708-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132786582,DCH673,R7,true,true,true,1,2026-06-06T04:17:56.151127-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232778185,XAE004,R7,true,true,true,1,2026-06-06T04:02:01.509013-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132774423,LMQ433,R7,true,true,true,1,2026-06-06T04:03:21.503493-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132786438,AG577WR,R7,true,true,true,1,2026-06-06T04:34:45.77035-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232786135,TXH126,R7,true,true,true,1,2026-06-06T04:33:35.806968-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232788379,FXI890,R7,true,true,true,1,2026-06-06T05:05:30.010485-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232781342,EDY821,R7,true,true,true,1,2026-06-06T05:09:54.85886-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232788079,EKN097,R7,true,true,true,1,2026-06-06T05:08:54.897422-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232787242,OIF422,R7,true,true,true,1,2026-06-06T05:11:09.817183-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232783903,SYN052,R7,true,true,true,1,2026-06-06T05:13:49.745834-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132787570,OHI228,R7,true,true,true,1,2026-06-06T05:15:19.69225-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132772148,AB137AL,R7,true,true,true,1,2026-06-06T05:17:39.657537-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132780246,EBB802,R7,true,true,true,2,2026-06-06T06:14:18.425808-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132771806,AH830NE,R7,true,true,true,1,2026-06-06T06:20:44.138304-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232788669,AG532SW,R7,true,true,true,1,2026-06-06T07:20:42.123662-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132789611,GWY679,R7,true,true,true,1,2026-06-06T07:21:51.98735-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232782843,KAP162,R7,true,true,true,1,2026-06-06T07:23:21.933227-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132754657,HEN702,R7,true,true,true,1,2026-06-06T06:29:53.163368-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10132791224,TBE261,R7,true,true,true,2,2026-06-06T06:31:33.166227-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
CTG_10232790934,GSA619,R7,true,true,true,2,2026-06-06T06:42:12.995631-03:00,false,false,false,raw_s1_no_pipeline,S1 en crudo dentro de ventana Excel; merge/KPI no gener├│ segmento S1 ni tramo S0ÔåÆS1; sin segmento SL_INGRESO en merge
