ctg,patente,dia_egreso,puntos_capturados,ingreso,preingreso,calada,egreso,ingreso_slz,balanza_ingreso_slz,balanza_egreso_slz,salida_slz
10132937053,AA958IF,2026-06-17,4,NO,NO,SI,SI,SI,NO,NO,SI
10132930862,LWS387,2026-06-17,4,NO,NO,SI,SI,SI,NO,NO,SI
10232936870,IEX104,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10232920055,AD790NM,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132922763,AI080BF,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132924248,AA294QF,2026-06-17,3,NO,NO,SI,SI,NO,NO,NO,SI
10132936884,AA927ZR,2026-06-17,5,NO,SI,SI,SI,SI,NO,NO,SI
10132917793,FXK315,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132917753,UYB282,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10232936922,AC615UY,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132917992,PGL849,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10232920927,GPZ145,2026-06-17,4,SI,SI,NO,SI,NO,NO,NO,SI
10132917998,AG720PS,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132935529,HIN126,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132917996,AH385BB,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132914797,KUY671,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132917433,IVY271,2026-06-17,5,SI,SI,SI,NO,SI,NO,NO,SI
10132921809,OSE404,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132917572,AI109NB,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132917829,BZJ307,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10232936355,AE554MI,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10232934056,AB974MW,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132935272,AH415RB,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132931286,AB387PX,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132939871,AC434NR,2026-06-17,0,NO,NO,NO,NO,NO,NO,NO,NO
10132929157,MWI799,2026-06-17,4,SI,SI,NO,SI,SI,NO,NO,NO
10132930038,AD807OB,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132917247,GQR765,2026-06-17,0,NO,NO,NO,NO,NO,NO,NO,NO
10132927609,NBU236,2026-06-17,4,NO,SI,SI,SI,SI,NO,NO,NO
10132940063,AA514OK,2026-06-17,4,SI,NO,SI,NO,SI,NO,NO,SI
10132932510,AE557UT,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132930978,ENE620,2026-06-17,5,NO,SI,SI,SI,SI,NO,NO,SI
10132921705,EHE520,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10232919323,AD790NK,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132930672,AB375ES,2026-06-17,4,SI,SI,NO,SI,SI,NO,NO,NO
10132935675,PII603,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132937667,AG263BG,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132936771,AB785NY,2026-06-17,2,NO,SI,SI,NO,NO,NO,NO,NO
10132917989,MEG915,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132940772,AB214AM,2026-06-17,5,SI,SI,NO,SI,SI,NO,NO,SI
10132926954,AI132AP,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132932405,AI019SQ,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132940858,AA286LI,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132942672,MXS974,2026-06-17,7,SI,SI,SI,SI,SI,NO,SI,SI
10132936990,AI175AY,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132927449,AD571TS,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10232939448,LFQ103,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132934203,LFS282,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132937814,EUT226,2026-06-17,5,SI,NO,SI,SI,SI,NO,NO,SI
10232937583,FVH184,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132929379,AI157OR,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10232924921,AB127RM,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10232943578,AE823AD,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10232934854,LUG468,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132930569,NIH307,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10232949524,AC505FI,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132952336,ELU381,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10232945194,AF206RV,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10232945619,AH286ZX,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10232953046,BPE401,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132937711,HPF044,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10232948974,FMV818,2026-06-17,5,SI,SI,SI,SI,SI,NO,NO,NO
10232948252,AD806EU,2026-06-17,5,SI,NO,SI,SI,SI,NO,NO,SI
10232936433,AH895BV,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10232953244,ECQ197,2026-06-17,4,SI,NO,SI,SI,SI,NO,NO,NO
10132937684,DGV783,2026-06-17,2,NO,SI,NO,SI,NO,NO,NO,NO
10232932531,AB430IG,2026-06-17,0,NO,NO,NO,NO,NO,NO,NO,NO
10132935509,AF711DG,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10232941974,AH113DW,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132927465,FWK357,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10232940319,AH596GZ,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132924254,AH343LW,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132922282,GJF966,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10232951605,AB226IO,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132926729,AI131ZH,2026-06-17,5,SI,SI,NO,SI,SI,NO,NO,SI
10132929149,AB843CR,2026-06-17,0,NO,NO,NO,NO,NO,NO,NO,NO
10132917135,AC236TM,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132941571,AB200GM,2026-06-17,5,SI,NO,SI,SI,SI,NO,NO,SI
10232934124,CQN950,2026-06-17,5,SI,NO,SI,SI,SI,NO,NO,SI
10232925401,KAJ627,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132930318,AC952LU,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10232945621,AF614TL,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10232945606,AG748PK,2026-06-17,5,SI,NO,SI,SI,SI,NO,NO,SI
10232932181,VUI723,2026-06-17,4,SI,NO,SI,SI,SI,NO,NO,NO
10232926910,EKL190,2026-06-17,5,SI,NO,SI,SI,SI,NO,NO,SI
10232946367,GKV022,2026-06-17,5,SI,NO,SI,SI,SI,NO,NO,SI
10232947386,LDQ574,2026-06-17,4,SI,NO,SI,SI,SI,NO,NO,NO
10132920860,EMZ947,2026-06-17,5,SI,NO,SI,SI,SI,NO,NO,SI
10232946734,HLS747,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10232946046,KJM611,2026-06-17,5,SI,NO,SI,SI,SI,NO,NO,SI
10132930013,AF340VL,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10232932856,HHX352,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132915224,AB393SH,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132938276,AG172LP,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132917086,CZN483,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10232953688,AC266IC,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10232934919,AF149TD,2026-06-17,5,SI,SI,SI,SI,SI,NO,NO,NO
10232936457,AE296ID,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132931643,RRC883,2026-06-17,3,SI,NO,NO,SI,SI,NO,NO,NO
10232939570,AH629ZR,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132940997,AF107WH,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132950411,HJP191,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10232947760,AG448IL,2026-06-17,7,SI,SI,SI,SI,SI,SI,NO,SI
10132950230,MIM182,2026-06-17,4,SI,NO,SI,SI,NO,NO,NO,SI
10132933423,PLZ229,2026-06-17,7,SI,SI,SI,SI,SI,SI,NO,SI
10232948519,AF310JD,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132923948,NAL779,2026-06-17,2,SI,NO,NO,SI,NO,NO,NO,NO
10232917983,AC177GG,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10232951210,VFU142,2026-06-17,5,SI,SI,SI,SI,SI,NO,NO,NO
10132950977,MAG255,2026-06-17,1,SI,NO,NO,NO,NO,NO,NO,NO
10132938536,HVG549,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10232940830,AE198ZP,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132938466,KGG264,2026-06-17,5,SI,NO,SI,SI,SI,NO,NO,SI
10132958609,FRY103,2026-06-17,5,SI,NO,SI,SI,SI,NO,NO,SI
10232943843,AF540PC,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132924223,TVO935,2026-06-17,5,SI,SI,SI,SI,SI,NO,NO,NO
10232924924,CBC984,2026-06-17,4,SI,SI,SI,SI,NO,NO,NO,NO
10232930915,CIB452,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10232947339,AD112RE,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10232952484,GNL707,2026-06-17,5,SI,NO,SI,SI,SI,NO,NO,SI
10232952490,MWA895,2026-06-17,5,SI,SI,SI,SI,NO,NO,NO,SI
10232952953,JJE600,2026-06-17,4,NO,NO,SI,SI,SI,NO,NO,SI
10232951981,GNB228,2026-06-17,4,SI,NO,SI,NO,SI,NO,NO,SI
10232925899,LTL241,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132931093,PQR439,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132931145,AH391GM,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10232953036,MLD799,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10232959886,AD089BH,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10232952884,OFS144,2026-06-17,5,SI,SI,NO,SI,SI,NO,NO,SI
10132917359,AH344EH,2026-06-17,7,SI,SI,SI,SI,SI,SI,NO,SI
10232948597,AE785CS,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10232953771,PFB100,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132924376,AA496YI,2026-06-17,5,SI,SI,SI,NO,SI,NO,NO,SI
10132930935,AYF538,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10232953870,CEZ943,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10232950891,BVN154,2026-06-17,4,SI,SI,SI,NO,SI,NO,NO,NO
10232926103,AC177GK,2026-06-17,5,SI,SI,SI,NO,SI,NO,NO,SI
10232950191,AH452MF,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10232954211,DZY834,2026-06-17,7,SI,SI,SI,SI,SI,SI,NO,SI
10232954865,CHS075,2026-06-17,0,NO,NO,NO,NO,NO,NO,NO,NO
10132940525,FRZ253,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10232954675,MVO138,2026-06-17,5,SI,NO,SI,SI,SI,SI,NO,NO
10232933663,IUM283,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132939616,AE368XN,2026-06-17,4,SI,NO,SI,SI,NO,NO,NO,SI
10132931386,GNJ258,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132955726,HRH096,2026-06-17,7,SI,SI,SI,SI,SI,SI,NO,SI
10132941669,AC071XH,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132939572,AG941QA,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10132943177,AC968KI,2026-06-17,6,SI,SI,SI,SI,SI,NO,NO,SI
10232942774,AH702IM,2026-06-17,7,SI,SI,SI,SI,SI,SI,NO,SI
10132935563,NNL473,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132929090,LXX256,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132923990,AI281GO,2026-06-18,7,SI,SI,SI,SI,SI,SI,NO,SI
10132924288,AFD928,2026-06-18,5,NO,SI,SI,SI,SI,NO,NO,SI
10132948505,GJL470,2026-06-18,3,SI,NO,SI,NO,NO,NO,NO,SI
10132933389,JGQ519,2026-06-18,5,SI,NO,SI,SI,SI,NO,NO,SI
10232945955,AE757VF,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132945941,TYI129,2026-06-18,3,SI,SI,NO,SI,NO,NO,NO,NO
10132924110,AJY092,2026-06-18,5,SI,SI,NO,SI,SI,NO,NO,SI
10132968343,AA686AI,2026-06-18,0,NO,NO,NO,NO,NO,NO,NO,NO
10232931187,FRZ213,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132933780,AH891MS,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132943280,AB168HB,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10232956643,SVA077,2026-06-18,5,SI,SI,SI,SI,NO,NO,NO,SI
10132946522,AE525IR,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132960352,OKQ612,2026-06-18,0,NO,NO,NO,NO,NO,NO,NO,NO
10132965929,AF354AQ,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132950482,AE919PA,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10232965473,OGR838,2026-06-18,0,NO,NO,NO,NO,NO,NO,NO,NO
10232945724,AF004SA,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132940291,AE270VQ,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132943901,CHJ073,2026-06-18,5,SI,NO,SI,SI,SI,NO,NO,SI
10132944101,HWW906,2026-06-18,3,NO,SI,SI,SI,NO,NO,NO,NO
10232943296,AF474ZS,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132948855,AA239YM,2026-06-18,7,SI,SI,SI,SI,SI,SI,NO,SI
10232943238,HFI969,2026-06-18,6,SI,SI,SI,NO,SI,SI,NO,SI
10232943513,KOY322,2026-06-18,7,SI,SI,SI,SI,SI,SI,NO,SI
10232955064,MTE188,2026-06-18,1,NO,NO,NO,NO,NO,NO,NO,SI
10132959410,EII420,2026-06-18,1,NO,SI,NO,NO,NO,NO,NO,NO
10232943564,NOR568,2026-06-18,5,SI,SI,SI,NO,SI,NO,NO,SI
10232940365,AF165WW,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10232939318,AH391GY,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132960189,ESF230,2026-06-18,4,NO,SI,SI,SI,NO,NO,NO,SI
10232962982,EEQ455,2026-06-18,5,SI,NO,SI,SI,SI,NO,NO,SI
10132927134,ELI857,2026-06-18,5,NO,SI,SI,SI,SI,NO,NO,SI
10132938656,AD948GR,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10232969125,AB085UB,2026-06-18,5,NO,SI,SI,SI,SI,NO,NO,SI
10232953313,AE131BA,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132928865,HOO202,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10232966312,THT938,2026-06-18,6,NO,SI,SI,SI,SI,SI,NO,SI
10132945518,AC347NQ,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132947530,NNG366,2026-06-18,6,SI,NO,SI,SI,SI,SI,NO,SI
10132946094,KQI438,2026-06-18,5,SI,SI,SI,NO,SI,NO,NO,SI
10132947889,AB319AF,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132959758,AB125SQ,2026-06-18,1,NO,NO,NO,NO,NO,NO,NO,SI
10232922386,MRO258,2026-06-18,0,NO,NO,NO,NO,NO,NO,NO,NO
10132961660,DPU506,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132940633,KIQ442,2026-06-18,2,NO,NO,SI,NO,NO,NO,NO,SI
10132940563,EYL658,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10232955174,AXJ536,2026-06-18,3,NO,SI,NO,SI,SI,NO,NO,NO
10232964580,AG503QC,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10232957981,OFJ502,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132949782,AD025MG,2026-06-18,0,NO,NO,NO,NO,NO,NO,NO,NO
10132943542,PMJ237,2026-06-18,5,NO,SI,SI,SI,SI,NO,NO,SI
10132935206,POU659,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10232961296,LRZ415,2026-06-18,7,SI,SI,SI,SI,SI,SI,NO,SI
10132959917,PES195,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10232964507,AH779EX,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132933885,AH891MR,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10232944080,GOS210,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10232959021,NFJ540,2026-06-18,5,NO,NO,SI,SI,SI,SI,NO,SI
10132927249,EGI920,2026-06-18,4,NO,SI,NO,SI,SI,NO,NO,SI
10132966221,GNZ106,2026-06-18,5,SI,NO,SI,SI,SI,NO,NO,SI
10132924335,EQT325,2026-06-18,1,NO,NO,SI,NO,NO,NO,NO,NO
10232958141,LYL333,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10232944982,AD744JI,2026-06-18,2,NO,SI,SI,NO,NO,NO,NO,NO
10232958611,AB381HF,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10232946913,TBI813,2026-06-18,3,NO,SI,SI,NO,NO,NO,NO,SI
10132943819,NAQ461,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10232960541,AH378AE,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10232954092,AC298FQ,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132959874,CYO461,2026-06-18,5,SI,SI,SI,NO,SI,NO,NO,SI
10132943598,LSD029,2026-06-18,0,NO,NO,NO,NO,NO,NO,NO,NO
10132943738,FLJ881,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132944017,BFZ707,2026-06-18,5,NO,SI,SI,SI,SI,NO,NO,SI
10232965636,EYI229,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132935671,NIT589,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10232968098,GES866,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132943719,GQS269,2026-06-18,5,SI,NO,SI,SI,SI,NO,NO,SI
10132935754,MNL793,2026-06-18,3,NO,NO,SI,NO,NO,SI,NO,SI
10232958832,LUH791,2026-06-18,0,NO,NO,NO,NO,NO,NO,NO,NO
10131567013,AB867OF,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132945175,AE774SA,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10232961236,AB930VC,2026-06-18,5,NO,SI,SI,SI,SI,NO,NO,SI
10232965925,IQT544,2026-06-18,5,SI,SI,SI,SI,SI,NO,NO,NO
10132952933,FUO473,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10232958284,AE074NX,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10232968088,ITR004,2026-06-18,4,NO,NO,SI,SI,SI,NO,NO,SI
10232967190,BJV158,2026-06-18,4,NO,SI,NO,SI,SI,NO,NO,SI
10132935204,AE800VG,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132951176,JSS841,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10232962976,AI132LD,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132934009,AF858UK,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132965540,LEV033,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132962789,RWB234,2026-06-18,4,SI,NO,NO,SI,SI,NO,NO,SI
10132943378,IRN205,2026-06-18,4,SI,NO,SI,SI,NO,NO,NO,SI
10232948083,LYC402,2026-06-18,7,SI,SI,SI,SI,SI,SI,NO,SI
10232966482,GXI842,2026-06-18,5,SI,NO,SI,SI,SI,NO,NO,SI
10132960368,AB857LH,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10232966224,LRP070,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10232965771,LRI916,2026-06-18,6,NO,SI,SI,SI,SI,SI,NO,SI
10232967464,FCC508,2026-06-18,4,SI,NO,SI,SI,SI,NO,NO,NO
10132954225,AB182DT,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10232951661,OEZ345,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132946964,ONX149,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132934896,AE283NE,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132939004,AD602RA,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10232967122,IOJ448,2026-06-18,5,NO,SI,SI,SI,SI,NO,NO,SI
10232965621,NBZ427,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132947565,AH917VJ,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10232967006,GUA252,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132970765,FAE475,2026-06-18,5,NO,SI,SI,SI,SI,NO,NO,SI
10232966891,AI308RB,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10232963232,AE996CE,2026-06-18,5,SI,NO,SI,SI,SI,NO,NO,SI
10132948648,AA702TE,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10232967522,AH464BG,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10232940944,AF762WX,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10232957910,AC441IL,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132929038,FXW759,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10232965329,NYZ909,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10232962150,MEK103,2026-06-18,5,NO,SI,SI,SI,SI,NO,NO,SI
10132960320,AH899ZE,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132960661,JVZ132,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10232940590,AB650ZP,2026-06-18,6,SI,NO,SI,SI,SI,SI,NO,SI
10232956103,AA276YV,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132968694,AE015UG,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10232953069,AB569DZ,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132970396,AF284GB,2026-06-18,4,SI,NO,NO,SI,NO,SI,NO,SI
10232958113,BWD996,2026-06-18,5,SI,SI,NO,SI,SI,NO,NO,SI
10132940350,KAM352,2026-06-18,4,NO,SI,SI,SI,NO,NO,NO,SI
10132964617,OMY046,2026-06-18,5,SI,SI,NO,SI,SI,NO,NO,SI
10132951407,GDO047,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132961115,GFV851,2026-06-18,7,SI,SI,SI,SI,SI,NO,SI,SI
10132970472,AD584WU,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132952586,NSZ036,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132952483,LOL491,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10232966413,EPB707,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132969927,AH597GK,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10232968080,ECZ517,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132970924,GTF824,2026-06-18,2,NO,NO,NO,NO,NO,NO,SI,SI
10132970953,GTF823,2026-06-18,1,NO,NO,NO,NO,NO,NO,NO,SI
10232968491,OYZ791,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10232966643,AG767ID,2026-06-18,5,SI,NO,SI,SI,SI,NO,NO,SI
10132960901,AF042RO,2026-06-18,1,NO,NO,NO,NO,NO,NO,NO,SI
10132960341,HVZ897,2026-06-18,5,NO,SI,SI,SI,SI,NO,NO,SI
10132967421,NPL288,2026-06-18,6,NO,SI,SI,SI,SI,SI,NO,SI
10132946562,COP817,2026-06-18,2,NO,NO,SI,NO,NO,NO,NO,SI
10132955824,HRF910,2026-06-18,5,NO,SI,SI,SI,SI,NO,NO,SI
10132951695,AH266JG,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10232966157,FSO232,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132968058,KNU008,2026-06-18,5,SI,NO,SI,SI,SI,NO,NO,SI
10232949444,GRJ378,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132963442,AC116HY,2026-06-18,5,NO,SI,SI,SI,SI,NO,NO,SI
10232966805,IBH343,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132909035,CET563,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132964011,JTM875,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10232968983,AI082RY,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132964082,HHZ814,2026-06-18,7,SI,SI,SI,SI,SI,SI,NO,SI
10232960264,AD906GB,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132950066,AC843OV,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132965539,AI080BF,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132952010,NPI310,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10232963018,IUE790,2026-06-18,6,NO,SI,SI,SI,SI,NO,SI,SI
10132961100,AE041ND,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10232949596,SQX445,2026-06-18,2,NO,NO,NO,SI,NO,NO,NO,SI
10132970878,AA672SB,2026-06-18,5,NO,SI,SI,SI,SI,NO,NO,SI
10132950117,AH483HM,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132943629,AC538DN,2026-06-18,5,NO,SI,SI,SI,SI,NO,NO,SI
10232961792,IJR747,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
