ctg,patente,dia_egreso,puntos_capturados,ingreso,preingreso,calada,egreso,ingreso_slz,balanza_ingreso_slz,balanza_egreso_slz,salida_slz
10132963459,AA101UU,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132960723,AH786DH,2026-06-18,6,SI,SI,SI,SI,SI,NO,NO,SI
10132944368,FHE167,2026-06-18,4,NO,SI,NO,SI,SI,NO,NO,SI
10132943565,PGI834,2026-06-18,5,NO,SI,SI,SI,SI,NO,NO,SI
10132964221,IIH339,2026-06-18,5,SI,SI,SI,SI,SI,NO,NO,NO
10132943480,FKG533,2026-06-18,4,NO,SI,SI,SI,SI,NO,NO,NO
10132970799,AC236RF,2026-06-18,5,SI,SI,SI,SI,SI,NO,NO,NO
10232968939,AG690VN,2026-06-18,5,SI,SI,SI,SI,SI,NO,NO,NO
10132951564,EKW429,2026-06-18,5,SI,SI,SI,SI,SI,NO,NO,NO
10232950184,GBZ185,2026-06-18,5,SI,SI,SI,SI,SI,NO,NO,NO
10132952530,FRY079,2026-06-18,3,SI,NO,NO,SI,SI,NO,NO,NO
10132950284,FWS113,2026-06-18,3,NO,NO,SI,SI,SI,NO,NO,NO
10132951474,AC061KV,2026-06-18,5,SI,SI,SI,SI,SI,NO,NO,NO
10232957846,MQV469,2026-06-18,4,SI,SI,NO,SI,SI,NO,NO,NO
10132947358,KGT411,2026-06-18,5,SI,SI,SI,SI,SI,NO,NO,NO
10132957806,FKE858,2026-06-18,4,SI,NO,SI,SI,SI,NO,NO,NO
10132937819,AB335HY,2026-06-18,3,NO,NO,SI,SI,SI,NO,NO,NO
10232965735,KBV348,2026-06-18,5,SI,SI,SI,SI,SI,NO,NO,NO
10232965099,IVI953,2026-06-18,5,SI,SI,SI,SI,SI,NO,NO,NO
10132958838,PLQ731,2026-06-18,4,SI,NO,SI,SI,SI,NO,NO,NO
10132940274,LYV124,2026-06-18,5,SI,SI,SI,SI,SI,NO,NO,NO
10132939841,AB182EM,2026-06-18,2,NO,NO,NO,SI,SI,NO,NO,NO
10132966305,EYP840,2026-06-18,5,SI,SI,SI,SI,SI,NO,NO,NO
10132949767,ALB397,2026-06-18,4,SI,SI,NO,SI,SI,NO,NO,NO
10132949430,AC375GF,2026-06-18,4,SI,NO,SI,SI,SI,NO,NO,NO
10132966908,AE103SL,2026-06-18,5,SI,SI,SI,SI,SI,NO,NO,NO
10232969124,BMY837,2026-06-18,3,SI,NO,NO,SI,SI,NO,NO,NO
10132947272,MLD831,2026-06-18,5,SI,SI,SI,SI,SI,NO,NO,NO
10132949698,AE915UF,2026-06-18,5,SI,SI,SI,SI,SI,NO,NO,NO
10232972724,AC126UC,2026-06-18,5,SI,SI,SI,SI,SI,NO,NO,NO
10132963063,AG457LP,2026-06-18,5,SI,SI,SI,SI,SI,NO,NO,NO
10132970147,AE863IX,2026-06-18,5,SI,SI,SI,SI,SI,NO,NO,NO
10132953805,AG644XJ,2026-06-18,3,SI,SI,SI,NO,NO,NO,NO,NO
10232969391,AE332IG,2026-06-18,5,SI,SI,SI,SI,SI,NO,NO,NO
10132965635,FJF767,2026-06-18,5,SI,SI,SI,SI,SI,NO,NO,NO
10232973854,UWB283,2026-06-18,5,SI,SI,SI,SI,SI,NO,NO,NO
10132951793,AH404EH,2026-06-18,3,SI,SI,SI,NO,NO,NO,NO,NO
10132967532,KPG584,2026-06-18,5,SI,SI,SI,SI,SI,NO,NO,NO
10132948068,AG669JQ,2026-06-18,3,SI,SI,SI,NO,NO,NO,NO,NO
10232960105,IVW814,2026-06-18,2,NO,SI,SI,NO,NO,NO,NO,NO
10232965562,AE317JN,2026-06-18,3,SI,SI,SI,NO,NO,NO,NO,NO
10132947447,FGU127,2026-06-18,3,SI,SI,SI,NO,NO,NO,NO,NO
10132974420,HTN482,2026-06-18,2,NO,SI,SI,NO,NO,NO,NO,NO
10132949194,FXI930,2026-06-18,3,SI,SI,SI,NO,NO,NO,NO,NO
10132949798,AG664FM,2026-06-18,3,SI,SI,SI,NO,NO,NO,NO,NO
10132953951,AB723JF,2026-06-18,3,SI,SI,NO,SI,NO,NO,NO,NO
10132949946,AG913VG,2026-06-18,3,SI,SI,SI,NO,NO,NO,NO,NO
10132950058,AA239HO,2026-06-18,4,SI,SI,SI,SI,NO,NO,NO,NO
10132967285,AE714TP,2026-06-18,3,SI,SI,SI,NO,NO,NO,NO,NO
10132954946,JBQ794,2026-06-18,3,SI,SI,SI,NO,NO,NO,NO,NO
10132958551,BRN466,2026-06-18,3,SI,SI,SI,NO,NO,NO,NO,NO
10132951806,AB579WU,2026-06-18,3,SI,SI,SI,NO,NO,NO,NO,NO
10132983909,IVO570,2026-06-18,5,SI,SI,SI,SI,SI,NO,NO,NO
10232966750,FXR146,2026-06-18,0,NO,NO,NO,NO,NO,NO,NO,NO

RESUMEN,,total_camiones,1531
reconocidos_4_puntos_o_mas,,1376/1531,89.88%
ingreso,,1118/1531,73.02%,error_26.98%
preingreso,,1114/1531,72.76%,error_27.24%
calada,,1355/1531,88.5%,error_11.5%
egreso,,1358/1531,88.7%,error_11.3%
ingreso_slz,,1365/1531,89.16%,error_10.84%
balanza_ingreso_slz,,275/1531,17.96%,error_82.04%
balanza_egreso_slz,,69/1531,4.51%,error_95.49%
salida_slz,,1348/1531,88.05%,error_11.95%
