"event_id","journey_uid","sequence_number","event_category","event_type","occurred_at","recorded_at","truck_plate","normalized_plate","is_valid_plate","sector_code","device_code","alert_level","committee_source_journey_uid","committee_segment_index","committee_temporal_bucket","committee_operational_circuit","committee_flags","related_alert_count","related_alert_ids"
"29205","7f67144d-f68c-4839-823b-1902286185aa__committee_seg_2","7","physical","sector_entered","2026-05-16T23:51:20.705-03:00","2026-05-16T23:51:20.705-03:00","GAK529","GAK529","true","RICARDONE_CALADA","RicCal03","0","7f67144d-f68c-4839-823b-1902286185aa","2","split","REGISTRO_INCOMPLETO_COMITE","","0",""
"28347","bd92c3a4-5563-4819-a7d2-6bcf8f5cd860","1","physical","sector_entered","2026-05-16T17:36:54.04-03:00","2026-05-16T17:36:54.04-03:00","JSF211","JSF211","true","RICARDONE_INGRESO_CAMIONES","RicIngCamFrente","0","bd92c3a4-5563-4819-a7d2-6bcf8f5cd860","0","normal","REGISTRO_INCOMPLETO_COMITE","","0",""
"28352","bd92c3a4-5563-4819-a7d2-6bcf8f5cd860","2","physical","sector_entered","2026-05-16T17:38:53.391-03:00","2026-05-16T17:38:53.391-03:00","JSF211","JSF211","true","RICARDONE_PREINGRESO","RicPreIngInFr","0","bd92c3a4-5563-4819-a7d2-6bcf8f5cd860","0","normal","REGISTRO_INCOMPLETO_COMITE","","0",""
"28903","bd92c3a4-5563-4819-a7d2-6bcf8f5cd860","3","physical","sector_entered","2026-05-16T21:30:56.27-03:00","2026-05-16T21:30:56.27-03:00","JSF211","JSF211","true","RICARDONE_CALADA","RicCal03","0","bd92c3a4-5563-4819-a7d2-6bcf8f5cd860","0","normal","REGISTRO_INCOMPLETO_COMITE","","0",""
"28959","bd92c3a4-5563-4819-a7d2-6bcf8f5cd860","4","physical","sector_entered","2026-05-16T21:48:48.898-03:00","2026-05-16T21:48:48.898-03:00","JSF211","JSF211","true","RICARDONE_BALANZA","RicB1Ingreso","0","bd92c3a4-5563-4819-a7d2-6bcf8f5cd860","0","normal","REGISTRO_INCOMPLETO_COMITE","","0",""
"29204","bd92c3a4-5563-4819-a7d2-6bcf8f5cd860","5","physical","sector_entered","2026-05-16T23:49:57.697-03:00","2026-05-16T23:49:57.697-03:00","JSF211","JSF211","true","RICARDONE_BALANZA","RicB2Egreso","0","bd92c3a4-5563-4819-a7d2-6bcf8f5cd860","0","normal","REGISTRO_INCOMPLETO_COMITE","","0",""
"28626","53d6e592-7970-43fa-918b-5c830a05827e__committee_seg_1","2","physical","sector_entered","2026-05-16T19:51:10.854-03:00","2026-05-16T19:51:10.854-03:00","LUZ226","LUZ226","true","RICARDONE_INGRESO_CAMIONES","RicIngCamFrente","0","53d6e592-7970-43fa-918b-5c830a05827e","1","split","REGISTRO_INCOMPLETO_COMITE","","0",""
"28640","53d6e592-7970-43fa-918b-5c830a05827e__committee_seg_1","3","physical","sector_entered","2026-05-16T19:54:46.693-03:00","2026-05-16T19:54:46.693-03:00","LUZ226","LUZ226","true","RICARDONE_PREINGRESO","RicPreIngInFr","0","53d6e592-7970-43fa-918b-5c830a05827e","1","split","REGISTRO_INCOMPLETO_COMITE","","0",""
"29203","53d6e592-7970-43fa-918b-5c830a05827e__committee_seg_1","4","physical","sector_entered","2026-05-16T23:49:28.21-03:00","2026-05-16T23:49:28.21-03:00","LUZ226","LUZ226","true","RICARDONE_CALADA","RicCal04","0","53d6e592-7970-43fa-918b-5c830a05827e","1","split","REGISTRO_INCOMPLETO_COMITE","","0",""
"29202","b5107417-263f-4732-9e8b-12efdbeb599c","1","physical","sector_entered","2026-05-16T23:49:13.921-03:00","2026-05-16T23:49:13.921-03:00","WA604GH","WA604GH","true","RICARDONE_BALANZA","RicB1Ingreso","0","b5107417-263f-4732-9e8b-12efdbeb599c","0","normal","REGISTRO_INCOMPLETO_COMITE","","0",""
"22449","b2235664-4d5b-448f-acc2-f3160b458467__committee_seg_1","6","physical","sector_entered","2026-05-15T05:03:09.951-03:00","2026-05-15T05:03:09.951-03:00","NLR442","NLR442","true","RICARDONE_INGRESO_CAMIONES","RicIngCamFrente","0","b2235664-4d5b-448f-acc2-f3160b458467","1","split","CIRCUITO_CELDA16_CARGA","","0",""
"22503","b2235664-4d5b-448f-acc2-f3160b458467__committee_seg_1","7","physical","sector_entered","2026-05-15T05:16:33.043-03:00","2026-05-15T05:16:33.043-03:00","NLR442","NLR442","true","RICARDONE_PREINGRESO","RicPreIngInFr","0","b2235664-4d5b-448f-acc2-f3160b458467","1","split","CIRCUITO_CELDA16_CARGA","","0",""
"22730","b2235664-4d5b-448f-acc2-f3160b458467__committee_seg_1","8","physical","sector_entered","2026-05-15T05:55:57.177-03:00","2026-05-15T05:55:57.177-03:00","NLR442","NLR442","true","RICARDONE_CALADA","RicCalLiq","0","b2235664-4d5b-448f-acc2-f3160b458467","1","split","CIRCUITO_CELDA16_CARGA","","0",""
"22794","b2235664-4d5b-448f-acc2-f3160b458467__committee_seg_1","9","physical","sector_entered","2026-05-15T06:11:58.176-03:00","2026-05-15T06:11:58.176-03:00","NLR442","NLR442","true","RICARDONE_BALANZA","RicB1Ingreso","0","b2235664-4d5b-448f-acc2-f3160b458467","1","split","CIRCUITO_CELDA16_CARGA","","0",""
"23103","b2235664-4d5b-448f-acc2-f3160b458467__committee_seg_1","10","physical","sector_entered","2026-05-15T07:16:43.767-03:00","2026-05-15T07:16:43.767-03:00","NLR442","NLR442","true","RICARDONE_BALANZA","RicB2Egreso","0","b2235664-4d5b-448f-acc2-f3160b458467","1","split","CIRCUITO_CELDA16_CARGA","","0",""
"23200","b2235664-4d5b-448f-acc2-f3160b458467__committee_seg_1","11","physical","sector_entered","2026-05-15T07:39:26.31-03:00","2026-05-15T07:39:26.31-03:00","NLR442","NLR442","true","RICARDONE_CALADA","RicCalLiq","0","b2235664-4d5b-448f-acc2-f3160b458467","1","split","CIRCUITO_CELDA16_CARGA","","0",""
"23463","b2235664-4d5b-448f-acc2-f3160b458467__committee_seg_1","12","physical","sector_entered","2026-05-15T09:29:20.326-03:00","2026-05-15T09:29:20.326-03:00","NLR442","NLR442","true","RICARDONE_INGRESO_CAMIONES","RicIngCamFrente","0","b2235664-4d5b-448f-acc2-f3160b458467","1","split","CIRCUITO_CELDA16_CARGA","","0",""
"23472","b2235664-4d5b-448f-acc2-f3160b458467__committee_seg_1","13","physical","sector_entered","2026-05-15T09:34:40.359-03:00","2026-05-15T09:34:40.359-03:00","NLR442","NLR442","true","RICARDONE_BALANZA","RicB1Ingreso","0","b2235664-4d5b-448f-acc2-f3160b458467","1","split","CIRCUITO_CELDA16_CARGA","","0",""
"23537","b2235664-4d5b-448f-acc2-f3160b458467__committee_seg_1","14","physical","sector_entered","2026-05-15T10:13:47.21-03:00","2026-05-15T10:13:47.21-03:00","NLR442","NLR442","true","RICARDONE_CELDA_16","RicC16Carga2","0","b2235664-4d5b-448f-acc2-f3160b458467","1","split","CIRCUITO_CELDA16_CARGA","","0",""
"24860","b2235664-4d5b-448f-acc2-f3160b458467__committee_seg_2","15","physical","sector_entered","2026-05-15T18:10:10.71-03:00","2026-05-15T18:10:10.71-03:00","NLR442","NLR442","true","RICARDONE_VOLCABLE","RicVolcable2","0","b2235664-4d5b-448f-acc2-f3160b458467","2","split","CIRCUITO_VOLCABLE_1_2","","0",""
