"schema_version","selected_start_datetime","selected_end_datetime","query_start","query_end","generated_at","raw_events_count","raw_alerts_count","operational_events_count","operational_alerts_count","clean_events_count","clean_alerts_count","clean_circuits_count","excluded_rear_events_count","excluded_rear_alerts_count","applied_rules_filters_json","committee_pipeline_marker","api_base_url","exported_at_iso","dataset_last_loaded_at_iso","rear_excluded_device_codes","rear_excluded_ingress_route_sectors","rear_excluded_ingress_route_codes","rear_excluded_ingress_route_device_codes","raw_events_ricardone_count","raw_alerts_fetched_count","rear_excluded_events_count","rear_excluded_alerts_count","rear_excluded_ingress_route_alerts_count","rear_only_rear_camera_journey_count","committee_segmented_event_count","committee_aligned_alert_count","committee_executive_raw_event_count","committee_executive_operational_event_count","committee_executive_operational_alert_count","committee_executive_journeys_processed_count","committee_executive_included_circuit_journeys_count","committee_executive_review_required_count","committee_executive_excluded_count","committee_executive_top_circuit_code","committee_executive_top_circuit_count","clean_rules_json","clean_layer_raw_event_inputs","clean_layer_raw_alert_inputs","clean_layer_clean_event_rows","clean_layer_clean_journey_rows","clean_layer_discarded_event_rows","clean_layer_discarded_journey_rows","clean_layer_events_with_related_alert_tagged_count","clean_layer_journeys_with_related_alert_tagged_count","dataset_reconstructed_journey_count"
"2","2026-05-12T00:00:00","2026-05-16T23:59:59","2026-05-12T00:00:00","2026-05-16T23:59:59","2026-05-18T03:41:07.358Z","14411","17292","12615","9755","3618","9755","4716","1796","6767","{""committee_pipeline"":""buildCommitteeOperationalPipeline->buildCleanRealDataset(defaults)"",""scope_note"":""Filas raw_events_api: eventos Ricardone tras filterRicardoneSiteEventsOnly; raw_alerts_api: respuesta completa del GET alert/list para la ventana pedida."",""clean_dataset_rules"":{""exclude_invalid_plates"":true,""exclude_alerted_journeys"":true,""exclude_alerted_events"":false,""exclude_only_ingreso"":true,""exclude_only_egreso"":true,""exclude_solo_ruta_probable"":true,""keep_preliminary_valid"":true}}","buildCommitteeOperationalPipeline->buildCleanRealDataset(defaults)","/journey-api","2026-05-18T03:41:07.358Z","2026-05-18T03:40:59.102Z","RicEgrCamTraser|RicIngCamTrasera|RicPreIngInTr","RICARDONE_INGRESO_CAMIONES|RICARDONE_PREINGRESO","INVALID_ROUTE|INVALID_START_JOURNEY","RicIngCamFrente|RicIngCamTrasera|RicIngCamTraser|RicPreIngInFr|RicPreIngInTr","14411","17292","1796","6767","770","1413","12615","9755","14411","12615","9755","5346","1437","3909","0","CIRCUITO_CELDA16_DESCARGA","678","{""exclude_invalid_plates"":true,""exclude_alerted_journeys"":true,""exclude_alerted_events"":false,""exclude_only_ingreso"":true,""exclude_only_egreso"":true,""exclude_solo_ruta_probable"":true,""keep_preliminary_valid"":true}","12615","9755","3618","1213","8997","3503","651","8258","3084","4716"
