"schema_version","committee_pipeline_marker","api_base_url","query_start","query_end","exported_at_iso","dataset_last_loaded_at_iso","rear_excluded_device_codes","rear_excluded_ingress_route_sectors","rear_excluded_ingress_route_codes","rear_excluded_ingress_route_device_codes","raw_events_ricardone_count","raw_alerts_fetched_count","rear_excluded_events_count","rear_excluded_alerts_count","rear_excluded_ingress_route_alerts_count","rear_only_rear_camera_journey_count","committee_segmented_event_count","committee_aligned_alert_count","committee_executive_raw_event_count","committee_executive_operational_event_count","committee_executive_operational_alert_count","committee_executive_journeys_processed_count","committee_executive_included_circuit_journeys_count","committee_executive_review_required_count","committee_executive_excluded_count","committee_executive_top_circuit_code","committee_executive_top_circuit_count","clean_rules_json","clean_layer_raw_event_inputs","clean_layer_raw_alert_inputs","clean_layer_clean_event_rows","clean_layer_clean_journey_rows","clean_layer_discarded_event_rows","clean_layer_discarded_journey_rows","clean_layer_events_with_related_alert_tagged_count","clean_layer_journeys_with_related_alert_tagged_count","dataset_reconstructed_journey_count"
"1","buildCommitteeOperationalPipeline->buildCleanRealDataset(defaults)","http://138.36.237.33:8090","2026-05-17","2026-05-17","2026-05-17T19:11:04.051Z","2026-05-17T19:01:08.976Z","RicEgrCamTraser|RicIngCamTrasera|RicPreIngInTr","RICARDONE_INGRESO_CAMIONES|RICARDONE_PREINGRESO","INVALID_ROUTE|INVALID_START_JOURNEY","RicIngCamFrente|RicIngCamTrasera|RicIngCamTraser|RicPreIngInFr|RicPreIngInTr","1519","1952","144","643","55","122","1375","1254","1519","1375","1254","550","151","399","0","CIRCUITO_CELDA16_DESCARGA","81","{""exclude_invalid_plates"":true,""exclude_alerted_journeys"":true,""exclude_alerted_events"":false,""exclude_only_ingreso"":true,""exclude_only_egreso"":true,""exclude_solo_ruta_probable"":true,""keep_preliminary_valid"":true}","1375","1254","396","128","979","349","73","933","315","477"
