date,week,day_name,time_bucket,day_night,deviceCode,sectorCode,camera_type,event_count,alert_count_total,alert_lpr_count,lpr_alerts_per_100_events,first_event_at,last_event_at,first_alert_at,last_alert_at,status
2026-06-22,2026W26,lunes,20-23,noche,SLZSalidaC1Fte,1-S7,front,75,40,7,9.333,2026-06-22T20:00:40.022-03:00,2026-06-22T23:59:56.377-03:00,2026-06-22T20:15:02.464215-03:00,2026-06-22T23:59:56.377-03:00,Bajo
2026-06-22,2026W26,lunes,20-23,noche,RicCal06,2-S2,front,60,23,8,13.333,2026-06-22T20:01:40.854-03:00,2026-06-22T23:57:30.911-03:00,2026-06-22T20:02:35.009928-03:00,2026-06-22T23:59:50.449852-03:00,Medio
2026-06-22,2026W26,lunes,20-23,noche,SLZBalIngFte,1-S1,front,61,45,22,36.066,2026-06-22T21:15:33.878-03:00,2026-06-22T23:57:05.922-03:00,2026-06-22T20:00:04.035531-03:00,2026-06-22T23:57:05.922-03:00,Alto
2026-06-22,2026W26,lunes,20-23,noche,RicIngCamFrente,2-S0,front,81,21,21,25.926,2026-06-22T20:02:29.592-03:00,2026-06-22T23:56:46.971-03:00,2026-06-22T20:07:50.414818-03:00,2026-06-22T23:56:46.971-03:00,Medio
2026-06-22,2026W26,lunes,20-23,noche,SLZIngCamFrente,1-S0,front,103,41,15,14.563,2026-06-22T20:17:07.134-03:00,2026-06-22T23:53:47.638-03:00,2026-06-22T20:09:00.885896-03:00,2026-06-22T23:59:10.71081-03:00,Medio
2026-06-22,2026W26,lunes,20-23,noche,RicB1Ingreso,2-S4,front,7,4,0,0,2026-06-22T20:02:46.265-03:00,2026-06-22T23:52:26.967-03:00,2026-06-22T23:27:26.870773-03:00,2026-06-22T23:52:26.967-03:00,Bajo
2026-06-22,2026W26,lunes,20-23,noche,RicVolcable2,2-S9,front,5,5,3,60,2026-06-22T20:21:12.332-03:00,2026-06-22T23:51:19.732-03:00,2026-06-22T20:15:27.925139-03:00,2026-06-22T23:59:53.111696-03:00,Alto
2026-06-22,2026W26,lunes,20-23,noche,RicPreIngInFr,2-S1,front,88,51,12,13.636,2026-06-22T20:00:11.068-03:00,2026-06-22T23:51:00.582-03:00,2026-06-22T20:22:55.422634-03:00,2026-06-22T23:52:35.41276-03:00,Medio
2026-06-22,2026W26,lunes,20-23,noche,RicCal05,2-S2,front,79,25,6,7.595,2026-06-22T20:03:26.437-03:00,2026-06-22T23:46:35.884-03:00,2026-06-22T20:14:57.976461-03:00,2026-06-22T23:51:48.245545-03:00,Bajo
2026-06-22,2026W26,lunes,20-23,noche,RicPreIngEgFr,2-S1,front,2,13,11,550,2026-06-22T20:44:46.685-03:00,2026-06-22T23:45:59.962-03:00,2026-06-22T20:25:01.518905-03:00,2026-06-22T23:45:59.962-03:00,Crítico
2026-06-22,2026W26,lunes,20-23,noche,SLZBalSC1Fte,1-S5,front,2,2,1,50,2026-06-22T22:12:26.122-03:00,2026-06-22T23:45:54.648-03:00,2026-06-22T20:22:11.876521-03:00,2026-06-22T23:45:54.648-03:00,Alto
2026-06-22,2026W26,lunes,20-23,noche,RicEgrCamFrente,2-S3,front,94,41,18,19.149,2026-06-22T20:07:07.036-03:00,2026-06-22T23:41:53.153-03:00,2026-06-22T20:00:12.297345-03:00,2026-06-22T23:59:36.910138-03:00,Medio
2026-06-22,2026W26,lunes,20-23,noche,SLZSalidaC2Fte,1-S7,front,1,1,1,100,2026-06-22T23:40:40.406-03:00,2026-06-22T23:40:40.406-03:00,2026-06-22T23:05:48.283063-03:00,2026-06-22T23:40:40.406-03:00,Alto
2026-06-22,2026W26,lunes,20-23,noche,RicVolcable1,2-S9,front,7,4,4,57.143,2026-06-22T20:05:25.81-03:00,2026-06-22T23:02:04.226-03:00,2026-06-22T20:53:34.76209-03:00,2026-06-22T23:56:14.135446-03:00,Alto
2026-06-22,2026W26,lunes,20-23,noche,RenCargFte,1-S8,front,7,0,0,0,2026-06-22T22:59:29.564-03:00,2026-06-22T22:59:47.645-03:00,2026-06-22T22:59:47.645-03:00,2026-06-22T22:59:47.645-03:00,Bajo
2026-06-22,2026W26,lunes,20-23,noche,RenDescFte,1-S8,front,2,9,1,50,2026-06-22T22:36:57.353-03:00,2026-06-22T22:36:59.994-03:00,2026-06-22T21:59:51.481309-03:00,2026-06-22T22:53:29.077442-03:00,Alto
2026-06-22,2026W26,lunes,16-19,noche,RicCal05,2-S2,front,2,0,0,0,2026-06-22T19:56:54.484-03:00,2026-06-22T19:59:56.248-03:00,2026-06-22T19:59:56.248-03:00,2026-06-22T19:59:56.248-03:00,Bajo
2026-06-22,2026W26,lunes,16-19,noche,RicCal06,2-S2,front,2,5,0,0,2026-06-22T19:53:18.802-03:00,2026-06-22T19:59:01.19-03:00,2026-06-22T19:37:00.468633-03:00,2026-06-22T19:59:01.19-03:00,Bajo
2026-06-22,2026W26,lunes,16-19,noche,RicVolcable2,2-S9,front,1,0,0,0,2026-06-22T19:58:50.815-03:00,2026-06-22T19:58:50.815-03:00,2026-06-22T19:58:50.815-03:00,2026-06-22T19:58:50.815-03:00,Bajo
2026-06-22,2026W26,lunes,16-19,noche,RicIngCamFrente,2-S0,front,21,4,4,19.048,2026-06-22T19:04:04.346-03:00,2026-06-22T19:56:19.808-03:00,2026-06-22T19:09:50.446308-03:00,2026-06-22T19:56:19.808-03:00,Medio
2026-06-22,2026W26,lunes,16-19,noche,RicPreIngInFr,2-S1,front,21,22,2,9.524,2026-06-22T19:01:05.662-03:00,2026-06-22T19:56:04.494-03:00,2026-06-22T19:14:25.585287-03:00,2026-06-22T19:56:04.494-03:00,Bajo
2026-06-22,2026W26,lunes,16-19,noche,RicB1Ingreso,2-S4,front,1,0,0,0,2026-06-22T19:55:28.481-03:00,2026-06-22T19:55:28.481-03:00,2026-06-22T19:55:28.481-03:00,2026-06-22T19:55:28.481-03:00,Bajo
2026-06-22,2026W26,lunes,16-19,noche,SLZBalIngFte,1-S1,front,19,10,4,21.053,2026-06-22T19:16:58.544-03:00,2026-06-22T19:53:11.789-03:00,2026-06-22T19:20:40.191696-03:00,2026-06-22T19:55:24.431972-03:00,Medio
2026-06-22,2026W26,lunes,16-19,noche,SLZSalidaC1Fte,1-S7,front,11,3,0,0,2026-06-22T19:04:19.27-03:00,2026-06-22T19:50:03.608-03:00,2026-06-22T19:28:22.21778-03:00,2026-06-22T19:50:03.608-03:00,Bajo
2026-06-22,2026W26,lunes,16-19,noche,RenDescFte,1-S8,front,1,0,0,0,2026-06-22T19:28:45.821-03:00,2026-06-22T19:28:45.821-03:00,2026-06-22T19:28:45.821-03:00,2026-06-22T19:28:45.821-03:00,Bajo
2026-06-22,2026W26,lunes,16-19,noche,SLZIngCamFrente,1-S0,front,7,2,0,0,2026-06-22T19:00:13.266-03:00,2026-06-22T19:22:43.184-03:00,2026-06-22T19:22:43.184-03:00,2026-06-22T19:58:55.944842-03:00,Bajo
2026-06-22,2026W26,lunes,16-19,noche,RicVolcable1,2-S9,front,1,0,0,0,2026-06-22T19:10:59.68-03:00,2026-06-22T19:10:59.68-03:00,2026-06-22T19:10:59.68-03:00,2026-06-22T19:10:59.68-03:00,Bajo
2026-06-22,2026W26,lunes,16-19,dia,RicPreIngInFr,2-S1,front,69,13,3,4.348,2026-06-22T16:00:43.588-03:00,2026-06-22T18:59:56.535-03:00,2026-06-22T16:37:55.378192-03:00,2026-06-22T18:59:56.535-03:00,Bajo
2026-06-22,2026W26,lunes,16-19,dia,RicIngCamFrente,2-S0,front,65,4,4,6.154,2026-06-22T16:01:38.006-03:00,2026-06-22T18:59:14.491-03:00,2026-06-22T18:05:10.447977-03:00,2026-06-22T18:59:14.491-03:00,Bajo
2026-06-22,2026W26,lunes,16-19,dia,SLZIngCamFrente,1-S0,front,63,15,0,0,2026-06-22T16:32:45.95-03:00,2026-06-22T18:59:09.339-03:00,2026-06-22T16:28:10.932091-03:00,2026-06-22T18:59:09.339-03:00,Bajo
2026-06-22,2026W26,lunes,16-19,dia,RicPreIngEgFr,2-S1,front,1,4,4,400,2026-06-22T18:56:59.265-03:00,2026-06-22T18:56:59.265-03:00,2026-06-22T16:38:46.597603-03:00,2026-06-22T18:56:59.265-03:00,Crítico
2026-06-22,2026W26,lunes,16-19,dia,RicVolcable2,2-S9,front,4,1,1,25,2026-06-22T17:13:57.358-03:00,2026-06-22T18:56:36.035-03:00,2026-06-22T16:14:42.902821-03:00,2026-06-22T18:56:36.035-03:00,Medio
2026-06-22,2026W26,lunes,16-19,dia,RicEgrCamFrente,2-S3,front,72,1,0,0,2026-06-22T16:05:18.408-03:00,2026-06-22T18:51:03.17-03:00,2026-06-22T16:52:57.07525-03:00,2026-06-22T18:51:03.17-03:00,Bajo
2026-06-22,2026W26,lunes,16-19,dia,SLZSalidaC1Fte,1-S7,front,55,30,3,5.455,2026-06-22T16:03:31.487-03:00,2026-06-22T18:49:04.64-03:00,2026-06-22T16:18:02.086911-03:00,2026-06-22T18:49:04.64-03:00,Bajo
2026-06-22,2026W26,lunes,16-19,dia,SLZBalIngFte,1-S1,front,64,36,17,26.563,2026-06-22T16:04:26.086-03:00,2026-06-22T18:44:50.411-03:00,2026-06-22T16:16:59.193356-03:00,2026-06-22T18:46:50.973697-03:00,Medio
2026-06-22,2026W26,lunes,16-19,dia,RenDescFte,1-S8,front,3,2,0,0,2026-06-22T18:35:10.779-03:00,2026-06-22T18:35:14.618-03:00,2026-06-22T16:15:24.207581-03:00,2026-06-22T18:35:14.618-03:00,Bajo
2026-06-22,2026W26,lunes,16-19,dia,RicCal05,2-S2,front,39,9,1,2.564,2026-06-22T16:20:31.206-03:00,2026-06-22T18:31:06.665-03:00,2026-06-22T16:07:13.575194-03:00,2026-06-22T18:31:06.665-03:00,Bajo
2026-06-22,2026W26,lunes,16-19,dia,RicCal06,2-S2,front,33,6,0,0,2026-06-22T16:12:16.925-03:00,2026-06-22T18:26:31.134-03:00,2026-06-22T16:08:20.001573-03:00,2026-06-22T18:26:31.134-03:00,Bajo
2026-06-22,2026W26,lunes,16-19,dia,RicVolcable1,2-S9,front,5,5,5,100,2026-06-22T16:22:47.329-03:00,2026-06-22T18:18:04.213-03:00,2026-06-22T16:34:59.906248-03:00,2026-06-22T18:18:04.213-03:00,Alto
2026-06-22,2026W26,lunes,16-19,dia,RicCalLiq,2-S2,front,8,3,3,37.5,2026-06-22T16:20:39.915-03:00,2026-06-22T17:51:38.988-03:00,2026-06-22T17:51:38.988-03:00,2026-06-22T18:33:31.832163-03:00,Alto
2026-06-22,2026W26,lunes,16-19,dia,RicB1Ingreso,2-S4,front,3,3,2,66.667,2026-06-22T16:09:46.34-03:00,2026-06-22T17:22:23.848-03:00,2026-06-22T16:22:01.654561-03:00,2026-06-22T18:58:16.675231-03:00,Alto
2026-06-22,2026W26,lunes,16-19,dia,SLZBalSC1Fte,1-S5,front,1,18,4,400,2026-06-22T16:57:29.917-03:00,2026-06-22T16:57:29.917-03:00,2026-06-22T16:23:02.122824-03:00,2026-06-22T17:42:55.555083-03:00,Crítico
2026-06-22,2026W26,lunes,16-19,dia,SLZSalidaC2Fte,1-S7,front,5,4,2,40,2026-06-22T16:02:13.22-03:00,2026-06-22T16:21:28.101-03:00,2026-06-22T16:21:28.101-03:00,2026-06-22T18:38:49.167622-03:00,Alto
2026-06-22,2026W26,lunes,12-15,dia,RicIngCamFrente,2-S0,front,57,1,1,1.754,2026-06-22T12:10:21.678-03:00,2026-06-22T15:59:57.122-03:00,2026-06-22T14:58:55.437268-03:00,2026-06-22T15:59:57.122-03:00,Bajo
2026-06-22,2026W26,lunes,12-15,dia,RicPreIngInFr,2-S1,front,49,5,3,6.122,2026-06-22T12:11:37.563-03:00,2026-06-22T15:58:27.822-03:00,2026-06-22T13:40:00.436497-03:00,2026-06-22T15:59:40.736713-03:00,Bajo
2026-06-22,2026W26,lunes,12-15,dia,SLZSalidaC1Fte,1-S7,front,81,23,1,1.235,2026-06-22T12:15:05.011-03:00,2026-06-22T15:57:56.193-03:00,2026-06-22T12:07:51.680814-03:00,2026-06-22T15:57:56.193-03:00,Bajo
2026-06-22,2026W26,lunes,12-15,dia,SLZBalIngFte,1-S1,front,30,34,14,46.667,2026-06-22T12:52:26.521-03:00,2026-06-22T15:56:54.68-03:00,2026-06-22T12:00:24.825995-03:00,2026-06-22T15:56:54.68-03:00,Alto
2026-06-22,2026W26,lunes,12-15,dia,SLZSalidaC2Fte,1-S7,front,14,2,2,14.286,2026-06-22T12:11:24.776-03:00,2026-06-22T15:50:59.654-03:00,2026-06-22T15:00:23.989069-03:00,2026-06-22T15:52:47.856437-03:00,Medio
2026-06-22,2026W26,lunes,12-15,dia,RicB1Ingreso,2-S4,front,10,2,0,0,2026-06-22T12:05:22.845-03:00,2026-06-22T15:44:36.18-03:00,2026-06-22T13:37:51.955069-03:00,2026-06-22T15:44:36.18-03:00,Bajo
2026-06-22,2026W26,lunes,12-15,dia,RicPreIngEgFr,2-S1,front,1,3,3,300,2026-06-22T15:40:49.779-03:00,2026-06-22T15:40:49.779-03:00,2026-06-22T12:11:46.580293-03:00,2026-06-22T15:40:49.779-03:00,Crítico
2026-06-22,2026W26,lunes,12-15,dia,SLZIngCamFrente,1-S0,front,50,9,1,2,2026-06-22T12:49:58.825-03:00,2026-06-22T15:14:08.291-03:00,2026-06-22T12:02:21.054356-03:00,2026-06-22T15:14:08.291-03:00,Bajo
2026-06-22,2026W26,lunes,12-15,dia,RicEgrCamFrente,2-S3,front,51,2,0,0,2026-06-22T12:53:26.777-03:00,2026-06-22T15:04:13.794-03:00,2026-06-22T12:00:42.116406-03:00,2026-06-22T15:04:13.794-03:00,Bajo
2026-06-22,2026W26,lunes,12-15,dia,SLZBalSC1Fte,1-S5,front,17,10,7,41.176,2026-06-22T12:15:20.688-03:00,2026-06-22T14:18:13.691-03:00,2026-06-22T12:13:53.020588-03:00,2026-06-22T14:18:13.691-03:00,Alto
2026-06-22,2026W26,lunes,12-15,dia,RicCal06,2-S2,front,26,2,0,0,2026-06-22T12:43:38.841-03:00,2026-06-22T14:12:52.568-03:00,2026-06-22T12:43:52.465125-03:00,2026-06-22T14:12:52.568-03:00,Bajo
2026-06-22,2026W26,lunes,12-15,dia,RicCal05,2-S2,front,36,3,1,2.778,2026-06-22T12:42:30.164-03:00,2026-06-22T14:07:06.971-03:00,2026-06-22T12:52:57.003299-03:00,2026-06-22T14:07:06.971-03:00,Bajo
2026-06-22,2026W26,lunes,12-15,dia,RicVolcable1,2-S9,front,2,6,3,150,2026-06-22T12:41:20.716-03:00,2026-06-22T13:53:18.486-03:00,2026-06-22T12:30:04.740659-03:00,2026-06-22T13:53:18.486-03:00,Crítico
2026-06-22,2026W26,lunes,12-15,dia,RicVolcable2,2-S9,front,1,5,3,300,2026-06-22T13:35:16.83-03:00,2026-06-22T13:35:16.83-03:00,2026-06-22T12:02:37.990852-03:00,2026-06-22T13:46:37.892823-03:00,Crítico
2026-06-22,2026W26,lunes,12-15,dia,RenCargFte,1-S8,front,34,43,5,14.706,2026-06-22T12:06:23.355-03:00,2026-06-22T13:32:46.941-03:00,2026-06-22T12:21:06.905906-03:00,2026-06-22T15:52:36.977541-03:00,Medio
2026-06-22,2026W26,lunes,12-15,dia,RicCalLiq,2-S2,front,1,1,0,0,2026-06-22T12:53:25.233-03:00,2026-06-22T12:53:25.233-03:00,2026-06-22T12:53:25.233-03:00,2026-06-22T13:20:06.628712-03:00,Bajo
2026-06-22,2026W26,lunes,12-15,dia,RenDescFte,1-S8,front,2,2,0,0,2026-06-22T12:06:24.041-03:00,2026-06-22T12:50:41.539-03:00,2026-06-22T12:50:41.539-03:00,2026-06-22T15:31:04.070133-03:00,Bajo
2026-06-22,2026W26,lunes,08-11,dia,RicPreIngInFr,2-S1,front,62,11,2,3.226,2026-06-22T08:01:33.863-03:00,2026-06-22T11:59:31.2-03:00,2026-06-22T09:15:55.676699-03:00,2026-06-22T11:59:31.2-03:00,Bajo
2026-06-22,2026W26,lunes,08-11,dia,RicIngCamFrente,2-S0,front,66,0,0,0,2026-06-22T08:06:30.106-03:00,2026-06-22T11:59:10.438-03:00,2026-06-22T11:59:10.438-03:00,2026-06-22T11:59:10.438-03:00,Bajo
2026-06-22,2026W26,lunes,08-11,dia,SLZSalidaC1Fte,1-S7,front,92,38,7,7.609,2026-06-22T08:01:03.466-03:00,2026-06-22T11:57:22.906-03:00,2026-06-22T08:08:36.188638-03:00,2026-06-22T11:57:22.906-03:00,Bajo
2026-06-22,2026W26,lunes,08-11,dia,SLZBalIngFte,1-S1,front,62,25,11,17.742,2026-06-22T08:16:30.647-03:00,2026-06-22T11:57:12.266-03:00,2026-06-22T10:33:21.921484-03:00,2026-06-22T11:57:49.896732-03:00,Medio
2026-06-22,2026W26,lunes,08-11,dia,SLZIngCamFrente,1-S0,front,47,15,1,2.128,2026-06-22T08:11:03.8-03:00,2026-06-22T11:54:21.407-03:00,2026-06-22T08:22:11.117463-03:00,2026-06-22T11:58:46.050331-03:00,Bajo
2026-06-22,2026W26,lunes,08-11,dia,RicB3Ingreso,2-S4,front,9,4,0,0,2026-06-22T08:11:31.785-03:00,2026-06-22T11:46:57.42-03:00,2026-06-22T08:13:52.901108-03:00,2026-06-22T11:46:57.42-03:00,Bajo
2026-06-22,2026W26,lunes,08-11,dia,RenCargFte,1-S8,front,22,0,0,0,2026-06-22T08:56:24.759-03:00,2026-06-22T11:20:41.51-03:00,2026-06-22T11:20:41.51-03:00,2026-06-22T11:20:41.51-03:00,Bajo
2026-06-22,2026W26,lunes,08-11,dia,RicCalLiq,2-S2,front,8,11,2,25,2026-06-22T08:03:52.334-03:00,2026-06-22T11:16:53.701-03:00,2026-06-22T08:09:11.031498-03:00,2026-06-22T11:44:26.711283-03:00,Medio
2026-06-22,2026W26,lunes,08-11,dia,SLZBalSC1Fte,1-S5,front,15,10,4,26.667,2026-06-22T08:21:09.018-03:00,2026-06-22T11:07:35.401-03:00,2026-06-22T09:49:41.521585-03:00,2026-06-22T11:59:13.295369-03:00,Medio
2026-06-22,2026W26,lunes,08-11,dia,RicEgrCamFrente,2-S3,front,40,6,1,2.5,2026-06-22T08:23:36.924-03:00,2026-06-22T10:19:20.846-03:00,2026-06-22T08:28:51.996292-03:00,2026-06-22T11:54:42.096315-03:00,Bajo
2026-06-22,2026W26,lunes,08-11,dia,RicB1Ingreso,2-S4,front,9,3,2,22.222,2026-06-22T08:51:59.337-03:00,2026-06-22T10:13:11.678-03:00,2026-06-22T08:18:01.687895-03:00,2026-06-22T10:30:16.607179-03:00,Medio
2026-06-22,2026W26,lunes,08-11,dia,RicVolcable1,2-S9,front,7,7,4,57.143,2026-06-22T08:27:29.428-03:00,2026-06-22T10:11:34.672-03:00,2026-06-22T08:44:29.873783-03:00,2026-06-22T11:03:36.607973-03:00,Alto
2026-06-22,2026W26,lunes,08-11,dia,RicCal06,2-S2,front,18,9,1,5.556,2026-06-22T08:08:09.475-03:00,2026-06-22T10:06:50.483-03:00,2026-06-22T08:43:29.223399-03:00,2026-06-22T11:46:07.538795-03:00,Bajo
2026-06-22,2026W26,lunes,08-11,dia,RicCal05,2-S2,front,20,12,2,10,2026-06-22T08:08:05.75-03:00,2026-06-22T10:03:03.692-03:00,2026-06-22T08:18:00.507425-03:00,2026-06-22T11:39:47.084061-03:00,Bajo
2026-06-22,2026W26,lunes,08-11,dia,RicCal04,2-S2,front,5,0,0,0,2026-06-22T09:35:07.063-03:00,2026-06-22T09:50:42.986-03:00,2026-06-22T09:50:42.986-03:00,2026-06-22T09:50:42.986-03:00,Bajo
2026-06-22,2026W26,lunes,08-11,dia,RicCal03,2-S2,front,5,0,0,0,2026-06-22T09:35:26.583-03:00,2026-06-22T09:50:42.666-03:00,2026-06-22T09:50:42.666-03:00,2026-06-22T09:50:42.666-03:00,Bajo
2026-06-22,2026W26,lunes,08-11,dia,RicVolcable2,2-S9,front,1,3,1,100,2026-06-22T09:45:29.149-03:00,2026-06-22T09:45:29.149-03:00,2026-06-22T08:38:12.97885-03:00,2026-06-22T09:45:29.149-03:00,Alto
2026-06-22,2026W26,lunes,08-11,dia,SLZSalidaC2Fte,1-S7,front,7,12,2,28.571,2026-06-22T08:04:50.092-03:00,2026-06-22T09:18:04.237-03:00,2026-06-22T08:12:48.810751-03:00,2026-06-22T10:58:40.62647-03:00,Medio
2026-06-22,2026W26,lunes,08-11,dia,RicPreIngEgFr,2-S1,front,1,8,5,500,2026-06-22T08:28:24.165-03:00,2026-06-22T08:28:24.165-03:00,2026-06-22T08:28:24.165-03:00,2026-06-22T11:53:01.72446-03:00,Crítico
2026-06-22,2026W26,lunes,04-07,dia,RicIngCamFrente,2-S0,front,16,4,4,25,2026-06-22T07:12:41.517-03:00,2026-06-22T07:59:35.919-03:00,2026-06-22T07:03:25.417454-03:00,2026-06-22T07:59:35.919-03:00,Medio
2026-06-22,2026W26,lunes,04-07,dia,SLZSalidaC2Fte,1-S7,front,6,3,1,16.667,2026-06-22T07:21:54.753-03:00,2026-06-22T07:59:24.285-03:00,2026-06-22T07:03:10.292628-03:00,2026-06-22T07:59:24.285-03:00,Medio
2026-06-22,2026W26,lunes,04-07,dia,SLZBalIngFte,1-S1,front,7,0,0,0,2026-06-22T07:11:10.663-03:00,2026-06-22T07:58:52.644-03:00,2026-06-22T07:58:52.644-03:00,2026-06-22T07:58:52.644-03:00,Bajo
2026-06-22,2026W26,lunes,04-07,dia,RicEgrCamFrente,2-S3,front,20,0,0,0,2026-06-22T07:08:20.16-03:00,2026-06-22T07:58:13.475-03:00,2026-06-22T07:58:13.475-03:00,2026-06-22T07:58:13.475-03:00,Bajo
2026-06-22,2026W26,lunes,04-07,dia,SLZIngCamFrente,1-S0,front,19,3,1,5.263,2026-06-22T07:08:25.501-03:00,2026-06-22T07:57:14.71-03:00,2026-06-22T07:01:35.947027-03:00,2026-06-22T07:57:14.71-03:00,Bajo
2026-06-22,2026W26,lunes,04-07,dia,SLZSalidaC1Fte,1-S7,front,24,7,1,4.167,2026-06-22T07:05:08.995-03:00,2026-06-22T07:56:45.442-03:00,2026-06-22T07:38:11.256841-03:00,2026-06-22T07:56:45.442-03:00,Bajo
2026-06-22,2026W26,lunes,04-07,dia,RicCalLiq,2-S2,front,2,1,0,0,2026-06-22T07:24:03.677-03:00,2026-06-22T07:55:07.343-03:00,2026-06-22T07:55:07.343-03:00,2026-06-22T07:57:36.245299-03:00,Bajo
2026-06-22,2026W26,lunes,04-07,dia,RicVolcable1,2-S9,front,2,0,0,0,2026-06-22T07:25:16.89-03:00,2026-06-22T07:52:58.025-03:00,2026-06-22T07:52:58.025-03:00,2026-06-22T07:52:58.025-03:00,Bajo
2026-06-22,2026W26,lunes,04-07,dia,RicPreIngInFr,2-S1,front,16,10,2,12.5,2026-06-22T07:06:36.871-03:00,2026-06-22T07:50:23.824-03:00,2026-06-22T07:26:40.610717-03:00,2026-06-22T07:50:23.824-03:00,Medio
2026-06-22,2026W26,lunes,04-07,dia,SLZBalSC1Fte,1-S5,front,3,0,0,0,2026-06-22T07:00:16.623-03:00,2026-06-22T07:45:08.147-03:00,2026-06-22T07:45:08.147-03:00,2026-06-22T07:45:08.147-03:00,Bajo
2026-06-22,2026W26,lunes,04-07,dia,RicB3Ingreso,2-S4,front,1,1,1,100,2026-06-22T07:41:39.68-03:00,2026-06-22T07:41:39.68-03:00,2026-06-22T07:37:27.696916-03:00,2026-06-22T07:41:39.68-03:00,Alto
2026-06-22,2026W26,lunes,04-07,dia,RicCal06,2-S2,front,8,2,0,0,2026-06-22T07:04:52.798-03:00,2026-06-22T07:39:41.135-03:00,2026-06-22T07:33:45.686425-03:00,2026-06-22T07:39:41.135-03:00,Bajo
2026-06-22,2026W26,lunes,04-07,dia,RicCal05,2-S2,front,9,0,0,0,2026-06-22T07:03:28.929-03:00,2026-06-22T07:27:41.168-03:00,2026-06-22T07:27:41.168-03:00,2026-06-22T07:27:41.168-03:00,Bajo
2026-06-22,2026W26,lunes,04-07,dia,RicB1Ingreso,2-S4,front,1,3,2,200,2026-06-22T07:27:05.228-03:00,2026-06-22T07:27:05.228-03:00,2026-06-22T07:27:05.228-03:00,2026-06-22T07:56:32.548252-03:00,Crítico
2026-06-22,2026W26,lunes,04-07,noche,RicCal05,2-S2,front,17,5,2,11.765,2026-06-22T04:43:25.763-03:00,2026-06-22T06:59:36.072-03:00,2026-06-22T04:55:05.229047-03:00,2026-06-22T06:59:36.072-03:00,Medio
2026-06-22,2026W26,lunes,04-07,noche,RicCal06,2-S2,front,17,12,2,11.765,2026-06-22T04:09:02.147-03:00,2026-06-22T06:59:34.908-03:00,2026-06-22T04:44:09.345679-03:00,2026-06-22T06:59:34.908-03:00,Medio
2026-06-22,2026W26,lunes,04-07,noche,SLZSalidaC1Fte,1-S7,front,63,12,2,3.175,2026-06-22T04:00:33.854-03:00,2026-06-22T06:58:41-03:00,2026-06-22T04:02:42.025256-03:00,2026-06-22T06:58:41-03:00,Bajo
2026-06-22,2026W26,lunes,04-07,noche,RicPreIngInFr,2-S1,front,49,2,0,0,2026-06-22T04:01:11.26-03:00,2026-06-22T06:58:37.963-03:00,2026-06-22T04:33:25.638938-03:00,2026-06-22T06:58:37.963-03:00,Bajo
2026-06-22,2026W26,lunes,04-07,noche,RicVolcable1,2-S9,front,7,1,1,14.286,2026-06-22T04:43:34.645-03:00,2026-06-22T06:56:54.873-03:00,2026-06-22T05:40:44.747555-03:00,2026-06-22T06:56:54.873-03:00,Medio
2026-06-22,2026W26,lunes,04-07,noche,RicIngCamFrente,2-S0,front,37,2,2,5.405,2026-06-22T04:01:14.207-03:00,2026-06-22T06:56:52.18-03:00,2026-06-22T04:52:05.568896-03:00,2026-06-22T06:56:52.18-03:00,Bajo
2026-06-22,2026W26,lunes,04-07,noche,RicCalLiq,2-S2,front,15,0,0,0,2026-06-22T04:19:44.217-03:00,2026-06-22T06:56:13.77-03:00,2026-06-22T06:56:13.77-03:00,2026-06-22T06:56:13.77-03:00,Bajo
2026-06-22,2026W26,lunes,04-07,noche,SLZIngCamFrente,1-S0,front,38,10,2,5.263,2026-06-22T04:30:32.044-03:00,2026-06-22T06:55:32.974-03:00,2026-06-22T05:15:16.063227-03:00,2026-06-22T06:55:32.974-03:00,Bajo
2026-06-22,2026W26,lunes,04-07,noche,SLZSalidaC2Fte,1-S7,front,23,3,3,13.043,2026-06-22T04:03:55.794-03:00,2026-06-22T06:55:28.098-03:00,2026-06-22T04:03:39.27609-03:00,2026-06-22T06:55:28.098-03:00,Medio
2026-06-22,2026W26,lunes,04-07,noche,RicB3Ingreso,2-S4,front,17,0,0,0,2026-06-22T04:18:17.85-03:00,2026-06-22T06:53:21.832-03:00,2026-06-22T06:53:21.832-03:00,2026-06-22T06:53:21.832-03:00,Bajo
2026-06-22,2026W26,lunes,04-07,noche,SLZBalSC1Fte,1-S5,front,3,2,2,66.667,2026-06-22T05:30:49.426-03:00,2026-06-22T06:49:43.647-03:00,2026-06-22T05:47:06.268926-03:00,2026-06-22T06:49:43.647-03:00,Alto
2026-06-22,2026W26,lunes,04-07,noche,RicB1Ingreso,2-S4,front,21,0,0,0,2026-06-22T04:11:08.933-03:00,2026-06-22T06:41:45.886-03:00,2026-06-22T06:41:45.886-03:00,2026-06-22T06:41:45.886-03:00,Bajo
2026-06-22,2026W26,lunes,04-07,noche,RicEgrCamFrente,2-S3,front,30,8,3,10,2026-06-22T04:44:33.337-03:00,2026-06-22T06:31:14.109-03:00,2026-06-22T05:08:51.968094-03:00,2026-06-22T06:31:14.109-03:00,Bajo
