date,week,day_name,time_bucket,day_night,deviceCode,sectorCode,camera_type,event_count,alert_count_total,alert_lpr_count,lpr_alerts_per_100_events,first_event_at,last_event_at,first_alert_at,last_alert_at,status
2026-06-24,2026W26,miércoles,08-11,dia,SLZBalIngFte,1-S1,front,50,80,45,90,2026-06-24T08:03:51.38-03:00,2026-06-24T11:59:04.012-03:00,2026-06-24T08:03:57.37579-03:00,2026-06-24T11:59:04.012-03:00,Alto
2026-06-24,2026W26,miércoles,08-11,dia,RicIngCamFrente,2-S0,front,135,3,3,2.222,2026-06-24T08:00:29.704-03:00,2026-06-24T11:58:23.898-03:00,2026-06-24T08:26:04.360432-03:00,2026-06-24T11:58:23.898-03:00,Bajo
2026-06-24,2026W26,miércoles,08-11,dia,RicPreIngInFr,2-S1,front,133,14,6,4.511,2026-06-24T08:02:17.168-03:00,2026-06-24T11:57:06.571-03:00,2026-06-24T08:52:14.253624-03:00,2026-06-24T11:58:59.456204-03:00,Bajo
2026-06-24,2026W26,miércoles,08-11,dia,SLZSalidaC2Fte,1-S7,front,11,10,2,18.182,2026-06-24T08:26:12.875-03:00,2026-06-24T11:55:28.861-03:00,2026-06-24T08:59:01.274261-03:00,2026-06-24T11:55:28.861-03:00,Medio
2026-06-24,2026W26,miércoles,08-11,dia,RicVolcable2,2-S9,front,5,6,4,80,2026-06-24T08:29:05.783-03:00,2026-06-24T11:52:48.736-03:00,2026-06-24T08:28:58.375465-03:00,2026-06-24T11:52:48.736-03:00,Alto
2026-06-24,2026W26,miércoles,08-11,dia,RicCal02,2-S2,front,43,45,3,6.977,2026-06-24T08:03:04.518-03:00,2026-06-24T11:47:48.3-03:00,2026-06-24T08:01:32.315537-03:00,2026-06-24T11:55:53.320969-03:00,Bajo
2026-06-24,2026W26,miércoles,08-11,dia,RicCal01,2-S2,front,42,35,8,19.048,2026-06-24T08:05:06.984-03:00,2026-06-24T11:46:07.423-03:00,2026-06-24T08:06:44.042644-03:00,2026-06-24T11:59:57.994664-03:00,Medio
2026-06-24,2026W26,miércoles,08-11,dia,RicB1Ingreso,2-S4,front,17,8,2,11.765,2026-06-24T08:13:13.266-03:00,2026-06-24T11:42:55.294-03:00,2026-06-24T08:07:35.711568-03:00,2026-06-24T11:42:55.294-03:00,Medio
2026-06-24,2026W26,miércoles,08-11,dia,RicB3Ingreso,2-S4,front,15,9,1,6.667,2026-06-24T08:13:04.857-03:00,2026-06-24T11:35:35.166-03:00,2026-06-24T09:38:42.691851-03:00,2026-06-24T11:59:22.414795-03:00,Bajo
2026-06-24,2026W26,miércoles,08-11,dia,RicVolcable1,2-S9,front,3,7,2,66.667,2026-06-24T08:56:23.505-03:00,2026-06-24T11:32:46.534-03:00,2026-06-24T09:03:47.979673-03:00,2026-06-24T11:32:46.534-03:00,Alto
2026-06-24,2026W26,miércoles,08-11,dia,RicCalLiq,2-S2,front,15,7,1,6.667,2026-06-24T08:06:44.17-03:00,2026-06-24T11:30:01.567-03:00,2026-06-24T08:09:45.084533-03:00,2026-06-24T11:31:30.691854-03:00,Bajo
2026-06-24,2026W26,miércoles,08-11,dia,RenCargFte,1-S8,front,7,0,0,0,2026-06-24T09:36:23.541-03:00,2026-06-24T11:21:20.231-03:00,2026-06-24T11:21:20.231-03:00,2026-06-24T11:21:20.231-03:00,Bajo
2026-06-24,2026W26,miércoles,08-11,dia,RenDescFte,1-S8,front,11,0,0,0,2026-06-24T10:47:13.491-03:00,2026-06-24T11:09:37.958-03:00,2026-06-24T11:09:37.958-03:00,2026-06-24T11:09:37.958-03:00,Bajo
2026-06-24,2026W26,miércoles,08-11,dia,RicPreIngEgFr,2-S1,front,4,16,16,400,2026-06-24T09:02:30.15-03:00,2026-06-24T10:50:50.767-03:00,2026-06-24T08:04:01.858518-03:00,2026-06-24T11:58:51.835272-03:00,Crítico
2026-06-24,2026W26,miércoles,08-11,dia,RicC16Carga2,2-S5,front,3,2,0,0,2026-06-24T08:16:50.455-03:00,2026-06-24T10:18:12.48-03:00,2026-06-24T10:16:36.132894-03:00,2026-06-24T10:18:12.48-03:00,Bajo
2026-06-24,2026W26,miércoles,08-11,dia,RicC16Carga1,2-S5,front,2,0,0,0,2026-06-24T08:16:50.142-03:00,2026-06-24T09:18:11.297-03:00,2026-06-24T09:18:11.297-03:00,2026-06-24T09:18:11.297-03:00,Bajo
2026-06-24,2026W26,miércoles,04-07,dia,SLZIngCamFrente,1-S0,front,24,7,2,8.333,2026-06-24T07:01:52.572-03:00,2026-06-24T07:59:55.975-03:00,2026-06-24T07:10:49.586808-03:00,2026-06-24T07:59:55.975-03:00,Bajo
2026-06-24,2026W26,miércoles,04-07,dia,RicPreIngInFr,2-S1,front,27,16,5,18.519,2026-06-24T07:01:19.197-03:00,2026-06-24T07:59:48.921-03:00,2026-06-24T07:10:05.166092-03:00,2026-06-24T07:59:48.921-03:00,Medio
2026-06-24,2026W26,miércoles,04-07,dia,RicB3Ingreso,2-S4,front,6,2,2,33.333,2026-06-24T07:13:36.41-03:00,2026-06-24T07:59:41.77-03:00,2026-06-24T07:38:27.472558-03:00,2026-06-24T07:59:41.77-03:00,Alto
2026-06-24,2026W26,miércoles,04-07,dia,RicCal02,2-S2,front,11,2,1,9.091,2026-06-24T07:09:30.161-03:00,2026-06-24T07:58:57.469-03:00,2026-06-24T07:41:37.318799-03:00,2026-06-24T07:58:57.469-03:00,Bajo
2026-06-24,2026W26,miércoles,04-07,dia,SLZSalidaC2Fte,1-S7,front,8,8,0,0,2026-06-24T07:10:26.006-03:00,2026-06-24T07:58:13.477-03:00,2026-06-24T07:05:35.068474-03:00,2026-06-24T07:58:13.477-03:00,Bajo
2026-06-24,2026W26,miércoles,04-07,dia,RicCal01,2-S2,front,10,2,1,10,2026-06-24T07:06:13.773-03:00,2026-06-24T07:57:31.329-03:00,2026-06-24T07:41:54.437393-03:00,2026-06-24T07:57:31.329-03:00,Bajo
2026-06-24,2026W26,miércoles,04-07,dia,SLZBalIngFte,1-S1,front,7,1,1,14.286,2026-06-24T07:04:13.101-03:00,2026-06-24T07:57:26.475-03:00,2026-06-24T07:34:27.19949-03:00,2026-06-24T07:57:26.475-03:00,Medio
2026-06-24,2026W26,miércoles,04-07,dia,RicIngCamFrente,2-S0,front,27,10,10,37.037,2026-06-24T07:01:22.776-03:00,2026-06-24T07:57:15.691-03:00,2026-06-24T07:08:09.406842-03:00,2026-06-24T07:57:15.691-03:00,Alto
2026-06-24,2026W26,miércoles,04-07,dia,RicCalLiq,2-S2,front,10,3,1,10,2026-06-24T07:15:01.689-03:00,2026-06-24T07:56:42.609-03:00,2026-06-24T07:40:45.082583-03:00,2026-06-24T07:56:42.609-03:00,Bajo
2026-06-24,2026W26,miércoles,04-07,dia,SLZSalidaC1Fte,1-S7,front,28,7,1,3.571,2026-06-24T07:01:35.809-03:00,2026-06-24T07:55:05.426-03:00,2026-06-24T07:32:55.64711-03:00,2026-06-24T07:58:35.61935-03:00,Bajo
2026-06-24,2026W26,miércoles,04-07,dia,RicVolcable1,2-S9,front,3,0,0,0,2026-06-24T07:07:26.166-03:00,2026-06-24T07:49:41.114-03:00,2026-06-24T07:49:41.114-03:00,2026-06-24T07:49:41.114-03:00,Bajo
2026-06-24,2026W26,miércoles,04-07,dia,RicB1Ingreso,2-S4,front,5,4,4,80,2026-06-24T07:10:09.469-03:00,2026-06-24T07:48:36.392-03:00,2026-06-24T07:28:40.714529-03:00,2026-06-24T07:59:05.705958-03:00,Alto
2026-06-24,2026W26,miércoles,04-07,noche,RicIngCamFrente,2-S0,front,79,16,16,20.253,2026-06-24T04:01:29.747-03:00,2026-06-24T06:59:55.171-03:00,2026-06-24T04:08:34.398115-03:00,2026-06-24T06:59:55.171-03:00,Medio
2026-06-24,2026W26,miércoles,04-07,noche,SLZSalidaC2Fte,1-S7,front,18,4,0,0,2026-06-24T04:03:38.132-03:00,2026-06-24T06:59:21.046-03:00,2026-06-24T04:39:42.13553-03:00,2026-06-24T06:59:21.046-03:00,Bajo
2026-06-24,2026W26,miércoles,04-07,noche,SLZIngCamFrente,1-S0,front,49,50,8,16.327,2026-06-24T04:06:36.095-03:00,2026-06-24T06:59:10.079-03:00,2026-06-24T04:02:59.751148-03:00,2026-06-24T06:59:10.079-03:00,Medio
2026-06-24,2026W26,miércoles,04-07,noche,SLZBalIngFte,1-S1,front,32,39,17,53.125,2026-06-24T04:14:34.53-03:00,2026-06-24T06:58:35.338-03:00,2026-06-24T04:02:24.284913-03:00,2026-06-24T06:58:35.338-03:00,Alto
2026-06-24,2026W26,miércoles,04-07,noche,RicB1Ingreso,2-S4,front,22,0,0,0,2026-06-24T04:16:00.953-03:00,2026-06-24T06:58:08.473-03:00,2026-06-24T06:58:08.473-03:00,2026-06-24T06:58:08.473-03:00,Bajo
2026-06-24,2026W26,miércoles,04-07,noche,SLZSalidaC1Fte,1-S7,front,60,46,3,5,2026-06-24T04:01:31.039-03:00,2026-06-24T06:57:11.863-03:00,2026-06-24T04:11:05.136075-03:00,2026-06-24T06:57:11.863-03:00,Bajo
2026-06-24,2026W26,miércoles,04-07,noche,RicCalLiq,2-S2,front,7,0,0,0,2026-06-24T04:24:28.841-03:00,2026-06-24T06:56:17.026-03:00,2026-06-24T06:56:17.026-03:00,2026-06-24T06:56:17.026-03:00,Bajo
2026-06-24,2026W26,miércoles,04-07,noche,RicPreIngInFr,2-S1,front,89,19,7,7.865,2026-06-24T04:00:11.044-03:00,2026-06-24T06:53:48.608-03:00,2026-06-24T04:10:24.561895-03:00,2026-06-24T06:53:48.608-03:00,Bajo
2026-06-24,2026W26,miércoles,04-07,noche,RicVolcable1,2-S9,front,5,5,2,40,2026-06-24T05:25:24.849-03:00,2026-06-24T06:53:13.156-03:00,2026-06-24T04:26:18.377544-03:00,2026-06-24T06:53:13.156-03:00,Alto
2026-06-24,2026W26,miércoles,04-07,noche,RicC16Carga2,2-S5,front,1,0,0,0,2026-06-24T06:51:52.166-03:00,2026-06-24T06:51:52.166-03:00,2026-06-24T06:51:52.166-03:00,2026-06-24T06:51:52.166-03:00,Bajo
2026-06-24,2026W26,miércoles,04-07,noche,RicCal02,2-S2,front,31,18,7,22.581,2026-06-24T04:19:38.981-03:00,2026-06-24T06:48:51.158-03:00,2026-06-24T04:35:37.558029-03:00,2026-06-24T06:48:51.158-03:00,Medio
2026-06-24,2026W26,miércoles,04-07,noche,RicB3Ingreso,2-S4,front,23,0,0,0,2026-06-24T04:04:44.068-03:00,2026-06-24T06:47:08.716-03:00,2026-06-24T06:47:08.716-03:00,2026-06-24T06:47:08.716-03:00,Bajo
2026-06-24,2026W26,miércoles,04-07,noche,RicCal01,2-S2,front,29,18,4,13.793,2026-06-24T04:17:13.104-03:00,2026-06-24T06:44:19.942-03:00,2026-06-24T04:36:13.282691-03:00,2026-06-24T06:44:19.942-03:00,Medio
2026-06-24,2026W26,miércoles,04-07,noche,RicVolcable2,2-S9,front,3,1,1,33.333,2026-06-24T04:04:53.259-03:00,2026-06-24T05:53:33.317-03:00,2026-06-24T04:45:11.949598-03:00,2026-06-24T05:53:33.317-03:00,Alto
2026-06-24,2026W26,miércoles,04-07,noche,RicPreIngEgFr,2-S1,front,3,3,3,100,2026-06-24T04:30:12.876-03:00,2026-06-24T05:16:44.397-03:00,2026-06-24T05:00:22.371982-03:00,2026-06-24T06:33:31.867806-03:00,Alto
2026-06-24,2026W26,miércoles,00-03,noche,RicPreIngInFr,2-S1,front,42,43,13,30.952,2026-06-24T00:09:05.734-03:00,2026-06-24T03:59:22.64-03:00,2026-06-24T00:00:29.589996-03:00,2026-06-24T03:59:22.64-03:00,Alto
2026-06-24,2026W26,miércoles,00-03,noche,SLZSalidaC2Fte,1-S7,front,25,2,0,0,2026-06-24T01:14:57.518-03:00,2026-06-24T03:57:42.05-03:00,2026-06-24T03:10:14.285652-03:00,2026-06-24T03:57:42.05-03:00,Bajo
2026-06-24,2026W26,miércoles,00-03,noche,SLZSalidaC1Fte,1-S7,front,81,58,3,3.704,2026-06-24T00:00:19.949-03:00,2026-06-24T03:52:44.269-03:00,2026-06-24T00:00:34.899422-03:00,2026-06-24T03:54:20.198057-03:00,Bajo
2026-06-24,2026W26,miércoles,00-03,noche,RicIngCamFrente,2-S0,front,41,23,23,56.098,2026-06-24T00:07:29.091-03:00,2026-06-24T03:52:30.435-03:00,2026-06-24T00:04:24.438406-03:00,2026-06-24T03:52:30.435-03:00,Alto
2026-06-24,2026W26,miércoles,00-03,noche,SLZIngCamFrente,1-S0,front,62,80,18,29.032,2026-06-24T00:02:54.021-03:00,2026-06-24T03:24:12.826-03:00,2026-06-24T00:01:49.770682-03:00,2026-06-24T03:58:59.754681-03:00,Medio
2026-06-24,2026W26,miércoles,00-03,noche,RicCal01,2-S2,front,29,46,12,41.379,2026-06-24T00:01:57.063-03:00,2026-06-24T03:04:04.275-03:00,2026-06-24T00:19:56.029374-03:00,2026-06-24T03:55:04.482949-03:00,Alto
2026-06-24,2026W26,miércoles,00-03,noche,RicCal02,2-S2,front,26,37,7,26.923,2026-06-24T00:06:48.112-03:00,2026-06-24T02:54:11.559-03:00,2026-06-24T00:04:29.16643-03:00,2026-06-24T03:42:57.557094-03:00,Medio
2026-06-24,2026W26,miércoles,00-03,noche,SLZBalIngFte,1-S1,front,37,47,26,70.27,2026-06-24T00:23:30.526-03:00,2026-06-24T02:26:51.398-03:00,2026-06-24T00:08:18.343522-03:00,2026-06-24T03:57:34.307186-03:00,Alto
2026-06-24,2026W26,miércoles,00-03,noche,RicVolcable2,2-S9,front,4,3,3,75,2026-06-24T00:35:41.648-03:00,2026-06-24T02:16:46.159-03:00,2026-06-24T01:13:41.927036-03:00,2026-06-24T03:21:16.923858-03:00,Alto
2026-06-24,2026W26,miércoles,00-03,noche,SLZBalSC2Fte,1-S5,front,1,0,0,0,2026-06-24T01:24:58.153-03:00,2026-06-24T01:24:58.153-03:00,2026-06-24T01:24:58.153-03:00,2026-06-24T01:24:58.153-03:00,Bajo
2026-06-24,2026W26,miércoles,00-03,noche,RicVolcable1,2-S9,front,2,8,8,400,2026-06-24T01:01:36.163-03:00,2026-06-24T01:13:15.166-03:00,2026-06-24T00:45:03.059375-03:00,2026-06-24T03:54:08.040692-03:00,Crítico
2026-06-25,2026W26,jueves,20-23,noche,RicEgrCamFrente,2-S3,front,69,63,35,50.725,2026-06-25T20:09:01.913-03:00,2026-06-25T23:58:56.1-03:00,2026-06-25T20:04:59.934457-03:00,2026-06-25T23:58:56.1-03:00,Alto
2026-06-25,2026W26,jueves,20-23,noche,SLZSalidaC1Fte,1-S7,front,99,80,7,7.071,2026-06-25T20:04:55.757-03:00,2026-06-25T23:58:20.045-03:00,2026-06-25T20:02:54.040247-03:00,2026-06-25T23:58:29.35341-03:00,Bajo
2026-06-25,2026W26,jueves,20-23,noche,RicCal02,2-S2,front,45,50,7,15.556,2026-06-25T20:02:36.899-03:00,2026-06-25T23:57:58.36-03:00,2026-06-25T20:05:55.338377-03:00,2026-06-25T23:57:58.36-03:00,Medio
2026-06-25,2026W26,jueves,20-23,noche,RicVolcable2,2-S9,front,9,1,1,11.111,2026-06-25T20:26:44.26-03:00,2026-06-25T23:56:26.674-03:00,2026-06-25T21:35:16.761777-03:00,2026-06-25T23:56:26.674-03:00,Medio
2026-06-25,2026W26,jueves,20-23,noche,SLZBalIngFte,1-S1,front,97,80,35,36.082,2026-06-25T20:14:02.774-03:00,2026-06-25T23:54:43.855-03:00,2026-06-25T20:09:13.774124-03:00,2026-06-25T23:59:19.008827-03:00,Alto
2026-06-25,2026W26,jueves,20-23,noche,RicCal01,2-S2,front,46,45,13,28.261,2026-06-25T20:00:54.585-03:00,2026-06-25T23:50:47.042-03:00,2026-06-25T20:22:56.736367-03:00,2026-06-25T23:53:26.780385-03:00,Medio
2026-06-25,2026W26,jueves,20-23,noche,SLZIngCamFrente,1-S0,front,77,105,28,36.364,2026-06-25T20:01:59.111-03:00,2026-06-25T23:46:57.243-03:00,2026-06-25T20:01:59.419799-03:00,2026-06-25T23:58:19.199712-03:00,Alto
2026-06-25,2026W26,jueves,20-23,noche,RicB1Ingreso,2-S4,front,3,2,2,66.667,2026-06-25T20:03:48.37-03:00,2026-06-25T23:46:24.907-03:00,2026-06-25T21:16:10.844387-03:00,2026-06-25T23:46:24.907-03:00,Alto
2026-06-25,2026W26,jueves,20-23,noche,RicPreIngInFr,2-S1,front,23,38,11,47.826,2026-06-25T20:04:35.812-03:00,2026-06-25T23:32:28.162-03:00,2026-06-25T20:00:14.414622-03:00,2026-06-25T23:47:54.248324-03:00,Alto
2026-06-25,2026W26,jueves,20-23,noche,RicIngCamFrente,2-S0,front,28,15,15,53.571,2026-06-25T20:02:57.235-03:00,2026-06-25T23:29:41.477-03:00,2026-06-25T20:09:44.268525-03:00,2026-06-25T23:38:09.172714-03:00,Alto
2026-06-25,2026W26,jueves,20-23,noche,SLZSalidaC2Fte,1-S7,front,4,2,0,0,2026-06-25T20:21:05.308-03:00,2026-06-25T22:58:25.211-03:00,2026-06-25T22:58:25.211-03:00,2026-06-25T23:12:03.772859-03:00,Bajo
2026-06-25,2026W26,jueves,20-23,noche,RicVolcable1,2-S9,front,5,5,5,100,2026-06-25T20:57:05.709-03:00,2026-06-25T22:45:19.288-03:00,2026-06-25T20:03:27.93293-03:00,2026-06-25T23:39:02.959586-03:00,Alto
2026-06-25,2026W26,jueves,16-19,noche,RicEgrCamFrente,2-S3,front,36,15,8,22.222,2026-06-25T19:00:50.314-03:00,2026-06-25T19:59:46.44-03:00,2026-06-25T19:27:14.92375-03:00,2026-06-25T19:59:46.44-03:00,Medio
2026-06-25,2026W26,jueves,16-19,noche,RicCal02,2-S2,front,13,9,0,0,2026-06-25T19:03:01.4-03:00,2026-06-25T19:58:33.715-03:00,2026-06-25T19:42:50.915009-03:00,2026-06-25T19:58:50.660071-03:00,Bajo
2026-06-25,2026W26,jueves,16-19,noche,SLZIngCamFrente,1-S0,front,38,9,1,2.632,2026-06-25T19:06:22.517-03:00,2026-06-25T19:58:07.578-03:00,2026-06-25T19:04:44.543946-03:00,2026-06-25T19:58:07.578-03:00,Bajo
2026-06-25,2026W26,jueves,16-19,noche,RicCal01,2-S2,front,12,7,2,16.667,2026-06-25T19:01:46.308-03:00,2026-06-25T19:56:41.78-03:00,2026-06-25T19:27:43.119416-03:00,2026-06-25T19:56:41.78-03:00,Medio
2026-06-25,2026W26,jueves,16-19,noche,RicVolcable2,2-S9,front,3,3,0,0,2026-06-25T19:14:01.444-03:00,2026-06-25T19:56:35.192-03:00,2026-06-25T19:16:21.917587-03:00,2026-06-25T19:56:35.192-03:00,Bajo
2026-06-25,2026W26,jueves,16-19,noche,SLZSalidaC1Fte,1-S7,front,32,11,0,0,2026-06-25T19:01:31.338-03:00,2026-06-25T19:55:26.792-03:00,2026-06-25T19:12:58.907743-03:00,2026-06-25T19:58:09.100595-03:00,Bajo
2026-06-25,2026W26,jueves,16-19,noche,SLZBalIngFte,1-S1,front,25,2,2,8,2026-06-25T19:15:39.369-03:00,2026-06-25T19:53:35.625-03:00,2026-06-25T19:14:14.227699-03:00,2026-06-25T19:53:35.625-03:00,Bajo
2026-06-25,2026W26,jueves,16-19,noche,RicPreIngInFr,2-S1,front,12,8,2,16.667,2026-06-25T19:07:40.652-03:00,2026-06-25T19:52:14.25-03:00,2026-06-25T19:10:39.474321-03:00,2026-06-25T19:55:14.428768-03:00,Medio
2026-06-25,2026W26,jueves,16-19,noche,RicIngCamFrente,2-S0,front,13,4,4,30.769,2026-06-25T19:05:52.796-03:00,2026-06-25T19:49:52.308-03:00,2026-06-25T19:01:29.256185-03:00,2026-06-25T19:57:39.266351-03:00,Alto
2026-06-25,2026W26,jueves,16-19,noche,RicPreIngEgFr,2-S1,front,2,3,3,150,2026-06-25T19:08:49.951-03:00,2026-06-25T19:47:48.729-03:00,2026-06-25T19:09:36.833519-03:00,2026-06-25T19:47:48.729-03:00,Crítico
2026-06-25,2026W26,jueves,16-19,noche,SLZSalidaC2Fte,1-S7,front,1,2,2,200,2026-06-25T19:47:20.662-03:00,2026-06-25T19:47:20.662-03:00,2026-06-25T19:16:29.194186-03:00,2026-06-25T19:47:20.662-03:00,Crítico
2026-06-25,2026W26,jueves,16-19,noche,RicCal06,2-S2,front,1,0,0,0,2026-06-25T19:39:41.711-03:00,2026-06-25T19:39:41.711-03:00,2026-06-25T19:39:41.711-03:00,2026-06-25T19:39:41.711-03:00,Bajo
2026-06-25,2026W26,jueves,16-19,noche,RicVolcable1,2-S9,front,1,2,0,0,2026-06-25T19:03:34.911-03:00,2026-06-25T19:03:34.911-03:00,2026-06-25T19:03:34.911-03:00,2026-06-25T19:07:03.162397-03:00,Bajo
2026-06-25,2026W26,jueves,16-19,dia,SLZIngCamFrente,1-S0,front,52,89,9,17.308,2026-06-25T16:16:28.176-03:00,2026-06-25T18:59:56.656-03:00,2026-06-25T16:00:29.726706-03:00,2026-06-25T18:59:56.656-03:00,Medio
2026-06-25,2026W26,jueves,16-19,dia,RicCal02,2-S2,front,39,27,1,2.564,2026-06-25T16:06:06.249-03:00,2026-06-25T18:59:54.072-03:00,2026-06-25T16:42:16.689814-03:00,2026-06-25T18:59:54.072-03:00,Bajo
2026-06-25,2026W26,jueves,16-19,dia,SLZSalidaC1Fte,1-S7,front,68,62,6,8.824,2026-06-25T16:02:00.578-03:00,2026-06-25T18:59:33.131-03:00,2026-06-25T16:00:08.718661-03:00,2026-06-25T18:59:33.131-03:00,Bajo
2026-06-25,2026W26,jueves,16-19,dia,RicEgrCamFrente,2-S3,front,54,14,4,7.407,2026-06-25T16:04:35.914-03:00,2026-06-25T18:59:17.109-03:00,2026-06-25T17:08:39.882785-03:00,2026-06-25T18:59:17.109-03:00,Bajo
2026-06-25,2026W26,jueves,16-19,dia,RicCal01,2-S2,front,40,20,2,5,2026-06-25T16:03:00.435-03:00,2026-06-25T18:55:31.288-03:00,2026-06-25T16:34:56.780406-03:00,2026-06-25T18:55:31.288-03:00,Bajo
2026-06-25,2026W26,jueves,16-19,dia,RicPreIngInFr,2-S1,front,33,9,4,12.121,2026-06-25T16:00:15.358-03:00,2026-06-25T18:54:51.406-03:00,2026-06-25T16:00:49.797514-03:00,2026-06-25T18:54:51.406-03:00,Medio
2026-06-25,2026W26,jueves,16-19,dia,RicIngCamFrente,2-S0,front,28,3,3,10.714,2026-06-25T16:02:47.174-03:00,2026-06-25T18:53:15.953-03:00,2026-06-25T18:14:44.257989-03:00,2026-06-25T18:53:15.953-03:00,Medio
2026-06-25,2026W26,jueves,16-19,dia,RicPreIngEgFr,2-S1,front,2,15,12,600,2026-06-25T17:33:01.297-03:00,2026-06-25T18:45:59.391-03:00,2026-06-25T16:00:56.81634-03:00,2026-06-25T18:45:59.391-03:00,Crítico
2026-06-25,2026W26,jueves,16-19,dia,RicVolcable2,2-S9,front,4,7,7,175,2026-06-25T16:01:59.414-03:00,2026-06-25T18:35:32.352-03:00,2026-06-25T16:06:56.84141-03:00,2026-06-25T18:35:32.352-03:00,Crítico
2026-06-25,2026W26,jueves,16-19,dia,SLZBalIngFte,1-S1,front,57,65,30,52.632,2026-06-25T16:07:42.396-03:00,2026-06-25T18:33:43.249-03:00,2026-06-25T16:02:30.83909-03:00,2026-06-25T18:33:43.249-03:00,Alto
2026-06-25,2026W26,jueves,16-19,dia,RicVolcable1,2-S9,front,3,4,4,133.333,2026-06-25T17:44:22.712-03:00,2026-06-25T18:24:28.695-03:00,2026-06-25T16:30:07.914612-03:00,2026-06-25T18:38:57.926275-03:00,Crítico
2026-06-25,2026W26,jueves,16-19,dia,SLZBalSC2Fte,1-S5,front,4,1,1,25,2026-06-25T17:49:52.51-03:00,2026-06-25T17:52:17.24-03:00,2026-06-25T16:20:40.606113-03:00,2026-06-25T17:52:17.24-03:00,Medio
2026-06-25,2026W26,jueves,16-19,dia,RicB1Ingreso,2-S4,front,2,2,1,50,2026-06-25T16:08:21.391-03:00,2026-06-25T17:03:13.563-03:00,2026-06-25T17:03:13.563-03:00,2026-06-25T18:52:05.832571-03:00,Alto
2026-06-25,2026W26,jueves,16-19,dia,RicCalLiq,2-S2,front,1,0,0,0,2026-06-25T17:03:10.744-03:00,2026-06-25T17:03:10.744-03:00,2026-06-25T17:03:10.744-03:00,2026-06-25T17:03:10.744-03:00,Bajo
2026-06-25,2026W26,jueves,16-19,dia,RenCargFte,1-S8,front,3,18,12,400,2026-06-25T16:17:21.634-03:00,2026-06-25T16:43:04.926-03:00,2026-06-25T16:32:23.438623-03:00,2026-06-25T17:39:48.522626-03:00,Crítico
2026-06-25,2026W26,jueves,16-19,dia,SLZSalidaC2Fte,1-S7,front,1,4,2,200,2026-06-25T16:01:33.924-03:00,2026-06-25T16:01:33.924-03:00,2026-06-25T16:01:33.924-03:00,2026-06-25T18:36:19.901037-03:00,Crítico
2026-06-25,2026W26,jueves,12-15,dia,RicVolcable1,2-S9,front,11,11,5,45.455,2026-06-25T12:05:34.968-03:00,2026-06-25T15:58:49.705-03:00,2026-06-25T12:19:17.904024-03:00,2026-06-25T15:58:49.705-03:00,Alto
2026-06-25,2026W26,jueves,12-15,dia,SLZSalidaC1Fte,1-S7,front,141,120,12,8.511,2026-06-25T12:06:47.249-03:00,2026-06-25T15:58:03.643-03:00,2026-06-25T12:00:08.447003-03:00,2026-06-25T15:58:03.643-03:00,Bajo
2026-06-25,2026W26,jueves,12-15,dia,SLZSalidaC2Fte,1-S7,front,19,10,2,10.526,2026-06-25T12:19:11.588-03:00,2026-06-25T15:51:53.154-03:00,2026-06-25T13:31:21.906615-03:00,2026-06-25T15:59:03.686263-03:00,Medio
2026-06-25,2026W26,jueves,12-15,dia,RicVolcable2,2-S9,front,1,2,2,200,2026-06-25T15:51:39.697-03:00,2026-06-25T15:51:39.697-03:00,2026-06-25T13:05:16.801855-03:00,2026-06-25T15:51:39.697-03:00,Crítico
2026-06-25,2026W26,jueves,12-15,dia,RicPreIngInFr,2-S1,front,62,8,5,8.065,2026-06-25T12:01:16.576-03:00,2026-06-25T15:50:25.644-03:00,2026-06-25T12:17:49.185431-03:00,2026-06-25T15:50:25.644-03:00,Bajo
2026-06-25,2026W26,jueves,12-15,dia,RicIngCamFrente,2-S0,front,74,6,6,8.108,2026-06-25T12:00:28.007-03:00,2026-06-25T15:48:21.124-03:00,2026-06-25T12:08:09.205202-03:00,2026-06-25T15:48:21.124-03:00,Bajo
2026-06-25,2026W26,jueves,12-15,dia,SLZIngCamFrente,1-S0,front,100,64,2,2,2026-06-25T12:10:03.817-03:00,2026-06-25T15:40:00.571-03:00,2026-06-25T12:01:04.536565-03:00,2026-06-25T15:58:54.516142-03:00,Bajo
2026-06-25,2026W26,jueves,12-15,dia,RicB1Ingreso,2-S4,front,4,5,2,50,2026-06-25T12:05:39.483-03:00,2026-06-25T15:25:35.254-03:00,2026-06-25T12:08:10.753952-03:00,2026-06-25T15:30:21.227704-03:00,Alto
2026-06-25,2026W26,jueves,12-15,dia,RicEgrCamFrente,2-S3,front,101,13,1,0.99,2026-06-25T12:01:32.798-03:00,2026-06-25T15:15:51.024-03:00,2026-06-25T13:10:30.056366-03:00,2026-06-25T15:51:00.108085-03:00,Bajo
2026-06-25,2026W26,jueves,12-15,dia,RicCal02,2-S2,front,42,38,4,9.524,2026-06-25T12:02:53.064-03:00,2026-06-25T15:06:51.789-03:00,2026-06-25T12:03:50.931793-03:00,2026-06-25T15:49:11.266673-03:00,Bajo
2026-06-25,2026W26,jueves,12-15,dia,RicCal01,2-S2,front,38,36,5,13.158,2026-06-25T12:01:09.841-03:00,2026-06-25T15:01:53.149-03:00,2026-06-25T12:01:06.226006-03:00,2026-06-25T15:46:42.849797-03:00,Medio
