riccalliq_operations,aceite_platform_excel_ops,aceite_platform_s10_captured,aceite_platform_excel_with_truckflow,truckflow_s10_descarga_events,truckflow_s10_with_excel_match,sl1_sl5_operations,sl1_sl5_s10_captured,bridge_ric_sl_count,cohort_liquido_recepcion_ric,cohort_liquido_despacho_ric,cohort_transile_externo_ric_sl,cohort_despacho_generico_calada,cohort_sl_liquido_san_lorenzo,cohort_ambiguo_riccalliq,cohort_sin_riccalliq
140,391,0,0,366,0,391,0,0,34,0,825,3,366,7,4671
