journey_id,patente,producto,circuito,tramo_operativo,sector,planta,segment_from,segment_to,timestamp_inicio,timestamp_fin,fecha_tramo,hora_inicio,franja_horaria,color_franja,duracion_minutos,estado_ejecutivo,es_ultimo_cuarto,p75_tramo,p90_tramo,horario_fuente,horario_fuente_inicio,horario_fuente_fin
CTG_10133258500,AA996NH,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-01T12:24:00,2026-07-01T15:39:00,2026-07-01,12:24,08_14,#f97316,195,,false,288.3,337.9,truckflow,,
CTG_10133254882,AH464JB,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-01T05:48:00,2026-07-01T09:31:00,2026-07-01,05:48,02_08,#2563eb,223,,false,288.3,337.9,truckflow,,
CTG_10233267652,AC552SN,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-01T12:37:00,2026-07-01T16:24:00,2026-07-01,12:37,08_14,#f97316,227,,false,288.3,337.9,truckflow,,
CTG_10233252126,AA168HR,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-01T07:31:00,2026-07-01T11:21:00,2026-07-01,07:31,02_08,#2563eb,230,,false,288.3,337.9,truckflow,,
CTG_10233255165,HQM403,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-01T06:12:00,2026-07-01T10:03:00,2026-07-01,06:12,02_08,#2563eb,231,,false,288.3,337.9,truckflow,,
CTG_10233267528,TRJ428,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-01T11:21:00,2026-07-01T15:16:00,2026-07-01,11:21,08_14,#f97316,235,,false,288.3,337.9,truckflow,,
CTG_10133268908,KEA465,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-01T13:55:00,2026-07-01T17:56:00,2026-07-01,13:55,08_14,#f97316,241,,false,288.3,337.9,truckflow,,
CTG_10133261182,BJW186,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-01T07:35:00,2026-07-01T11:43:00,2026-07-01,07:35,02_08,#2563eb,248,,false,288.3,337.9,truckflow,,
CTG_10133259729,FED895,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-01T06:17:00,2026-07-01T10:32:00,2026-07-01,06:17,02_08,#2563eb,255,,false,288.3,337.9,truckflow,,
CTG_10233251891,AB306AB,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-01T10:34:00,2026-07-01T14:51:00,2026-07-01,10:34,08_14,#f97316,257,,false,288.3,337.9,truckflow,,
CTG_10133260096,OJM438,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-01T06:17:00,2026-07-01T10:56:00,2026-07-01,06:17,02_08,#2563eb,279,,false,288.3,337.9,truckflow,,
CTG_10233251895,GWZ914,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-01T08:35:00,2026-07-01T13:14:00,2026-07-01,08:35,08_14,#f97316,279,,false,288.3,337.9,truckflow,,
CTG_10133251412,RUK779,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-01T08:36:00,2026-07-01T13:45:00,2026-07-01,08:36,08_14,#f97316,309,,true,288.3,337.9,truckflow,,
CTG_10133246442,GFE112,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-01T01:14:00,2026-07-01T06:27:00,2026-07-01,01:14,20_02,#dc2626,313,,true,288.3,337.9,truckflow,,
CTG_10233252618,VDB780,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-01T03:02:00,2026-07-01T08:23:00,2026-07-01,03:02,02_08,#2563eb,321,,true,288.3,337.9,truckflow,,
CTG_10233240088,EMJ465,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-01T08:40:00,2026-07-01T14:07:00,2026-07-01,08:40,08_14,#f97316,327,,true,288.3,337.9,truckflow,,
CTG_10133260008,ILW482,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-01T08:43:00,2026-07-01T14:20:00,2026-07-01,08:43,08_14,#f97316,337,,true,288.3,337.9,truckflow,,
CTG_10133261526,AE950IJ,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-01T01:51:00,2026-07-01T07:47:00,2026-07-01,01:51,20_02,#dc2626,356,,true,288.3,337.9,truckflow,,
CTG_10133300472,GOJ132,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-02T00:36:00,2026-07-02T03:18:00,2026-07-02,00:36,20_02,#dc2626,162,,false,288.3,337.9,truckflow,,
CTG_10133292229,FMU968,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-02T00:40:00,2026-07-02T03:55:00,2026-07-02,00:40,20_02,#dc2626,195,,false,288.3,337.9,truckflow,,
CTG_10133286681,UPG529,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-02T07:57:00,2026-07-02T11:14:00,2026-07-02,07:57,02_08,#2563eb,197,,false,334.5,351.9,truckflow,,
CTG_10133300336,AB480ZF,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-02T06:13:00,2026-07-02T10:02:00,2026-07-02,06:13,02_08,#2563eb,229,,false,334.5,351.9,truckflow,,
CTG_10133275810,AH464JO,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-02T06:47:00,2026-07-02T10:38:00,2026-07-02,06:47,02_08,#2563eb,231,,false,334.5,351.9,truckflow,,
CTG_10233309762,VDB780,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-02T22:45:00,2026-07-03T03:00:00,2026-07-02,22:45,20_02,#dc2626,255,,false,288.3,337.9,truckflow,,
CTG_10233310757,OGR205,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-02T23:16:00,2026-07-03T03:36:00,2026-07-02,23:16,20_02,#dc2626,260,,false,288.3,337.9,truckflow,,
CTG_10233314278,LTN939,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-02T23:48:00,2026-07-03T04:16:00,2026-07-02,23:48,20_02,#dc2626,268,,false,288.3,337.9,truckflow,,
CTG_10133272055,PAM446,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-02T07:18:00,2026-07-02T11:47:00,2026-07-02,07:18,02_08,#2563eb,269,,false,334.5,351.9,truckflow,,
CTG_10233310776,IZX624,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-02T22:46:00,2026-07-03T03:34:00,2026-07-02,22:46,20_02,#dc2626,288,,false,334.5,351.9,truckflow,,
CTG_10133300280,GFY939,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-02T01:07:00,2026-07-02T05:59:00,2026-07-02,01:07,20_02,#dc2626,292,,false,334.5,351.9,truckflow,,
CTG_10233279991,HQV005,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-02T00:46:00,2026-07-02T05:42:00,2026-07-02,00:46,20_02,#dc2626,296,,true,288.3,337.9,truckflow,,
CTG_10233311288,AC256KU,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-02T23:16:00,2026-07-03T04:12:00,2026-07-02,23:16,20_02,#dc2626,296,,false,334.5,351.9,truckflow,,
CTG_10233313921,EAZ380,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-02T23:50:00,2026-07-03T04:52:00,2026-07-02,23:50,20_02,#dc2626,302,,true,288.3,337.9,truckflow,,
CTG_10133306882,BEX559,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-02T23:43:00,2026-07-03T04:48:00,2026-07-02,23:43,20_02,#dc2626,305,,false,334.5,351.9,truckflow,,
CTG_10133300232,IPM074,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-02T04:03:00,2026-07-02T09:12:00,2026-07-02,04:03,02_08,#2563eb,309,,false,334.5,351.9,truckflow,,
CTG_10133300383,FFH803,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-02T09:09:00,2026-07-02T14:36:00,2026-07-02,09:09,08_14,#f97316,327,,true,288.3,337.9,truckflow,,
CTG_10133306222,AI066EN,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-02T21:17:00,2026-07-03T02:51:00,2026-07-02,21:17,20_02,#dc2626,334,,false,334.5,351.9,truckflow,,
CTG_10233294782,AH592SR,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-02T04:08:00,2026-07-02T09:44:00,2026-07-02,04:08,02_08,#2563eb,336,,true,334.5,351.9,truckflow,,
CTG_10133322398,SYD643,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-02T20:52:00,2026-07-03T02:29:00,2026-07-02,20:52,20_02,#dc2626,337,,true,288.3,337.9,truckflow,,
CTG_10233288053,FPF313,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-02T09:29:00,2026-07-02T15:08:00,2026-07-02,09:29,08_14,#f97316,339,,true,288.3,337.9,truckflow,,
CTG_10133295813,JXL952,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-02T02:32:00,2026-07-02T08:13:00,2026-07-02,02:32,02_08,#2563eb,341,,true,288.3,337.9,truckflow,,
CTG_10133307624,AH703YY,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-02T20:25:00,2026-07-03T02:15:00,2026-07-02,20:25,20_02,#dc2626,350,,true,334.5,351.9,truckflow,,
CTG_10133300426,JXE484,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-02T03:07:00,2026-07-02T08:58:00,2026-07-02,03:07,02_08,#2563eb,351,,true,334.5,351.9,truckflow,,
CTG_10133275631,SBR876,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-02T02:33:00,2026-07-02T08:33:00,2026-07-02,02:33,02_08,#2563eb,360,,true,334.5,351.9,truckflow,,
CTG_10133307463,OQR626,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-03T03:04:00,2026-07-03T05:24:00,2026-07-03,03:04,02_08,#2563eb,140,,false,334.5,351.9,truckflow,,
CTG_10233334750,GFG620,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-03T07:34:00,2026-07-03T11:34:00,2026-07-03,07:34,02_08,#2563eb,240,,false,334.5,351.9,truckflow,,
CTG_10233334821,RIA146,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-03T08:26:00,2026-07-03T12:53:00,2026-07-03,08:26,08_14,#f97316,267,,false,288.3,337.9,truckflow,,
CTG_10233334772,RDB282,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-03T07:47:00,2026-07-03T12:27:00,2026-07-03,07:47,02_08,#2563eb,280,,false,288.3,337.9,truckflow,,
CTG_10233329146,AA541TW,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-03T07:06:00,2026-07-03T11:47:00,2026-07-03,07:06,02_08,#2563eb,281,,false,288.3,337.9,truckflow,,
CTG_10233334769,RYL693,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-03T07:45:00,2026-07-03T12:34:00,2026-07-03,07:45,02_08,#2563eb,289,,false,334.5,351.9,truckflow,,
CTG_10133277004,NMG004,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-03T07:09:00,2026-07-03T12:09:00,2026-07-03,07:09,02_08,#2563eb,300,,true,288.3,337.9,truckflow,,
CTG_10133277681,AH148UK,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-03T00:20:00,2026-07-03T05:28:00,2026-07-03,00:20,20_02,#dc2626,308,,true,288.3,337.9,truckflow,,
CTG_10233334786,ESI808,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-03T08:27:00,2026-07-03T13:45:00,2026-07-03,08:27,08_14,#f97316,318,,true,288.3,337.9,truckflow,,
CTG_10233334797,ANV363,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-03T08:28:00,2026-07-03T14:13:00,2026-07-03,08:28,08_14,#f97316,345,,true,288.3,337.9,truckflow,,
CTG_10133278060,JLJ994,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-03T00:21:00,2026-07-03T06:13:00,2026-07-03,00:21,20_02,#dc2626,352,,true,334.5,351.9,truckflow,,
CTG_10133312797,IJT755,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-03T05:04:00,2026-07-03T11:00:00,2026-07-03,05:04,02_08,#2563eb,356,,true,288.3,337.9,truckflow,,
CTG_10233363438,RTW199,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-04T07:49:00,2026-07-04T13:19:00,2026-07-04,07:49,02_08,#2563eb,330,,true,288.3,337.9,truckflow,,
CTG_10233356118,OBT877,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-04T08:01:00,2026-07-04T14:00:00,2026-07-04,08:01,08_14,#f97316,359,,true,288.3,337.9,truckflow,,
CTG_10233343599,AE139WL,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-05T22:11:00,2026-07-05T23:21:00,2026-07-05,22:11,20_02,#dc2626,70,,false,288.3,337.9,truckflow,,
CTG_10133367452,SYD643,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-05T22:27:00,2026-07-05T23:49:00,2026-07-05,22:27,20_02,#dc2626,82,,false,288.3,337.9,truckflow,,
CTG_10233325826,GPL355,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,RICARDONE,INGRESO,BALANZA_EGRESO,2026-07-05T14:05:00,2026-07-05T18:44:00,2026-07-05,14:05,14_20,#16a34a,279,,false,334.5,351.9,truckflow,,
