external_operation_id,plate_normalized,external_ingreso_at,external_salida_at,product_normalized,platform_normalized,planta_normalized,movement_type,source_file,reason
CTG_10133282035,GZP571,2026-07-01T23:00:00,2026-07-02T03:51:00,SOJA,VOLCABLE_PTO_5,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_30033302690,AJV928,2026-07-02T01:58:00,2026-07-02T03:51:00,ACEITE GIRASOL PARA REFINAR,ACEITE_PTO,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133278959,AA652XY,2026-07-01T22:56:00,2026-07-02T03:54:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133292229,FMU968,2026-07-02T00:40:00,2026-07-02T03:55:00,GIRASOL,VOLCABLE_1,RICARDONE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133280048,AC253LA,2026-07-01T23:03:00,2026-07-02T03:57:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133289618,FKR074,2026-07-01T23:06:00,2026-07-02T03:59:00,SOJA,VOLCABLE_PTO_5,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133272202,AE449BK,2026-07-01T23:10:00,2026-07-02T04:01:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
COMPROB_000400419112,KAK194,2026-07-01T14:37:00,2026-07-02T04:03:00,ACEITE SOJA CRUDO DESGOMADO,,TERMINAL_EMBARQUE,EGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133252574,AB272JR,2026-07-01T23:07:00,2026-07-02T04:05:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133288141,AA528CV,2026-07-01T22:27:00,2026-07-02T04:10:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233287252,NFN233,2026-07-01T23:14:00,2026-07-02T04:10:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133286935,AE024GG,2026-07-01T23:14:00,2026-07-02T04:11:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133274914,NCP349,2026-07-01T23:09:00,2026-07-02T04:14:00,SOJA,VOLCABLE_PTO_5,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233271818,AG033LG,2026-07-01T23:15:00,2026-07-02T04:15:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133274865,AB893BB,2026-07-01T23:15:00,2026-07-02T04:20:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233298684,KGH536,2026-07-01T23:18:00,2026-07-02T04:21:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133266006,MMG174,2026-07-01T20:53:00,2026-07-02T04:23:00,SOJA,VOLCABLE_PTO_5,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
COMPROB_000400419113,AFR797,2026-07-01T14:39:00,2026-07-02T04:24:00,ACEITE SOJA CRUDO DESGOMADO,,TERMINAL_EMBARQUE,EGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133275017,PEO398,2026-07-01T20:56:00,2026-07-02T04:28:00,SOJA,VOLCABLE_PTO_5,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233276110,DNB720,2026-07-01T23:17:00,2026-07-02T04:29:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233293849,NBZ113,2026-07-01T23:16:00,2026-07-02T04:30:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133294594,NMI615,2026-07-01T23:21:00,2026-07-02T04:32:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_30033302701,AKJ611,2026-07-02T02:27:00,2026-07-02T04:36:00,ACEITE GIRASOL PARA REFINAR,ACEITE_PTO,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133271387,HCB853,2026-07-01T23:19:00,2026-07-02T04:37:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233287568,CNC180,2026-07-01T22:03:00,2026-07-02T04:39:00,SOJA,VOLCABLE_PTO_5,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233280774,TZH372,2026-07-01T23:21:00,2026-07-02T04:40:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133301068,AB816AM,2026-07-01T22:19:00,2026-07-02T04:44:00,SOJA,VOLCABLE_PTO_5,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133291295,AH827AX,2026-07-01T23:24:00,2026-07-02T04:47:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133298165,ALO542,2026-07-01T22:22:00,2026-07-02T04:47:00,SOJA,VOLCABLE_PTO_5,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233274269,EIT794,2026-07-01T23:22:00,2026-07-02T04:48:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133278632,CEP307,2026-07-01T23:30:00,2026-07-02T04:53:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133253171,MDF610,2026-07-01T13:00:00,2026-07-02T04:56:00,MAIZ,CELDA_171_-_CENTRO,AVELLANEDA,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133286373,AB304NY,2026-07-01T22:30:00,2026-07-02T04:58:00,SOJA,VOLCABLE_PTO_5,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233289504,JQU073,2026-07-01T22:32:00,2026-07-02T04:59:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133279589,ERN622,2026-07-01T22:49:00,2026-07-02T05:05:00,SOJA,VOLCABLE_PTO_5,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133284942,VBK964,2026-07-01T22:33:00,2026-07-02T05:06:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133283865,BKV220,2026-07-01T23:35:00,2026-07-02T05:12:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133288452,AH964CB,2026-07-01T23:26:00,2026-07-02T05:15:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133299030,CKP532,2026-07-01T23:34:00,2026-07-02T05:17:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133270172,AXG664,2026-07-01T15:05:00,2026-07-02T05:20:00,MAIZ,CELDA_171_-_CENTRO,AVELLANEDA,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
COMPROB_000400419114,VZO116,2026-07-01T14:38:00,2026-07-02T05:20:00,ACEITE SOJA CRUDO DESGOMADO,,TERMINAL_EMBARQUE,EGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133280649,AE084MY,2026-07-01T23:11:00,2026-07-02T05:21:00,SOJA,VOLCABLE_PTO_5,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233274979,DFB688,2026-07-01T23:23:00,2026-07-02T05:25:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_30033302815,DIV250,2026-07-01T14:35:00,2026-07-02T05:26:00,ACEITE SOJA CRUDO DESGOMADO,,TERMINAL_EMBARQUE,EGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_30033302820,FUX575,2026-07-01T14:28:00,2026-07-02T05:28:00,ACEITE SOJA CRUDO DESGOMADO,,TERMINAL_EMBARQUE,EGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233275946,KSO029,2026-07-01T23:49:00,2026-07-02T05:29:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133289963,PNC470,2026-07-01T23:32:00,2026-07-02T05:31:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233281057,MEG969,2026-07-01T23:31:00,2026-07-02T05:32:00,SOJA,VOLCABLE_PTO_5,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
COMPROB_000400419117,GFL685,2026-07-01T16:58:00,2026-07-02T05:35:00,ACEITE SOJA CRUDO DESGOMADO,,TERMINAL_EMBARQUE,EGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233297743,AH273RG,2026-07-01T23:48:00,2026-07-02T05:36:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133278715,GEX181,2026-07-01T23:52:00,2026-07-02T05:38:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133281464,AE772DI,2026-07-01T23:38:00,2026-07-02T05:41:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133282248,GOE860,2026-07-01T23:11:00,2026-07-02T05:41:00,SOJA,VOLCABLE_PTO_5,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233279991,HQV005,2026-07-02T00:46:00,2026-07-02T05:42:00,GIRASOL,VOLCABLE_1,RICARDONE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133287490,GUB832,2026-07-01T23:46:00,2026-07-02T05:42:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233299719,AF220YN,2026-07-01T23:12:00,2026-07-02T05:48:00,SOJA,VOLCABLE_PTO_5,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233287558,CZD826,2026-07-01T23:55:00,2026-07-02T05:51:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133270806,LQY416,2026-07-02T00:08:00,2026-07-02T05:52:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233298486,AE108GC,2026-07-01T22:48:00,2026-07-02T05:53:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233295815,GWQ265,2026-07-01T17:14:00,2026-07-02T05:55:00,MAIZ,CELDA_171_-_CENTRO,AVELLANEDA,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133276054,FQH760,2026-07-01T23:57:00,2026-07-02T05:55:00,SOJA,VOLCABLE_PTO_5,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133261628,JEA658,2026-07-02T00:09:00,2026-07-02T05:58:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133300280,GFY939,2026-07-02T01:07:00,2026-07-02T05:59:00,GIRASOL,VOLCABLE_2,RICARDONE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
COMPROB_000200430993,JVO222,2026-06-30T23:34:00,2026-07-02T05:59:00,CHIP DE EUCALIPTUS,PLAYA_LEÑA_Y_CHIP,AVELLANEDA,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133285550,NIP109,2026-07-02T00:11:00,2026-07-02T06:01:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233267221,LVV057,2026-07-02T00:12:00,2026-07-02T06:03:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133294982,AI169NG,2026-07-01T22:18:00,2026-07-02T06:04:00,SOJA,VOLCABLE_PTO_5,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133286655,EME541,2026-07-02T00:15:00,2026-07-02T06:08:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233294094,UWG720,2026-07-02T00:44:00,2026-07-02T06:09:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233299363,AF238RH,2026-07-02T00:29:00,2026-07-02T06:13:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133289470,EYB809,2026-07-02T00:06:00,2026-07-02T06:14:00,SOJA,VOLCABLE_PTO_5,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133276421,AC454HD,2026-07-02T00:31:00,2026-07-02T06:20:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133288991,JPB436,2026-07-02T00:37:00,2026-07-02T06:21:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233297069,AE830TD,2026-07-02T00:32:00,2026-07-02T06:24:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233297921,LER332,2026-07-02T00:39:00,2026-07-02T06:25:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233293693,GSN092,2026-07-02T00:39:00,2026-07-02T06:27:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233297965,RUY489,2026-07-02T00:38:00,2026-07-02T06:31:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233291496,VNP426,2026-07-01T15:59:00,2026-07-02T06:32:00,MAIZ,CELDA_171_-_CENTRO,AVELLANEDA,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133295459,AB592EH,2026-07-02T00:48:00,2026-07-02T06:43:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
COMPROB_000400419118,JEQ388,2026-07-02T06:41:00,2026-07-02T07:03:00,PRODUCTOS VARIOS,,TERMINAL_EMBARQUE,EGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133270117,ENN398,2026-07-01T17:50:00,2026-07-02T07:03:00,MAIZ,CELDA_171_-_CENTRO,AVELLANEDA,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
COMPROB_000400419121,JIA232,2026-07-01T16:23:00,2026-07-02T07:10:00,TIERRA DESC FILTROS,,TERMINAL_EMBARQUE,EGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133279630,AH107TB,2026-07-02T00:47:00,2026-07-02T07:23:00,GIRASOL,VOLCABLE_1,RICARDONE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
COMPROB_000301065213,NLR442,2026-07-01T13:57:00,2026-07-02T07:24:00,PRODUCTOS VARIOS,VARIOS,RICARDONE,EGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233272295,AA958HK,2026-07-01T18:41:00,2026-07-02T07:25:00,MAIZ,CELDA_171_-_CENTRO,AVELLANEDA,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133299861,TRK280,2026-07-02T01:14:00,2026-07-02T07:25:00,GIRASOL,VOLCABLE_2,RICARDONE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
COMPROB_000301065214,AYM824,2026-07-01T14:04:00,2026-07-02T07:27:00,PRODUCTOS VARIOS,VARIOS,RICARDONE,EGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
COMPROB_000301065215,LFT141,2026-07-01T21:06:00,2026-07-02T07:28:00,PRODUCTOS VARIOS,VARIOS,RICARDONE,EGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133299732,TRK284,2026-07-02T01:13:00,2026-07-02T07:29:00,GIRASOL,VOLCABLE_2,RICARDONE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133284653,FJF767,2026-07-02T00:56:00,2026-07-02T07:32:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133299232,IZS268,2026-07-02T01:22:00,2026-07-02T07:33:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
COMPROB_000301065216,BWV144,2026-07-01T19:03:00,2026-07-02T07:36:00,PRODUCTOS VARIOS,VARIOS,RICARDONE,EGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133261380,FTK532,2026-07-02T00:10:00,2026-07-02T07:37:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133275216,KLH144,2026-07-02T00:30:00,2026-07-02T07:40:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133280989,UIS462,2026-07-02T00:28:00,2026-07-02T07:42:00,SOJA,VOLCABLE_PTO_5,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
COMPROB_000400419122,AG048CL,2026-07-02T07:40:00,2026-07-02T07:45:00,PRODUCTOS VARIOS,,TERMINAL_EMBARQUE,EGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133278628,AB170UF,2026-07-02T00:33:00,2026-07-02T07:47:00,SOJA,VOLCABLE_PTO_5,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233286178,DFY308,2026-07-01T22:15:00,2026-07-02T07:48:00,SOJA,CELDA_16,RICARDONE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133282436,AA695AC,2026-07-02T00:57:00,2026-07-02T07:49:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133247914,THD877,2026-07-02T01:21:00,2026-07-02T07:50:00,GIRASOL,VOLCABLE_2,RICARDONE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133276834,TBK994,2026-07-02T00:41:00,2026-07-02T07:50:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133276405,MMU940,2026-07-02T00:43:00,2026-07-02T07:52:00,SOJA,VOLCABLE_PTO_5,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
COMPROB_000200430997,AG215WL,2026-07-02T07:35:00,2026-07-02T07:55:00,GAS OIL,SIN_ESPECIFICAR,AVELLANEDA,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
COMPROB_000200319702,AF413NR,2026-07-02T07:29:00,2026-07-02T07:56:00,BURLANDA HUMEDA,DEPOSITO_BURLANDAS,AVELLANEDA,EGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133286329,AE454MO,2026-07-02T01:15:00,2026-07-02T08:02:00,SOJA,VOLCABLE_PTO_5,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133279542,PKT966,2026-07-02T01:25:00,2026-07-02T08:03:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133300953,AF120GX,2026-07-02T01:26:00,2026-07-02T08:04:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133280208,AA191SO,2026-07-01T22:20:00,2026-07-02T08:09:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133281823,GJH052,2026-07-01T22:21:00,2026-07-02T08:10:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233294514,BQD387,2026-07-01T22:23:00,2026-07-02T08:11:00,SOJA,CELDA_16,RICARDONE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233272536,ROP064,2026-07-01T18:11:00,2026-07-02T08:12:00,MAIZ,CELDA_171_-_CENTRO,AVELLANEDA,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233295845,PFB100,2026-07-01T22:25:00,2026-07-02T08:12:00,SOJA,CELDA_16,RICARDONE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133276670,AE075IE,2026-07-02T01:34:00,2026-07-02T08:13:00,SOJA,VOLCABLE_PTO_2,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133295813,JXL952,2026-07-02T02:32:00,2026-07-02T08:13:00,GIRASOL,VOLCABLE_1,RICARDONE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133276253,FEJ814,2026-07-02T01:36:00,2026-07-02T08:16:00,SOJA,VOLCABLE_PTO_3,TERMINAL_EMBARQUE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233289231,MGC353,2026-07-01T22:26:00,2026-07-02T08:16:00,SOJA,CELDA_16,RICARDONE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10233290580,SUY990,2026-07-01T22:33:00,2026-07-02T08:18:00,SOJA,CELDA_16,RICARDONE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133280362,AA687SA,2026-07-01T22:43:00,2026-07-02T08:27:00,SOJA,CELDA_16,RICARDONE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
CTG_10133286375,JOB253,2026-07-01T22:39:00,2026-07-02T08:28:00,SOJA,CELDA_16,RICARDONE,INGRESO,MovimientosPorContrato_20260702.xlsx,NO_TRUCKFLOW_MATCH
