total_excel_operations,truckflow_journeys_in_merge_pool,total_with_truckflow_evidence,total_without_truckflow_evidence,external_match_exact,external_match_probable,external_match_fragmented,external_match_wide_window,external_match_low_confidence,external_match_fuzzy_plate,external_match_ambiguous,insufficient_external_data,no_truckflow_evidence,ready_for_scatter,ready_for_full_route_kpi,route_complete,route_deduced,route_partial,route_no_discharge_point,route_anomalous,route_incomplete,route_no_evaluable,rescued_anomalous,rescued_no_discharge_point,exact_plate_matches,fuzzy_plate_matches,same_day_matches,wide_window_matches,low_confidence_matches,fragmented_matches,exact_time_matches,platform_compatible_matches,product_assigned_matches,no_evidence_no_plate_in_truckflow,no_evidence_plate_out_of_window,no_evidence_outside_period,no_evidence_invalid_truckflow_time,no_evidence_fuzzy_rejected,no_evidence_ambiguous,no_evidence_insufficient_external_time,no_evidence_unknown,possible_duplicate_assignments,no_plate_in_truckflow,exact_plate_candidates,fuzzy_plate_candidates,rejected_by_time_window,rejected_by_low_ocr_similarity,rejected_by_ambiguous_fuzzy,rejected_by_site_or_plant,candidates_after_prefilter,candidates_after_time_filter,candidates_after_fuzzy_filter,operations_with_exact_plate,operations_with_only_fuzzy_plate,operations_without_any_candidate,use_candidate_prefilter,excel_min_ingreso_at,excel_max_salida_at,excel_min_source_date,excel_max_source_date,excel_period_start_ms,excel_period_end_ms,truckflow_min_start_time,truckflow_max_end_time,truckflow_total_journeys_in_excel_period,truckflow_total_journeys_outside_excel_period,period_mismatch,period_alert,excel_first_wide_window,coverage_excel_first_pct,unique_products,unique_platforms,unique_resolved_circuit_families,segment_scatter_rows,no_evidence_diagnostics_rows,review_sample_rows,candidate_diagnostics_rows
5906,0,0,5906,0,0,0,0,0,0,0,0,5906,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5906,0,0,0,0,0,0,0,0,0,0,0,5906,true,2026-06-25T10:29:00,2026-07-05T23:59:00,2026-06-26,2026-07-05,1782442800000,1783306799000,,,0,0,false,,true,0,49,25,4,199,5906,25,5906
