external_operation_id,plate_normalized,product_normalized,platform_normalized,external_ingreso_at,external_calado_at,external_salida_at,source_date,no_truckflow_reason,nearest_truckflow_journey_uid,nearest_truckflow_start_time,nearest_truckflow_end_time,nearest_time_delta_min,same_plate_journey_count,same_plate_journey_count_in_period,same_plate_journey_count_in_window,fuzzy_plate_candidates,diagnostic_detail
CTG_10133139318,AC188QV,MAIZ,CELDA_171_-_CENTRO,2026-06-26T05:44:00,2026-06-26T10:14:00,2026-06-26T21:52:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133136696,HBU801,SOJA,VOLCABLE_PTO_3,2026-06-26T16:39:00,2026-06-26T17:24:00,2026-06-26T21:53:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233158120,MAT260,SOJA,VOLCABLE_PTO_2,2026-06-26T16:51:00,2026-06-26T17:32:00,2026-06-26T21:55:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_30033157243,FOZ297,ACEITE GIRASOL PARA REFINAR,ACEITE_PTO,2026-06-26T15:48:00,2026-06-26T15:58:00,2026-06-26T21:59:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
COMPROB_000200430750,JVO222,CHIP EN ORIGEN,PLAYA_LEÑA_Y_CHIP,2026-06-26T02:59:00,,2026-06-26T22:00:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_30033150700,AKJ611,ACEITE GIRASOL PARA REFINAR,ACEITE_PTO,2026-06-26T12:53:00,2026-06-26T13:23:00,2026-06-26T22:01:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133136467,AA983XZ,SOJA,VOLCABLE_PTO_3,2026-06-26T17:00:00,2026-06-26T17:33:00,2026-06-26T22:04:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233156663,CDQ016,SOJA,VOLCABLE_PTO_2,2026-06-26T17:09:00,2026-06-26T17:37:00,2026-06-26T22:05:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_30033164895,SPI351,ACEITE GIRASOL PARA REFINAR,ACEITE_PTO,2026-06-26T18:11:00,2026-06-26T18:18:00,2026-06-26T22:08:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
COMPROB_000400418888,OGA047,AC GIRASOL OLEICO REFINADO,ACEITE_OSL,2026-06-26T19:42:00,,2026-06-26T22:09:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133127656,UGC768,MAIZ,CELDA_171_-_CENTRO,2026-06-26T06:02:00,2026-06-26T10:55:00,2026-06-26T22:10:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233152301,CZD826,SOJA,VOLCABLE_PTO_2,2026-06-26T17:10:00,2026-06-26T17:40:00,2026-06-26T22:11:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
COMPROB_000200430752,BAM710,LEÑA CORTA SELECC,PLAYA_LEÑA_Y_CHIP,2026-06-26T20:28:00,,2026-06-26T22:12:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133147588,AG741FY,SOJA,VOLCABLE_PTO_2,2026-06-26T17:21:00,2026-06-26T17:46:00,2026-06-26T22:12:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133155081,LSJ114,SOJA,VOLCABLE_PTO_3,2026-06-26T17:11:00,2026-06-26T17:42:00,2026-06-26T22:13:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233149612,JKE960,SOJA,VOLCABLE_PTO_2,2026-06-26T17:28:00,2026-06-26T17:57:00,2026-06-26T22:16:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233152111,AH298ZU,SOJA,VOLCABLE_PTO_3,2026-06-26T17:24:00,2026-06-26T17:48:00,2026-06-26T22:17:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133146463,NQF185,SOJA,VOLCABLE_PTO_2,2026-06-26T17:31:00,2026-06-26T18:00:00,2026-06-26T22:19:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133153066,NPI310,SOJA,VOLCABLE_PTO_3,2026-06-26T14:40:00,2026-06-26T15:43:00,2026-06-26T22:20:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133150300,AF083CU,SOJA,VOLCABLE_PTO_2,2026-06-26T17:42:00,2026-06-26T18:04:00,2026-06-26T22:27:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
COMPROB_000400418889,AD887XZ,AC GIRASOL OLEICO REFINADO,ACEITE_OSL,2026-06-26T20:18:00,,2026-06-26T22:28:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233160933,EDM520,SOJA,VOLCABLE_PTO_3,2026-06-26T17:35:00,2026-06-26T18:02:00,2026-06-26T22:30:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133151962,FMU968,GIRASOL,VOLCABLE_1,2026-06-26T19:09:00,2026-06-26T19:55:00,2026-06-26T22:30:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233155903,AD120DB,SOJA,VOLCABLE_PTO_3,2026-06-26T17:48:00,2026-06-26T18:06:00,2026-06-26T22:33:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233155182,BWH408,SOJA,VOLCABLE_PTO_2,2026-06-26T17:52:00,2026-06-26T18:07:00,2026-06-26T22:34:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133127805,NSW918,MAIZ,CELDA_171_-_CENTRO,2026-06-26T06:09:00,2026-06-26T11:02:00,2026-06-26T22:36:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233148404,AE034UF,SOJA,VOLCABLE_PTO_2,2026-06-26T17:59:00,2026-06-26T18:12:00,2026-06-26T22:39:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_30033164967,EXR046,ACEITE GIRASOL PARA REFINAR,ACEITE_PTO,2026-06-26T18:12:00,2026-06-26T18:20:00,2026-06-26T22:40:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133134355,OUS054,SOJA,VOLCABLE_PTO_3,2026-06-26T17:53:00,2026-06-26T18:09:00,2026-06-26T22:42:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
COMPROB_000200430754,AE279AY,CHIP DE PINO,PLAYA_LEÑA_Y_CHIP,2026-06-26T21:59:00,,2026-06-26T22:42:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_30033167511,ENA722,ACEITE GIRASOL PARA REFINAR,ACEITE_PTO,2026-06-26T19:11:00,2026-06-26T19:40:00,2026-06-26T22:43:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233150171,EVC245,SOJA,VOLCABLE_PTO_3,2026-06-26T17:09:00,2026-06-26T17:38:00,2026-06-26T22:45:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10101981196,AH955QS,SOJA,VOLCABLE_PTO_2,2026-06-26T17:59:00,2026-06-26T18:10:00,2026-06-26T22:46:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233152193,KTY344,SOJA,VOLCABLE_PTO_2,2026-06-26T16:45:00,2026-06-26T17:27:00,2026-06-26T22:51:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
COMPROB_000400418890,KWO040,AC GIRASOL OLEICO REFINADO,ACEITE_OSL,2026-06-26T21:10:00,,2026-06-26T22:52:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233144175,DFB688,SOJA,VOLCABLE_PTO_3,2026-06-26T17:19:00,2026-06-26T17:45:00,2026-06-26T22:54:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233149071,AE785KB,SOJA,VOLCABLE_PTO_2,2026-06-26T17:06:00,2026-06-26T17:35:00,2026-06-26T22:57:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_30033166743,AA463TD,ACEITE GIRASOL PARA REFINAR,ACEITE_PTO,2026-06-26T18:49:00,2026-06-26T19:36:00,2026-06-26T22:58:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133146960,OQC547,SOJA,VOLCABLE_PTO_3,2026-06-26T15:50:00,2026-06-26T17:01:00,2026-06-26T23:03:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133137400,KSK382,MAIZ,CELDA_171_-_CENTRO,2026-06-26T06:12:00,2026-06-26T10:30:00,2026-06-26T23:06:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233146202,AH298ZV,SOJA,VOLCABLE_PTO_2,2026-06-26T15:22:00,2026-06-26T16:44:00,2026-06-26T23:07:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133141853,AH288FC,SOJA,VOLCABLE_PTO_3,2026-06-26T16:41:00,2026-06-26T17:26:00,2026-06-26T23:09:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
COMPROB_000200430756,GYB962,LEÑA CORTA SELECC,PLAYA_LEÑA_Y_CHIP,2026-06-26T21:19:00,,2026-06-26T23:12:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233162156,AF391WE,SOJA,VOLCABLE_PTO_2,2026-06-26T18:08:00,2026-06-26T19:57:00,2026-06-26T23:13:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
COMPROB_000200430757,AE909ES,CHIP DE EUCALIPTUS,PLAYA_LEÑA_Y_CHIP,2026-06-26T22:25:00,,2026-06-26T23:17:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233148052,UJT651,SOJA,VOLCABLE_PTO_3,2026-06-26T16:15:00,2026-06-26T17:13:00,2026-06-26T23:21:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233146192,AH374LC,SOJA,VOLCABLE_PTO_2,2026-06-26T17:27:00,2026-06-26T17:56:00,2026-06-26T23:26:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233149743,KOW685,SOJA,VOLCABLE_PTO_3,2026-06-26T18:09:00,2026-06-26T19:59:00,2026-06-26T23:27:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_30033168909,JTT879,ACEITE GIRASOL PARA REFINAR,ACEITE_PTO,2026-06-26T19:41:00,2026-06-26T19:47:00,2026-06-26T23:28:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233148878,NHO213,SOJA,VOLCABLE_PTO_2,2026-06-26T18:13:00,2026-06-26T20:03:00,2026-06-26T23:30:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133149830,LLZ838,SOJA,VOLCABLE_PTO_3,2026-06-26T17:29:00,2026-06-26T20:00:00,2026-06-26T23:38:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133149700,CNW721,SOJA,VOLCABLE_PTO_2,2026-06-26T18:14:00,2026-06-26T20:04:00,2026-06-26T23:43:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133143282,KHO573,SOJA,VOLCABLE_PTO_2,2026-06-26T18:18:00,2026-06-26T20:11:00,2026-06-26T23:44:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_30033156424,JDH880,ACEITE GIRASOL PARA REFINAR,ACEITE_PTO,2026-06-26T19:50:00,2026-06-26T20:04:00,2026-06-26T23:46:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133140359,AG842WB,GIRASOL,VOLCABLE_1,2026-06-26T20:03:00,2026-06-26T22:39:00,2026-06-26T23:46:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233156868,AC952DR,SOJA,VOLCABLE_PTO_3,2026-06-26T18:19:00,2026-06-26T20:14:00,2026-06-26T23:47:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133159103,AD972HM,SOJA,VOLCABLE_PTO_3,2026-06-26T18:25:00,2026-06-26T20:17:00,2026-06-26T23:50:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133136108,NEX098,MAIZ,CELDA_171_-_CENTRO,2026-06-26T07:55:00,2026-06-26T10:39:00,2026-06-26T23:51:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133152518,AF568DA,SOJA,VOLCABLE_PTO_2,2026-06-26T18:16:00,2026-06-26T20:10:00,2026-06-26T23:52:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133146556,AC707CO,SOJA,VOLCABLE_PTO_2,2026-06-26T18:34:00,2026-06-26T20:18:00,2026-06-26T23:54:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133146922,AC618UY,SOJA,VOLCABLE_PTO_2,2026-06-26T18:35:00,2026-06-26T20:19:00,2026-06-26T23:58:00,2026-06-26,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
COMPROB_000200430759,HAK397,CHIP DE PINO,PLAYA_LEÑA_Y_CHIP,2026-06-26T23:09:00,,2026-06-27T00:01:00,2026-06-27,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133147866,CJF916,SOJA,VOLCABLE_PTO_3,2026-06-26T18:15:00,2026-06-26T20:07:00,2026-06-27T00:03:00,2026-06-27,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133153673,AG850MJ,SOJA,VOLCABLE_PTO_2,2026-06-26T18:37:00,2026-06-26T20:23:00,2026-06-27T00:07:00,2026-06-27,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233163775,IWV405,SOJA,VOLCABLE_PTO_3,2026-06-26T18:36:00,2026-06-26T20:21:00,2026-06-27T00:08:00,2026-06-27,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233164258,OKJ664,SOJA,VOLCABLE_PTO_2,2026-06-26T18:39:00,2026-06-26T20:26:00,2026-06-27T00:09:00,2026-06-27,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133154111,BBF542,SOJA,VOLCABLE_PTO_3,2026-06-26T18:38:00,2026-06-26T20:25:00,2026-06-27T00:14:00,2026-06-27,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133143458,THI335,SOJA,VOLCABLE_PTO_2,2026-06-26T18:46:00,2026-06-26T20:36:00,2026-06-27T00:15:00,2026-06-27,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133150975,DGX096,SOJA,VOLCABLE_PTO_2,2026-06-26T19:01:00,2026-06-26T20:40:00,2026-06-27T00:25:00,2026-06-27,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233154629,AH825WE,SOJA,VOLCABLE_PTO_3,2026-06-26T18:42:00,2026-06-26T20:31:00,2026-06-27T00:26:00,2026-06-27,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
COMPROB_000400418891,PAR121,BORRA DE ACSOJA REFINADO,,2026-06-26T22:52:00,,2026-06-27T00:28:00,2026-06-27,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133143099,PJM684,SOJA,VOLCABLE_PTO_3,2026-06-26T19:04:00,2026-06-26T20:45:00,2026-06-27T00:29:00,2026-06-27,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
COMPROB_000200430760,NKT854,CHIP DE PINO,PLAYA_LEÑA_Y_CHIP,2026-06-26T23:10:00,,2026-06-27T00:29:00,2026-06-27,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233166922,STI531,SOJA,VOLCABLE_PTO_2,2026-06-26T19:02:00,2026-06-26T20:42:00,2026-06-27T00:30:00,2026-06-27,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133140706,AB096UN,GIRASOL,VOLCABLE_1,2026-06-26T20:35:00,2026-06-26T22:40:00,2026-06-27T00:33:00,2026-06-27,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133145537,DZW818,SOJA,VOLCABLE_PTO_5,2026-06-26T15:07:00,2026-06-26T16:39:00,2026-06-27T00:34:00,2026-06-27,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133153900,AF150VL,SOJA,VOLCABLE_PTO_3,2026-06-26T19:05:00,2026-06-26T20:46:00,2026-06-27T00:35:00,2026-06-27,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133147524,KBM685,SOJA,VOLCABLE_PTO_5,2026-06-26T14:44:00,2026-06-26T15:51:00,2026-06-27T00:41:00,2026-06-27,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233162463,AH786AX,SOJA,VOLCABLE_PTO_2,2026-06-26T19:27:00,2026-06-26T21:05:00,2026-06-27T00:42:00,2026-06-27,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133153970,AB666EK,SOJA,VOLCABLE_PTO_2,2026-06-26T19:09:00,2026-06-26T20:48:00,2026-06-27T00:43:00,2026-06-27,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133149993,AC065GW,SOJA,VOLCABLE_PTO_3,2026-06-26T19:21:00,2026-06-26T21:00:00,2026-06-27T00:44:00,2026-06-27,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133153226,DUW213,SOJA,VOLCABLE_PTO_5,2026-06-26T20:40:00,2026-06-26T22:01:00,2026-06-27T00:45:00,2026-06-27,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233147218,AE332ID,SOJA,VOLCABLE_PTO_2,2026-06-26T19:30:00,2026-06-26T21:07:00,2026-06-27T00:46:00,2026-06-27,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233162502,AD874WH,SOJA,VOLCABLE_PTO_3,2026-06-26T19:32:00,2026-06-26T21:08:00,2026-06-27T00:47:00,2026-06-27,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133165990,KAX397,SOJA,VOLCABLE_PTO_5,2026-06-26T21:14:00,2026-06-26T22:14:00,2026-06-27T00:54:00,2026-06-27,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133153031,NKV146,SOJA,VOLCABLE_PTO_3,2026-06-26T19:57:00,2026-06-26T21:21:00,2026-06-27T00:55:00,2026-06-27,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233158923,AB900YE,SOJA,VOLCABLE_PTO_2,2026-06-26T19:39:00,2026-06-26T21:13:00,2026-06-27T00:56:00,2026-06-27,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133152605,AB394QZ,SOJA,VOLCABLE_PTO_2,2026-06-26T20:09:00,2026-06-26T21:26:00,2026-06-27T01:01:00,2026-06-27,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133152797,KZV733,SOJA,VOLCABLE_PTO_3,2026-06-26T20:12:00,2026-06-26T21:28:00,2026-06-27T01:01:00,2026-06-27,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
COMPROB_000200430761,HHQ888,CHIP DE EUCALIPTUS,PLAYA_LEÑA_Y_CHIP,2026-06-26T14:10:00,,2026-06-27T01:04:00,2026-06-27,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133145407,HDH149,SOJA,VOLCABLE_PTO_5,2026-06-26T19:42:00,2026-06-26T21:15:00,2026-06-27T01:04:00,2026-06-27,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133136022,GFY857,MAIZ,CELDA_171_-_CENTRO,2026-06-26T07:58:00,2026-06-26T10:47:00,2026-06-27T01:05:00,2026-06-27,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233144417,AAV547,SOJA,VOLCABLE_PTO_2,2026-06-26T20:14:00,2026-06-26T21:29:00,2026-06-27T01:06:00,2026-06-27,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233148855,AD089BH,SOJA,VOLCABLE_PTO_3,2026-06-26T20:14:00,2026-06-26T21:32:00,2026-06-27T01:09:00,2026-06-27,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233148045,LSU040,SOJA,VOLCABLE_PTO_2,2026-06-26T20:08:00,2026-06-26T21:25:00,2026-06-27T01:13:00,2026-06-27,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133157287,RFN988,SOJA,VOLCABLE_PTO_3,2026-06-26T20:23:00,2026-06-26T21:36:00,2026-06-27T01:16:00,2026-06-27,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133133575,AI112IM,MAIZ,CELDA_171_-_CENTRO,2026-06-26T08:50:00,2026-06-26T12:05:00,2026-06-27T01:17:00,2026-06-27,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133151975,EVU853,SOJA,VOLCABLE_PTO_2,2026-06-26T20:22:00,2026-06-26T21:34:00,2026-06-27T01:19:00,2026-06-27,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133139727,IZX624,GIRASOL,VOLCABLE_1,2026-06-26T22:03:00,2026-06-26T22:44:00,2026-06-27T01:20:00,2026-06-27,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133148291,GKK934,SOJA,VOLCABLE_PTO_5,2026-06-26T18:15:00,2026-06-26T20:08:00,2026-06-27T01:21:00,2026-06-27,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133162491,IYE454,SOJA,VOLCABLE_PTO_2,2026-06-26T20:24:00,2026-06-26T21:39:00,2026-06-27T01:25:00,2026-06-27,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133150481,ADL636,SOJA,VOLCABLE_PTO_3,2026-06-26T18:41:00,2026-06-26T20:28:00,2026-06-27T01:27:00,2026-06-27,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133148647,NUW684,SOJA,VOLCABLE_PTO_2,2026-06-26T20:31:00,2026-06-26T21:50:00,2026-06-27T01:31:00,2026-06-27,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
