external_operation_id,plate_normalized,product_normalized,platform_normalized,external_ingreso_at,external_calado_at,external_salida_at,source_date,no_truckflow_reason,nearest_truckflow_journey_uid,nearest_truckflow_start_time,nearest_truckflow_end_time,nearest_time_delta_min,same_plate_journey_count,same_plate_journey_count_in_period,same_plate_journey_count_in_window,fuzzy_plate_candidates,diagnostic_detail
CTG_10233252022,AA614JI,SOJA,VOLCABLE_PTO_3,2026-06-30T22:15:00,2026-07-01T01:50:00,2026-07-01T04:31:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233243161,VNP426,MAIZ,CELDA_171_-_CENTRO,2026-06-30T11:15:00,2026-06-30T12:13:00,2026-07-01T04:31:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133259198,GIU997,SOJA,VOLCABLE_PTO_3,2026-06-30T22:18:00,2026-07-01T01:56:00,2026-07-01T04:33:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133259411,GTF056,SOJA,VOLCABLE_PTO_2,2026-06-30T22:18:00,2026-07-01T01:58:00,2026-07-01T04:34:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133229194,AH011OC,SOJA,VOLCABLE_PTO_5,2026-06-30T21:01:00,2026-07-01T00:35:00,2026-07-01T04:35:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_30033270481,RXD557,PELLETS GIRASOL,CARGA_SILO_11,2026-07-01T01:14:00,,2026-07-01T04:35:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_30033270455,VHL423,PELLETS GIRASOL,VOLCABLE_PTO_4,2026-07-01T03:58:00,,2026-07-01T04:37:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_30033270460,DIH255,PELLETS GIRASOL,VOLCABLE_PTO_4,2026-07-01T04:09:00,,2026-07-01T04:38:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133239254,AH377YD,SOJA,VOLCABLE_PTO_3,2026-06-30T22:16:00,2026-07-01T01:55:00,2026-07-01T04:39:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133238073,MMU940,SOJA,VOLCABLE_PTO_5,2026-06-30T21:52:00,2026-07-01T01:10:00,2026-07-01T04:40:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_30033270484,AZG422,PELLETS GIRASOL,CARGA_SILO_11,2026-07-01T01:31:00,,2026-07-01T04:40:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133247780,LOW017,SOJA,VOLCABLE_PTO_2,2026-06-30T22:21:00,2026-07-01T02:06:00,2026-07-01T04:45:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133239467,AA687SA,SOJA,VOLCABLE_PTO_3,2026-06-30T22:20:00,2026-07-01T02:05:00,2026-07-01T04:46:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233258999,GLL240,SOJA,VOLCABLE_PTO_2,2026-06-30T22:16:00,2026-07-01T01:53:00,2026-07-01T04:47:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133259930,HFB532,SOJA,VOLCABLE_PTO_2,2026-06-30T22:21:00,2026-07-01T02:07:00,2026-07-01T04:53:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_30033270488,TAC436,PELLETS GIRASOL,CARGA_SILO_11,2026-07-01T01:44:00,,2026-07-01T04:53:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133240539,RPH228,SOJA,VOLCABLE_PTO_3,2026-06-30T22:19:00,2026-07-01T02:02:00,2026-07-01T04:54:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_30033270490,BVS300,PELLETS GIRASOL,CARGA_SILO_11,2026-07-01T01:45:00,,2026-07-01T04:54:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_30033270463,EYH843,PELLETS GIRASOL,VOLCABLE_PTO_4,2026-07-01T04:13:00,,2026-07-01T04:55:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233247123,UQW840,MAIZ,CELDA_171_-_CENTRO,2026-06-30T12:35:00,2026-06-30T13:51:00,2026-07-01T04:58:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_30033270493,FFM492,PELLETS GIRASOL,,2026-07-01T02:04:00,,2026-07-01T04:59:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133248693,GJH052,SOJA,VOLCABLE_PTO_3,2026-06-30T22:22:00,2026-07-01T02:08:00,2026-07-01T04:59:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133241152,AG119YZ,SOJA,VOLCABLE_PTO_2,2026-06-30T22:24:00,2026-07-01T02:16:00,2026-07-01T05:00:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133232915,NPM286,SOJA,VOLCABLE_PTO_5,2026-06-30T21:50:00,2026-07-01T01:05:00,2026-07-01T05:02:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133249277,AB552CU,SOJA,VOLCABLE_PTO_2,2026-06-30T22:26:00,2026-07-01T02:20:00,2026-07-01T05:05:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_30033270465,SWQ863,PELLETS GIRASOL,VOLCABLE_PTO_4,2026-07-01T04:21:00,,2026-07-01T05:06:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133240610,AE989HC,SOJA,VOLCABLE_PTO_3,2026-06-30T22:25:00,2026-07-01T02:17:00,2026-07-01T05:07:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_30033270499,AYB759,PELLETS GIRASOL,CARGA_SILO_11,2026-07-01T02:18:00,,2026-07-01T05:07:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233258661,NFJ540,SOJA,VOLCABLE_PTO_2,2026-06-30T22:30:00,2026-07-01T02:24:00,2026-07-01T05:08:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233253357,KQI437,SOJA,VOLCABLE_PTO_3,2026-06-30T22:39:00,2026-07-01T02:28:00,2026-07-01T05:13:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_30033270503,RHL029,PELLETS GIRASOL,CARGA_SILO_11,2026-07-01T02:23:00,,2026-07-01T05:13:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233259742,KJW067,SOJA,VOLCABLE_PTO_5,2026-06-30T22:26:00,2026-07-01T02:19:00,2026-07-01T05:14:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
COMPROB_000200430934,WEM025,LEÑA CORTA SELECC,PLAYA_LEÑA_Y_CHIP,2026-06-30T17:06:00,,2026-07-01T05:15:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_30033270470,VJG112,PELLETS GIRASOL,VOLCABLE_PTO_4,2026-07-01T04:30:00,,2026-07-01T05:16:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133232869,AE601HP,SOJA,VOLCABLE_PTO_5,2026-06-30T21:51:00,2026-07-01T01:07:00,2026-07-01T05:17:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233265793,BER232,SOJA,VOLCABLE_PTO_2,2026-06-30T22:30:00,2026-07-01T02:27:00,2026-07-01T05:19:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233260391,AB085UB,SOJA,VOLCABLE_PTO_5,2026-06-30T22:28:00,2026-07-01T02:22:00,2026-07-01T05:20:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133252315,MKW109,SOJA,VOLCABLE_PTO_2,2026-06-30T22:42:00,2026-07-01T02:33:00,2026-07-01T05:22:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133243005,AB304NY,SOJA,VOLCABLE_PTO_3,2026-06-30T22:42:00,2026-07-01T02:34:00,2026-07-01T05:26:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_30033270475,TAO150,PELLETS GIRASOL,VOLCABLE_PTO_4,2026-07-01T04:34:00,,2026-07-01T05:31:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_30033270517,AAE877,PELLETS GIRASOL,,2026-07-01T02:34:00,,2026-07-01T05:32:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133242547,AC310RN,SOJA,VOLCABLE_PTO_2,2026-06-30T22:44:00,2026-07-01T02:38:00,2026-07-01T05:38:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133257340,AH488IG,SOJA,VOLCABLE_PTO_5,2026-06-30T22:29:00,2026-07-01T02:25:00,2026-07-01T05:39:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_30033270477,UWX998,PELLETS GIRASOL,VOLCABLE_PTO_4,2026-07-01T04:39:00,,2026-07-01T05:42:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133247121,JTB755,SOJA,VOLCABLE_PTO_2,2026-06-30T22:40:00,2026-07-01T02:30:00,2026-07-01T05:45:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
COMPROB_000200319688,AB747VW,ALCOHOL ETILICO ANHIDRO P/ BIOCOMB ORIG CEREAL,T1002,2026-07-01T04:40:00,,2026-07-01T05:47:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_30033270481,RXD557,PELLETS GIRASOL,VOLCABLE_PTO_4,2026-07-01T04:50:00,,2026-07-01T05:50:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233247881,LXL506,SOJA,VOLCABLE_PTO_5,2026-06-30T22:41:00,2026-07-01T02:31:00,2026-07-01T05:51:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_30033270535,LZB017,PELLETS GIRASOL,,2026-07-01T02:35:00,,2026-07-01T05:52:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133228153,JIJ145,SOJA,VOLCABLE_PTO_2,2026-06-30T22:43:00,2026-07-01T02:36:00,2026-07-01T05:52:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133224119,HBH765,MAIZ,CELDA_171_-_CENTRO,2026-06-30T12:54:00,2026-06-30T15:48:00,2026-07-01T05:54:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133227502,JEM831,MAIZ,CELDA_171_-_CENTRO,2026-06-30T13:00:00,2026-06-30T16:12:00,2026-07-01T05:57:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133257921,JWZ244,SOJA,VOLCABLE_PTO_2,2026-06-30T22:47:00,2026-07-01T02:46:00,2026-07-01T05:57:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233252377,COZ189,SOJA,VOLCABLE_PTO_5,2026-06-30T22:45:00,2026-07-01T02:40:00,2026-07-01T06:02:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_30033270484,AZG422,PELLETS GIRASOL,VOLCABLE_PTO_4,2026-07-01T04:55:00,,2026-07-01T06:04:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233229486,KLT797,SOJA,VOLCABLE_PTO_2,2026-06-30T22:46:00,2026-07-01T02:44:00,2026-07-01T06:05:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133265972,HER804,SOJA,VOLCABLE_PTO_5,2026-06-30T22:51:00,2026-07-01T02:52:00,2026-07-01T06:08:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233262720,AG227NB,SOJA,VOLCABLE_PTO_5,2026-06-30T23:21:00,2026-07-01T03:00:00,2026-07-01T06:13:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_30033270488,TAC436,PELLETS GIRASOL,VOLCABLE_PTO_4,2026-07-01T05:12:00,,2026-07-01T06:15:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_30033270586,RYJ562,PELLETS GIRASOL,CARGA_SILO_11,2026-07-01T02:43:00,,2026-07-01T06:16:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_30033270587,WCC802,PELLETS GIRASOL,CARGA_SILO_11,2026-07-01T02:56:00,,2026-07-01T06:17:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
COMPROB_000200430937,UVF351,LEÑA CORTA,CELDA_171_-_CENTRO,2026-06-30T17:03:00,,2026-07-01T06:23:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_30033270490,BVS300,PELLETS GIRASOL,VOLCABLE_PTO_4,2026-07-01T05:12:00,,2026-07-01T06:23:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133233555,AH254AH,MAIZ,CELDA_171_-_CENTRO,2026-06-30T13:45:00,2026-06-30T14:06:00,2026-07-01T06:25:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133246442,GFE112,GIRASOL,VOLCABLE_1,2026-07-01T01:14:00,2026-07-01T04:59:00,2026-07-01T06:27:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_30033270493,FFM492,PELLETS GIRASOL,VOLCABLE_PTO_4,2026-07-01T05:15:00,,2026-07-01T06:28:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133247888,AHK838,SOJA,VOLCABLE_PTO_5,2026-06-30T22:47:00,2026-07-01T02:47:00,2026-07-01T06:29:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133250279,KAD345,SOJA,VOLCABLE_PTO_5,2026-06-30T22:48:00,2026-07-01T02:49:00,2026-07-01T06:34:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233248485,JRE457,SOJA,VOLCABLE_PTO_5,2026-06-30T23:20:00,2026-07-01T02:58:00,2026-07-01T06:43:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233176767,AC726NL,MAIZ,CELDA_171_-_CENTRO,2026-06-30T13:48:00,2026-06-30T14:14:00,2026-07-01T06:52:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233258683,PDD400,SOJA,VOLCABLE_PTO_5,2026-06-30T22:55:00,2026-07-01T02:55:00,2026-07-01T06:52:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233254391,KPG455,SOJA,VOLCABLE_PTO_5,2026-06-30T23:22:00,2026-07-01T03:06:00,2026-07-01T06:53:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133245693,KDF793,SOJA,VOLCABLE_PTO_5,2026-06-30T23:18:00,2026-07-01T03:04:00,2026-07-01T07:00:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133253482,OGU444,SOJA,VOLCABLE_PTO_5,2026-06-30T23:26:00,2026-07-01T03:09:00,2026-07-01T07:15:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133227432,POF783,MAIZ,CELDA_171_-_CENTRO,2026-06-30T13:08:00,2026-06-30T16:00:00,2026-07-01T07:20:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133248096,OMJ593,GIRASOL,VOLCABLE_1,2026-07-01T01:11:00,2026-07-01T05:01:00,2026-07-01T07:22:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_30033270794,XMZ495,PELLETS GIRASOL,CARGA_SILO_11,2026-07-01T03:04:00,,2026-07-01T07:23:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_30033270805,RQC013,PELLETS GIRASOL,CARGA_SILO_11,2026-07-01T03:19:00,,2026-07-01T07:25:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_30033270811,WGV770,PELLETS GIRASOL,CARGA_SILO_11,2026-07-01T03:24:00,,2026-07-01T07:26:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
COMPROB_000301065104,LFT141,PRODUCTOS VARIOS,VARIOS,2026-06-30T15:23:00,,2026-07-01T07:28:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133258872,MXF737,SOJA,VOLCABLE_PTO_5,2026-06-30T23:25:00,2026-07-01T03:07:00,2026-07-01T07:30:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
COMPROB_000200430941,HHQ888,CHIP DE EUCALIPTUS,PLAYA_LEÑA_Y_CHIP,2026-06-30T15:11:00,,2026-07-01T07:32:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
COMPROB_000301065105,NLR442,PRODUCTOS VARIOS,VARIOS,2026-06-28T17:39:00,,2026-07-01T07:40:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133261526,AE950IJ,GIRASOL,VOLCABLE_1,2026-07-01T01:51:00,2026-07-01T05:03:00,2026-07-01T07:47:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133232338,AB358IF,SOJA,VOLCABLE_PTO_5,2026-06-30T21:54:00,2026-07-01T01:12:00,2026-07-01T07:47:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233263941,LRP307,MAIZ,CELDA_171_-_CENTRO,2026-06-30T17:47:00,2026-06-30T17:57:00,2026-07-01T07:56:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233252496,AC266KR,SOJA,VOLCABLE_PTO_5,2026-06-30T22:01:00,2026-07-01T01:22:00,2026-07-01T07:59:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233256027,AB974GF,SOJA,VOLCABLE_PTO_5,2026-06-30T22:02:00,2026-07-01T01:24:00,2026-07-01T08:14:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133226196,HAI198,SOJA,VOLCABLE_PTO_5,2026-06-30T23:28:00,2026-07-01T03:10:00,2026-07-01T08:15:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133226544,HIA854,SOJA,VOLCABLE_PTO_5,2026-06-30T23:28:00,2026-07-01T03:12:00,2026-07-01T08:18:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133240215,AE398PP,MAIZ,CELDA_171_-_CENTRO,2026-06-30T17:50:00,2026-06-30T18:05:00,2026-07-01T08:20:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233245889,AE522MV,SOJA,CELDA_16,2026-07-01T00:08:00,2026-07-01T04:42:00,2026-07-01T08:20:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_30033271595,HNE318,PELLETS GIRASOL,CARGA_SILO_11,2026-07-01T03:36:00,,2026-07-01T08:22:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10233252618,VDB780,GIRASOL,VOLCABLE_1,2026-07-01T03:02:00,2026-07-01T05:04:00,2026-07-01T08:23:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
COMPROB_000400419054,JIA232,TIERRA DESC FILTROS,,2026-06-30T15:19:00,,2026-07-01T08:23:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133261552,AE804MX,SOJA,CELDA_16,2026-07-01T02:13:00,2026-07-01T06:01:00,2026-07-01T08:25:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133261313,LKG132,SOJA,CELDA_16,2026-07-01T02:25:00,2026-07-01T06:09:00,2026-07-01T08:30:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133265069,NJD066,SOJA,CELDA_16,2026-07-01T02:30:00,2026-07-01T06:15:00,2026-07-01T08:31:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133266583,ILL240,SOJA,VOLCABLE_PTO_5,2026-06-30T22:59:00,2026-07-01T03:01:00,2026-07-01T08:36:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
COMPROB_000301457562,JOZ498,GLICERINA,ACEITE,2026-06-30T16:49:00,2026-06-30T17:01:00,2026-07-01T08:45:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_30033272330,UKL882,PELLETS GIRASOL,CARGA_SILO_11,2026-07-01T04:03:00,,2026-07-01T08:46:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133240345,AI112IM,MAIZ,CELDA_171_-_CENTRO,2026-06-30T18:00:00,2026-06-30T18:14:00,2026-07-01T08:46:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
COMPROB_000400419055,LKJ248,ACEITE GIRASOL REFINADO,ACEITE_OSL,2026-07-01T06:57:00,,2026-07-01T08:49:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133258397,LYH418,SOJA,CELDA_16,2026-07-01T01:29:00,2026-07-01T05:33:00,2026-07-01T08:50:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_30033272535,ECX249,PELLETS GIRASOL,CARGA_SILO_11,2026-07-01T04:22:00,,2026-07-01T08:51:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
CTG_10133257796,SRJ293,SOJA,VOLCABLE_PTO_5,2026-06-30T23:33:00,2026-07-01T03:13:00,2026-07-01T08:53:00,2026-07-01,NO_TRUCKFLOW_EXACT_PLATE_MATCH,,,,0,0,0,0,0,plate_not_in_any_journey
