executive_circuit_code,journey_id,plate,from_logical,to_logical,transition_label,duration_min
R7,a6f0ec4b-7ae0-4cd1-9ed9-6fd10885791a,,INGRESO,PREINGRESO,ingreso → preingreso,8.25
R7,a6f0ec4b-7ae0-4cd1-9ed9-6fd10885791a,,PREINGRESO,CALADA,preingreso → calada,115.97
R7,a6f0ec4b-7ae0-4cd1-9ed9-6fd10885791a,,CALADA,EGRESO,calada → egreso,11.63
R7,a6f0ec4b-7ae0-4cd1-9ed9-6fd10885791a,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,11.23
R7,a6f0ec4b-7ae0-4cd1-9ed9-6fd10885791a,,SL_INGRESO,SL_BALANZA_INGRESO,san lorenzo ingreso → balanza de entrada,66.43
R7,a6f0ec4b-7ae0-4cd1-9ed9-6fd10885791a,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,43.00
R7,f73c6d7f-4fe0-4c02-be8a-fea8a2baf535,,INGRESO,PREINGRESO,ingreso → preingreso,8.58
R7,f73c6d7f-4fe0-4c02-be8a-fea8a2baf535,,PREINGRESO,CALADA,preingreso → calada,116.97
R7,f73c6d7f-4fe0-4c02-be8a-fea8a2baf535,,CALADA,EGRESO,calada → egreso,8.46
R7,f73c6d7f-4fe0-4c02-be8a-fea8a2baf535,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,11.81
R7,f73c6d7f-4fe0-4c02-be8a-fea8a2baf535,,SL_INGRESO,SL_BALANZA_INGRESO,san lorenzo ingreso → balanza de entrada,66.34
R7,f73c6d7f-4fe0-4c02-be8a-fea8a2baf535,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,45.40
R7,cd11d42e-70ba-436f-adbc-ac5ae1eff7f9,,INGRESO,CALADA,ingreso → calada,127.05
R7,cd11d42e-70ba-436f-adbc-ac5ae1eff7f9,,CALADA,EGRESO,calada → egreso,19.21
R7,84ed14b7-e4c7-4671-9e77-b3a9ef38fd77,,INGRESO,PREINGRESO,ingreso → preingreso,10.08
R7,84ed14b7-e4c7-4671-9e77-b3a9ef38fd77,,PREINGRESO,CALADA,preingreso → calada,126.81
R7,84ed14b7-e4c7-4671-9e77-b3a9ef38fd77,,CALADA,EGRESO,calada → egreso,14.56
R7,84ed14b7-e4c7-4671-9e77-b3a9ef38fd77,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,12.96
R7,84ed14b7-e4c7-4671-9e77-b3a9ef38fd77,,SL_INGRESO,SL_BALANZA_INGRESO,san lorenzo ingreso → balanza de entrada,52.75
R7,84ed14b7-e4c7-4671-9e77-b3a9ef38fd77,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,53.20
R7,58e6ee9d-e6f2-4215-ae94-c0a8d56a5064,,INGRESO,PREINGRESO,ingreso → preingreso,11.75
R7,58e6ee9d-e6f2-4215-ae94-c0a8d56a5064,,PREINGRESO,CALADA,preingreso → calada,130.71
R7,58e6ee9d-e6f2-4215-ae94-c0a8d56a5064,,CALADA,EGRESO,calada → egreso,13.22
R7,58e6ee9d-e6f2-4215-ae94-c0a8d56a5064,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,7.73
R7,58e6ee9d-e6f2-4215-ae94-c0a8d56a5064,,SL_INGRESO,SL_BALANZA_INGRESO,san lorenzo ingreso → balanza de entrada,53.55
R7,58e6ee9d-e6f2-4215-ae94-c0a8d56a5064,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,54.30
R7,bde3fbb2-874d-4549-ac43-47ecbf338a92,,INGRESO,CALADA,ingreso → calada,143.56
R7,bde3fbb2-874d-4549-ac43-47ecbf338a92,,PREINGRESO,CALADA,preingreso → calada,36.52
R7,bde3fbb2-874d-4549-ac43-47ecbf338a92,,CALADA,EGRESO,calada → egreso,18.16
R7,0db517cb-e0ee-478a-9eb9-a1b9d32f2c9c__cycle_2,,INGRESO,CALADA,ingreso → calada,145.13
R7,0db517cb-e0ee-478a-9eb9-a1b9d32f2c9c__cycle_2,,CALADA,EGRESO,calada → egreso,10.97
R7,e7719ec3-7561-45a0-97c3-1d7a3c95506f,,INGRESO,PREINGRESO,ingreso → preingreso,11.08
R7,e7719ec3-7561-45a0-97c3-1d7a3c95506f,,PREINGRESO,CALADA,preingreso → calada,137.12
R7,e7719ec3-7561-45a0-97c3-1d7a3c95506f,,CALADA,EGRESO,calada → egreso,6.89
R7,e7719ec3-7561-45a0-97c3-1d7a3c95506f,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,10.48
R7,e7719ec3-7561-45a0-97c3-1d7a3c95506f,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,237.58
R7,43798a50-0151-4f00-9954-877e35e978a4,,INGRESO,PREINGRESO,ingreso → preingreso,10.83
R7,43798a50-0151-4f00-9954-877e35e978a4,,PREINGRESO,CALADA,preingreso → calada,138.23
R7,43798a50-0151-4f00-9954-877e35e978a4,,CALADA,EGRESO,calada → egreso,19.96
R7,43798a50-0151-4f00-9954-877e35e978a4,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,10.23
R7,43798a50-0151-4f00-9954-877e35e978a4,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,96.50
R7,4ef1fba7-dd24-4b99-b978-6d12017a0483__cycle_2,,INGRESO,PREINGRESO,ingreso → preingreso,9.83
R7,4ef1fba7-dd24-4b99-b978-6d12017a0483__cycle_2,,PREINGRESO,CALADA,preingreso → calada,140.31
R7,4ef1fba7-dd24-4b99-b978-6d12017a0483__cycle_2,,CALADA,EGRESO,calada → egreso,7.21
R7,4ef1fba7-dd24-4b99-b978-6d12017a0483__cycle_2,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,8.81
R7,4ef1fba7-dd24-4b99-b978-6d12017a0483__cycle_2,,SL_INGRESO,SL_BALANZA_INGRESO,san lorenzo ingreso → balanza de entrada,44.34
R7,4ef1fba7-dd24-4b99-b978-6d12017a0483__cycle_2,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,59.10
R7,8d4f52f8-52b3-45b7-be3b-fcc0209e6148,,INGRESO,CALADA,ingreso → calada,165.86
R7,8d4f52f8-52b3-45b7-be3b-fcc0209e6148,,CALADA,EGRESO,calada → egreso,8.65
R7,91947afb-130a-46cb-849c-6d06974f709c,,PREINGRESO,CALADA,preingreso → calada,133.71
R7,91947afb-130a-46cb-849c-6d06974f709c,,CALADA,EGRESO,calada → egreso,9.97
R7,dc3668a9-f914-401d-a9fb-b9b3388c08ab,,INGRESO,PREINGRESO,ingreso → preingreso,9.58
R7,dc3668a9-f914-401d-a9fb-b9b3388c08ab,,PREINGRESO,EGRESO,preingreso → egreso,165.85
R7,f9f230bb-0a64-47b3-acd7-67adadc4bcd4,,INGRESO,PREINGRESO,ingreso → preingreso,11.50
R7,f9f230bb-0a64-47b3-acd7-67adadc4bcd4,,PREINGRESO,CALADA,preingreso → calada,161.14
R7,f9f230bb-0a64-47b3-acd7-67adadc4bcd4,,CALADA,EGRESO,calada → egreso,10.04
R7,f9f230bb-0a64-47b3-acd7-67adadc4bcd4,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,12.99
R7,f9f230bb-0a64-47b3-acd7-67adadc4bcd4,,SL_INGRESO,SL_BALANZA_INGRESO,san lorenzo ingreso → balanza de entrada,16.75
R7,f9f230bb-0a64-47b3-acd7-67adadc4bcd4,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,64.50
R7,aede4a3f-9e1b-4332-804e-8b5861b66698__cycle_2,,INGRESO,PREINGRESO,ingreso → preingreso,11.67
R7,aede4a3f-9e1b-4332-804e-8b5861b66698__cycle_2,,PREINGRESO,CALADA,preingreso → calada,161.28
R7,aede4a3f-9e1b-4332-804e-8b5861b66698__cycle_2,,CALADA,EGRESO,calada → egreso,8.15
R7,aede4a3f-9e1b-4332-804e-8b5861b66698__cycle_2,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,12.77
R7,aede4a3f-9e1b-4332-804e-8b5861b66698__cycle_2,,SL_INGRESO,SL_BALANZA_INGRESO,san lorenzo ingreso → balanza de entrada,143.75
R7,aede4a3f-9e1b-4332-804e-8b5861b66698__cycle_2,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,66.40
R7,cb78b539-4d72-4799-8449-b7d17a2b7c10,,INGRESO,CALADA,ingreso → calada,176.97
R7,cb78b539-4d72-4799-8449-b7d17a2b7c10,,CALADA,EGRESO,calada → egreso,10.46
R7,eef4a3b0-e2d9-47f3-adfb-522fbfd9b016__cycle_2,,INGRESO,PREINGRESO,ingreso → preingreso,10.58
R7,eef4a3b0-e2d9-47f3-adfb-522fbfd9b016__cycle_2,,PREINGRESO,CALADA,preingreso → calada,163.05
R7,eef4a3b0-e2d9-47f3-adfb-522fbfd9b016__cycle_2,,CALADA,EGRESO,calada → egreso,7.71
R7,eef4a3b0-e2d9-47f3-adfb-522fbfd9b016__cycle_2,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,11.90
R7,eef4a3b0-e2d9-47f3-adfb-522fbfd9b016__cycle_2,,SL_INGRESO,SL_BALANZA_INGRESO,san lorenzo ingreso → balanza de entrada,16.58
R7,eef4a3b0-e2d9-47f3-adfb-522fbfd9b016__cycle_2,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,58.50
R7,4de56f9d-d475-44b3-bce3-c9c5cd9a2675__cycle_1,,INGRESO,PREINGRESO,ingreso → preingreso,10.66
R7,4de56f9d-d475-44b3-bce3-c9c5cd9a2675__cycle_1,,PREINGRESO,CALADA,preingreso → calada,163.53
R7,4de56f9d-d475-44b3-bce3-c9c5cd9a2675__cycle_1,,CALADA,EGRESO,calada → egreso,5.08
R7,4de56f9d-d475-44b3-bce3-c9c5cd9a2675__cycle_1,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,12.22
R7,4de56f9d-d475-44b3-bce3-c9c5cd9a2675__cycle_1,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,73.00
R7,074f8282-849f-46dd-b830-f6765d4f6842__cycle_2,,INGRESO,CALADA,ingreso → calada,178.77
R7,074f8282-849f-46dd-b830-f6765d4f6842__cycle_2,,CALADA,EGRESO,calada → egreso,5.99
R7,0ef3b9dc-a5c8-461b-a23f-d4c94f85e872__cycle_2,,INGRESO,PREINGRESO,ingreso → preingreso,12.42
R7,0ef3b9dc-a5c8-461b-a23f-d4c94f85e872__cycle_2,,PREINGRESO,EGRESO,preingreso → egreso,181.93
R7,b49e3f37-31f5-4f3b-8d48-000d0a2ddcf8__cycle_2,,INGRESO,PREINGRESO,ingreso → preingreso,10.67
R7,b49e3f37-31f5-4f3b-8d48-000d0a2ddcf8__cycle_2,,PREINGRESO,CALADA,preingreso → calada,169.77
R7,b49e3f37-31f5-4f3b-8d48-000d0a2ddcf8__cycle_2,,CALADA,EGRESO,calada → egreso,6.41
R7,b49e3f37-31f5-4f3b-8d48-000d0a2ddcf8__cycle_2,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,11.73
R7,b49e3f37-31f5-4f3b-8d48-000d0a2ddcf8__cycle_2,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,68.16
R7,3972d98a-bb10-49de-ac95-a1cdd5fb11e8__cycle_1,,INGRESO,PREINGRESO,ingreso → preingreso,10.75
R7,3972d98a-bb10-49de-ac95-a1cdd5fb11e8__cycle_1,,PREINGRESO,CALADA,preingreso → calada,172.31
R7,3972d98a-bb10-49de-ac95-a1cdd5fb11e8__cycle_1,,CALADA,EGRESO,calada → egreso,5.12
R7,3972d98a-bb10-49de-ac95-a1cdd5fb11e8__cycle_1,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,11.06
R7,3972d98a-bb10-49de-ac95-a1cdd5fb11e8__cycle_1,,SL_INGRESO,SL_BALANZA_INGRESO,san lorenzo ingreso → balanza de entrada,32.58
R7,3972d98a-bb10-49de-ac95-a1cdd5fb11e8__cycle_1,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,37.90
R7,f241f801-f81f-4e80-851e-e8f41d3db171,,INGRESO,PREINGRESO,ingreso → preingreso,11.00
R7,f241f801-f81f-4e80-851e-e8f41d3db171,,PREINGRESO,CALADA,preingreso → calada,173.72
R7,f241f801-f81f-4e80-851e-e8f41d3db171,,CALADA,EGRESO,calada → egreso,5.87
R7,f241f801-f81f-4e80-851e-e8f41d3db171,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,9.98
R7,f241f801-f81f-4e80-851e-e8f41d3db171,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,71.67
R7,3631f14c-c575-46c3-b073-2df42bc96d63,,INGRESO,PREINGRESO,ingreso → preingreso,11.17
R7,3631f14c-c575-46c3-b073-2df42bc96d63,,PREINGRESO,EGRESO,preingreso → egreso,181.26
R7,59e81f63-1ea0-4447-9a91-897f13314f3e,,INGRESO,PREINGRESO,ingreso → preingreso,11.25
R7,59e81f63-1ea0-4447-9a91-897f13314f3e,,PREINGRESO,CALADA,preingreso → calada,176.14
R7,59e81f63-1ea0-4447-9a91-897f13314f3e,,CALADA,EGRESO,calada → egreso,7.04
R7,59e81f63-1ea0-4447-9a91-897f13314f3e,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,8.56
R7,59e81f63-1ea0-4447-9a91-897f13314f3e,,SL_INGRESO,SL_BALANZA_INGRESO,san lorenzo ingreso → balanza de entrada,32.24
R7,59e81f63-1ea0-4447-9a91-897f13314f3e,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,47.70
R7,449a918b-3ea5-41fb-883c-b61fa72c847a__cycle_1,,INGRESO,PREINGRESO,ingreso → preingreso,11.00
R7,449a918b-3ea5-41fb-883c-b61fa72c847a__cycle_1,,PREINGRESO,CALADA,preingreso → calada,177.44
R7,449a918b-3ea5-41fb-883c-b61fa72c847a__cycle_1,,CALADA,EGRESO,calada → egreso,6.66
R7,449a918b-3ea5-41fb-883c-b61fa72c847a__cycle_1,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,9.48
R7,449a918b-3ea5-41fb-883c-b61fa72c847a__cycle_1,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,236.50
R7,0714a046-1e0e-448a-8a22-bca0e1e6fa7d,,INGRESO,PREINGRESO,ingreso → preingreso,11.66
R7,0714a046-1e0e-448a-8a22-bca0e1e6fa7d,,PREINGRESO,CALADA,preingreso → calada,177.64
R7,0714a046-1e0e-448a-8a22-bca0e1e6fa7d,,CALADA,EGRESO,calada → egreso,6.29
R7,0714a046-1e0e-448a-8a22-bca0e1e6fa7d,,EGRESO,SL_INGRESO,egreso → san lorenzo ingreso,8.98
R7,0714a046-1e0e-448a-8a22-bca0e1e6fa7d,,SL_INGRESO,SL_BALANZA_INGRESO,san lorenzo ingreso → balanza de entrada,103.13
R7,0714a046-1e0e-448a-8a22-bca0e1e6fa7d,,SL_BALANZA_INGRESO,SL_EGRESO,balanza de entrada → egreso,84.60
R7,6d28eebd-dd85-4b6f-8c78-dc52eef96759,,INGRESO,PREINGRESO,ingreso → preingreso,12.00
R7,6d28eebd-dd85-4b6f-8c78-dc52eef96759,,PREINGRESO,CALADA,preingreso → calada,185.10
R7,6d28eebd-dd85-4b6f-8c78-dc52eef96759,,CALADA,EGRESO,calada → egreso,12.67
R7,7fafda04-77a8-4a72-bc5a-24040fc6b55b,,INGRESO,PREINGRESO,ingreso → preingreso,11.83
R7,7fafda04-77a8-4a72-bc5a-24040fc6b55b,,PREINGRESO,CALADA,preingreso → calada,185.81
R7,7fafda04-77a8-4a72-bc5a-24040fc6b55b,,CALADA,EGRESO,calada → egreso,12.12
R7,fe930015-8f06-415d-bc93-e12e4b5ca13f,,INGRESO,PREINGRESO,ingreso → preingreso,11.92
R7,fe930015-8f06-415d-bc93-e12e4b5ca13f,,PREINGRESO,CALADA,preingreso → calada,187.10
R7,fe930015-8f06-415d-bc93-e12e4b5ca13f,,CALADA,EGRESO,calada → egreso,9.42
R7,5b996430-e89e-43c5-a167-678327d23c5c,,INGRESO,PREINGRESO,ingreso → preingreso,10.83
R7,5b996430-e89e-43c5-a167-678327d23c5c,,PREINGRESO,EGRESO,preingreso → egreso,213.51
R7,f4c176e4-3a21-45cc-9bfc-93f594175afa,,INGRESO,PREINGRESO,ingreso → preingreso,10.33
R7,f4c176e4-3a21-45cc-9bfc-93f594175afa,,PREINGRESO,CALADA,preingreso → calada,204.42
R7,f4c176e4-3a21-45cc-9bfc-93f594175afa,,CALADA,EGRESO,calada → egreso,17.59
R7,90ee9062-4b1c-4c91-a495-7057eed70ce8__cycle_2,,INGRESO,PREINGRESO,ingreso → preingreso,9.33
R7,90ee9062-4b1c-4c91-a495-7057eed70ce8__cycle_2,,PREINGRESO,CALADA,preingreso → calada,192.84
R7,90ee9062-4b1c-4c91-a495-7057eed70ce8__cycle_2,,CALADA,EGRESO,calada → egreso,6.92
R7,8f256463-4ade-4bc7-a718-6ecb08ffd525,,INGRESO,CALADA,ingreso → calada,208.14
R7,8f256463-4ade-4bc7-a718-6ecb08ffd525,,CALADA,EGRESO,calada → egreso,16.04
R7,2fa8c8c7-5198-4493-ae12-c74ca7786bd8__cycle_2,,INGRESO,PREINGRESO,ingreso → preingreso,9.75
R7,2fa8c8c7-5198-4493-ae12-c74ca7786bd8__cycle_2,,PREINGRESO,CALADA,preingreso → calada,199.42
R7,2fa8c8c7-5198-4493-ae12-c74ca7786bd8__cycle_2,,CALADA,EGRESO,calada → egreso,10.76
R7,59505cd1-b4c3-4968-bd64-8f9a33e75684__cycle_2,,INGRESO,CALADA,ingreso → calada,211.59
R7,59505cd1-b4c3-4968-bd64-8f9a33e75684__cycle_2,,CALADA,EGRESO,calada → egreso,14.43
R7,d9e31dae-e215-45d3-83bf-c8ef3e69a8f8,,INGRESO,PREINGRESO,ingreso → preingreso,8.92
R7,d9e31dae-e215-45d3-83bf-c8ef3e69a8f8,,PREINGRESO,CALADA,preingreso → calada,204.22
R7,d9e31dae-e215-45d3-83bf-c8ef3e69a8f8,,CALADA,EGRESO,calada → egreso,14.79
R7,c58268dc-f343-4a55-92d8-0e4b981ce137,,PREINGRESO,CALADA,preingreso → calada,192.14
R7,c58268dc-f343-4a55-92d8-0e4b981ce137,,CALADA,SL_INGRESO,calada → san lorenzo ingreso,23.19
R7,c58268dc-f343-4a55-92d8-0e4b981ce137,,SL_INGRESO,SL_EGRESO,san lorenzo ingreso → egreso san lorenzo,69.75
R7,18b9b4a2-5352-4532-8ed6-7e4fbf7ef077__cycle_2,,INGRESO,PREINGRESO,ingreso → preingreso,9.08
R7,18b9b4a2-5352-4532-8ed6-7e4fbf7ef077__cycle_2,,PREINGRESO,CALADA,preingreso → calada,209.31
R7,18b9b4a2-5352-4532-8ed6-7e4fbf7ef077__cycle_2,,CALADA,EGRESO,calada → egreso,11.12
R7,97a073ca-c825-414c-9856-da522a0b7dac,,INGRESO,PREINGRESO,ingreso → preingreso,9.24
R7,97a073ca-c825-414c-9856-da522a0b7dac,,PREINGRESO,CALADA,preingreso → calada,203.75
R7,97a073ca-c825-414c-9856-da522a0b7dac,,CALADA,EGRESO,calada → egreso,12.26
R7,16361c40-e210-4ffe-aef5-2d8706891357,,PREINGRESO,CALADA,preingreso → calada,196.72
R7,16361c40-e210-4ffe-aef5-2d8706891357,,CALADA,EGRESO,calada → egreso,13.79
R7,f614da93-9f9d-4cad-a187-4ef8d8033114,,INGRESO,PREINGRESO,ingreso → preingreso,10.17
R7,f614da93-9f9d-4cad-a187-4ef8d8033114,,PREINGRESO,CALADA,preingreso → calada,210.22
R7,f614da93-9f9d-4cad-a187-4ef8d8033114,,CALADA,EGRESO,calada → egreso,10.96
R7,14db4a19-d960-467e-95d4-a1d0240c577d__cycle_2,,INGRESO,PREINGRESO,ingreso → preingreso,11.33
R7,14db4a19-d960-467e-95d4-a1d0240c577d__cycle_2,,PREINGRESO,CALADA,preingreso → calada,206.75
R7,14db4a19-d960-467e-95d4-a1d0240c577d__cycle_2,,CALADA,EGRESO,calada → egreso,12.52
R7,b72cb4b3-e2aa-48f7-b3db-60777b3dc6f2,,INGRESO,PREINGRESO,ingreso → preingreso,11.50
R7,b72cb4b3-e2aa-48f7-b3db-60777b3dc6f2,,PREINGRESO,EGRESO,preingreso → egreso,220.18
R7,8e4d345c-d15a-4ab1-ae7c-88fba17facf5,,INGRESO,PREINGRESO,ingreso → preingreso,9.82
R7,8e4d345c-d15a-4ab1-ae7c-88fba17facf5,,PREINGRESO,CALADA,preingreso → calada,216.32
R7,8e4d345c-d15a-4ab1-ae7c-88fba17facf5,,CALADA,EGRESO,calada → egreso,11.78
R7,dd06413c-b099-4d9f-86c5-9224a9bef491,,PREINGRESO,CALADA,preingreso → calada,202.22
R7,dd06413c-b099-4d9f-86c5-9224a9bef491,,CALADA,EGRESO,calada → egreso,24.46
R7,7179bde0-5976-4347-a41e-825069921931,,INGRESO,CALADA,ingreso → calada,225.90
R7,7179bde0-5976-4347-a41e-825069921931,,CALADA,EGRESO,calada → egreso,6.87
R7,8851c9e1-4d5f-49b1-9501-9def8cec00ca__cycle_2,,INGRESO,PREINGRESO,ingreso → preingreso,5.50
R7,8851c9e1-4d5f-49b1-9501-9def8cec00ca__cycle_2,,PREINGRESO,CALADA,preingreso → calada,220.31
R7,8851c9e1-4d5f-49b1-9501-9def8cec00ca__cycle_2,,CALADA,EGRESO,calada → egreso,10.87
R7,2d1d8620-f1af-4e1c-98cc-baa6e6f64d14,,INGRESO,PREINGRESO,ingreso → preingreso,6.00
R7,2d1d8620-f1af-4e1c-98cc-baa6e6f64d14,,PREINGRESO,CALADA,preingreso → calada,221.90
R7,2d1d8620-f1af-4e1c-98cc-baa6e6f64d14,,CALADA,EGRESO,calada → egreso,14.61
R7,7c32f56f-b846-462e-9add-7793a4abf699,,INGRESO,PREINGRESO,ingreso → preingreso,6.42
R7,7c32f56f-b846-462e-9add-7793a4abf699,,PREINGRESO,CALADA,preingreso → calada,223.57
R7,7c32f56f-b846-462e-9add-7793a4abf699,,CALADA,EGRESO,calada → egreso,13.44
R7,cd1c6c40-1b4b-42c2-b4fe-603d5c787341__cycle_2,,INGRESO,PREINGRESO,ingreso → preingreso,5.58
R7,cd1c6c40-1b4b-42c2-b4fe-603d5c787341__cycle_2,,PREINGRESO,CALADA,preingreso → calada,225.81
R7,cd1c6c40-1b4b-42c2-b4fe-603d5c787341__cycle_2,,CALADA,EGRESO,calada → egreso,15.62
R7,1f9a89ee-dabf-4124-8908-1f99169e2f55__cycle_2,,INGRESO,PREINGRESO,ingreso → preingreso,5.33
R7,1f9a89ee-dabf-4124-8908-1f99169e2f55__cycle_2,,PREINGRESO,EGRESO,preingreso → egreso,240.26
R7,3f37b504-c181-4126-bb74-e3f6a18ef447__cycle_2,,INGRESO,PREINGRESO,ingreso → preingreso,3.92
R7,3f37b504-c181-4126-bb74-e3f6a18ef447__cycle_2,,PREINGRESO,CALADA,preingreso → calada,230.05
R7,3f37b504-c181-4126-bb74-e3f6a18ef447__cycle_2,,CALADA,EGRESO,calada → egreso,9.04
R1,9e36298c-acc8-410e-91d6-ce5d5bce9feb,,PREINGRESO,CALADA,preingreso → calada,228.23
R1,9e36298c-acc8-410e-91d6-ce5d5bce9feb,,CALADA,BALANZA_INGRESO,calada → balanza ingreso,277.49
R7,72b98c0c-5280-45c6-a0a2-f7a0248d3416,,INGRESO,PREINGRESO,ingreso → preingreso,4.17
R7,72b98c0c-5280-45c6-a0a2-f7a0248d3416,,PREINGRESO,CALADA,preingreso → calada,229.65
R7,72b98c0c-5280-45c6-a0a2-f7a0248d3416,,CALADA,EGRESO,calada → egreso,25.63
R1,7dc0b4f9-8e66-4477-88b8-e08e39e976c2__cycle_1,,INGRESO,PREINGRESO,ingreso → preingreso,3.00
R1,7dc0b4f9-8e66-4477-88b8-e08e39e976c2__cycle_1,,PREINGRESO,CALADA,preingreso → calada,235.14
R1,7dc0b4f9-8e66-4477-88b8-e08e39e976c2__cycle_1,,PREINGRESO,BALANZA_INGRESO,preingreso → balanza ingreso,267.63
R7,312d2beb-4595-4308-966d-e7bba9dae56c,,INGRESO,PREINGRESO,ingreso → preingreso,3.08
R7,312d2beb-4595-4308-966d-e7bba9dae56c,,PREINGRESO,CALADA,preingreso → calada,238.22
R7,312d2beb-4595-4308-966d-e7bba9dae56c,,CALADA,EGRESO,calada → egreso,16.87
R7,ccda1cae-9cc5-4a0b-afbe-0bfe3072fd12,,INGRESO,PREINGRESO,ingreso → preingreso,5.33
R7,ccda1cae-9cc5-4a0b-afbe-0bfe3072fd12,,PREINGRESO,CALADA,preingreso → calada,233.39
R7,ccda1cae-9cc5-4a0b-afbe-0bfe3072fd12,,CALADA,EGRESO,calada → egreso,7.71
R7,90a750cc-5132-4c7c-a61e-21d5c624d0e0,,INGRESO,PREINGRESO,ingreso → preingreso,5.83
R7,90a750cc-5132-4c7c-a61e-21d5c624d0e0,,PREINGRESO,CALADA,preingreso → calada,234.55
R7,90a750cc-5132-4c7c-a61e-21d5c624d0e0,,CALADA,EGRESO,calada → egreso,9.30
R5,e4a0870d-0172-4103-b1f3-d0d8a5762089,,INGRESO,CALADA,ingreso → calada,63.56
R5,e4a0870d-0172-4103-b1f3-d0d8a5762089,,CALADA,BALANZA_INGRESO,calada → balanza ingreso,7.16
R7,e85ea118-68d0-4c93-8938-18964e5ca94f,,INGRESO,EGRESO,ingreso → egreso,252.18
R7,4250f303-ea67-41c5-81a5-a6a3cf82785a,,PREINGRESO,CALADA,preingreso → calada,231.14
R7,4250f303-ea67-41c5-81a5-a6a3cf82785a,,CALADA,EGRESO,calada → egreso,14.96
R1,8c5093da-9845-4d9e-bcc9-d0154594db0b__cycle_2,,PREINGRESO,CALADA,preingreso → calada,232.63
R1,c7b0bfcf-e72a-4cb9-a73e-dd6cd9e32d41,,INGRESO,PREINGRESO,ingreso → preingreso,4.92
R1,c7b0bfcf-e72a-4cb9-a73e-dd6cd9e32d41,,PREINGRESO,CALADA,preingreso → calada,227.72
R1,c7b0bfcf-e72a-4cb9-a73e-dd6cd9e32d41,,CALADA,BALANZA_INGRESO,calada → balanza ingreso,233.92
R7,3d92ace3-8543-406f-8489-fb52da8b2e61,,INGRESO,PREINGRESO,ingreso → preingreso,5.00
R7,3d92ace3-8543-406f-8489-fb52da8b2e61,,PREINGRESO,CALADA,preingreso → calada,268.21
R7,3d92ace3-8543-406f-8489-fb52da8b2e61,,CALADA,EGRESO,calada → egreso,12.56
R7,1eec9573-e95a-440e-8564-14bcaed6384b,,INGRESO,CALADA,ingreso → calada,274.88
R7,1eec9573-e95a-440e-8564-14bcaed6384b,,CALADA,EGRESO,calada → egreso,11.13
R7,57c8ed58-f42a-44ce-865b-d2c6fb67e082__cycle_3,,INGRESO,PREINGRESO,ingreso → preingreso,6.00
R7,57c8ed58-f42a-44ce-865b-d2c6fb67e082__cycle_3,,PREINGRESO,CALADA,preingreso → calada,270.79
R7,57c8ed58-f42a-44ce-865b-d2c6fb67e082__cycle_3,,CALADA,EGRESO,calada → egreso,12.39
R7,2d43f705-d10b-4523-9993-28197e4fd46d__cycle_2,,INGRESO,PREINGRESO,ingreso → preingreso,2.42
R7,2d43f705-d10b-4523-9993-28197e4fd46d__cycle_2,,PREINGRESO,CALADA,preingreso → calada,270.68
R7,2d43f705-d10b-4523-9993-28197e4fd46d__cycle_2,,CALADA,EGRESO,calada → egreso,11.84
R1,f24acdea-d588-4e3a-91dd-daa191ca41af,,INGRESO,PREINGRESO,ingreso → preingreso,2.26
