generated_at,source_mode,loaded_event_files_count,loaded_alert_files_count,raw_events_count,raw_alerts_count,plate_registry_events_excluded,plate_registry_alerts_excluded,plate_registry_active_entries,front_events_count,rear_events_count,front_alerts_count,rear_alerts_count,ingreso_frontal_event_count,ingreso_frontal_unique_plates,ingreso_frontal_unique_journeys,ingresos_operativos_count,total_journeys_raw,rear_only_journeys_excluded,journeys_after_rear_filter,final_circuits_count,final_classified_count,final_incomplete_count,final_circuitos_completos,final_circuitos_probables,final_circuitos_sin_ingreso,final_circuitos_sin_egreso,final_incompletos_revision,final_descartados,circuitos_con_ingreso_operativo,circuitos_con_egreso_operativo,circuitos_con_ingreso_y_egreso_operativo,journeys_vs_ingreso_ratio,final_circuits_vs_ingreso_ratio,journey_vs_ingreso_ratio,journey_fragmentation_warning,circuits_above_ingreso_warning,coherence_diagnosis,coherence_messages,motive_rear_only_journey,motive_single_event_discarded,motive_duplicate_suspected,motive_incomplete_sequence,clean_journeys_count,classified_circuits_count,unclassified_journeys_count,single_event_discarded,duplicate_suspected_flagged_journeys,merge_candidates_count,journeys_with_rear_events_removed,total_journeys,journeys_merged_applied,valid_journeys,probable_journeys,incomplete_journeys,anomalous_journeys,non_evaluable_journeys,valid_complete,valid_deduced,non_evaluable_by_coverage,non_evaluable_missing_sequence,anomalous_no_respeta_secuencia,valid_r7_journeys,valid_sl_internal_journeys,transile_external_journeys,anomalies_ricardone,anomalies_san_lorenzo,anomalies_mixto,date_min,date_max,rules_version,journeys_with_operational_alerts,journeys_with_invalid_route,journeys_with_invalid_journey_start,incompletos_with_invalid_journey_start,anomalos_with_invalid_route,operational_alerts_crossed,sl_front_events,sl_journeys_corroboration,sl_journeys_executive_reinforced,committee_completos,committee_variaciones_operativas,committee_anomalias
2026-07-07T22:37:55.322Z,manual_local_files,14,14,47514,51615,0,0,0,47514,0,28763,22852,0,0,0,6599,13202,0,18229,5242,2029,3213,749,1280,0,0,3213,7613,4233,3637,2773,,,,no,no,Coherente,"Ingresos frontales RicIngCamFrente: 0. Ingresos operativos (INGRESO/PREINGRESO en journey): 6599. Journeys Truckflow: 18229. Circuitos finales: 5242 (completos 749, probables 1280).",0,7613,0,0,18229,5641,12588,7613,0,0,0,5242,0,3202,2,540,26,3,671,1119,0,0,24,2824,0,0,2,53,0,2026-06-22,2026-07-05,etl_transform_v12,8162,7603,6625,6519,1204,14228,47514,9589,1430,3203,201,14825
