planta,producto,circuito,tramo_operativo,sector,intervalo_inicio,intervalo_fin,stock_inicial,ocupacion_inicial,ingresos_intervalo,egresos_intervalo,ingresos_acumulados,egresos_acumulados,ocupacion_estimada,umbral_operativo,sobre_umbral,fecha,franja_horaria
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-04T13:30:00,2026-07-04T14:00:00,0,0,0,0,110,109,1,,false,2026-07-04,Tarde
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-04T14:00:00,2026-07-04T14:30:00,0,0,0,1,110,110,0,,false,2026-07-04,Tarde
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-04T14:30:00,2026-07-04T15:00:00,0,0,0,0,110,110,0,,false,2026-07-04,Tarde
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-04T15:00:00,2026-07-04T15:30:00,0,0,0,0,110,110,0,,false,2026-07-04,Tarde
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-04T15:30:00,2026-07-04T16:00:00,0,0,0,0,110,110,0,,false,2026-07-04,Tarde
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-04T16:00:00,2026-07-04T16:30:00,0,0,0,0,110,110,0,,false,2026-07-04,Tarde
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-04T16:30:00,2026-07-04T17:00:00,0,0,0,0,110,110,0,,false,2026-07-04,Tarde
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-04T17:00:00,2026-07-04T17:30:00,0,0,0,0,110,110,0,,false,2026-07-04,Tarde
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-04T17:30:00,2026-07-04T18:00:00,0,0,0,0,110,110,0,,false,2026-07-04,Tarde
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-04T18:00:00,2026-07-04T18:30:00,0,0,0,0,110,110,0,,false,2026-07-04,Noche
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-04T18:30:00,2026-07-04T19:00:00,0,0,0,0,110,110,0,,false,2026-07-04,Noche
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-04T19:00:00,2026-07-04T19:30:00,0,0,0,0,110,110,0,,false,2026-07-04,Noche
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-04T19:30:00,2026-07-04T20:00:00,0,0,0,0,110,110,0,,false,2026-07-04,Noche
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-04T20:00:00,2026-07-04T20:30:00,0,0,0,0,110,110,0,,false,2026-07-04,Noche
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-04T20:30:00,2026-07-04T21:00:00,0,0,0,0,110,110,0,,false,2026-07-04,Noche
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-04T21:00:00,2026-07-04T21:30:00,0,0,0,0,110,110,0,,false,2026-07-04,Noche
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-04T21:30:00,2026-07-04T22:00:00,0,0,0,0,110,110,0,,false,2026-07-04,Noche
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-04T22:00:00,2026-07-04T22:30:00,0,0,0,0,110,110,0,,false,2026-07-04,Noche
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-04T22:30:00,2026-07-04T23:00:00,0,0,0,0,110,110,0,,false,2026-07-04,Noche
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-04T23:00:00,2026-07-04T23:30:00,0,0,0,0,110,110,0,,false,2026-07-04,Noche
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-04T23:30:00,2026-07-05T00:00:00,0,0,0,0,110,110,0,,false,2026-07-04,Noche
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T00:00:00,2026-07-05T00:30:00,0,0,0,0,110,110,0,,false,2026-07-05,Noche
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T00:30:00,2026-07-05T01:00:00,0,0,0,0,110,110,0,,false,2026-07-05,Noche
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T01:00:00,2026-07-05T01:30:00,0,0,0,0,110,110,0,,false,2026-07-05,Noche
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T01:30:00,2026-07-05T02:00:00,0,0,0,0,110,110,0,,false,2026-07-05,Noche
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T02:00:00,2026-07-05T02:30:00,0,0,0,0,110,110,0,,false,2026-07-05,Noche
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T02:30:00,2026-07-05T03:00:00,0,0,0,0,110,110,0,,false,2026-07-05,Noche
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T03:00:00,2026-07-05T03:30:00,0,0,0,0,110,110,0,,false,2026-07-05,Noche
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T03:30:00,2026-07-05T04:00:00,0,0,0,0,110,110,0,,false,2026-07-05,Noche
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T04:00:00,2026-07-05T04:30:00,0,0,0,0,110,110,0,,false,2026-07-05,Noche
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T04:30:00,2026-07-05T05:00:00,0,0,0,0,110,110,0,,false,2026-07-05,Noche
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T05:00:00,2026-07-05T05:30:00,0,0,0,0,110,110,0,,false,2026-07-05,Noche
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T05:30:00,2026-07-05T06:00:00,0,0,0,0,110,110,0,,false,2026-07-05,Noche
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T06:00:00,2026-07-05T06:30:00,0,0,0,0,110,110,0,,false,2026-07-05,Mañana
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T06:30:00,2026-07-05T07:00:00,0,0,0,0,110,110,0,,false,2026-07-05,Mañana
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T07:00:00,2026-07-05T07:30:00,0,0,0,0,110,110,0,,false,2026-07-05,Mañana
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T07:30:00,2026-07-05T08:00:00,0,0,0,0,110,110,0,,false,2026-07-05,Mañana
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T08:00:00,2026-07-05T08:30:00,0,0,0,0,110,110,0,,false,2026-07-05,Mañana
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T08:30:00,2026-07-05T09:00:00,0,0,0,0,110,110,0,,false,2026-07-05,Mañana
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T09:00:00,2026-07-05T09:30:00,0,0,0,0,110,110,0,,false,2026-07-05,Mañana
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T09:30:00,2026-07-05T10:00:00,0,0,0,0,110,110,0,,false,2026-07-05,Mañana
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T10:00:00,2026-07-05T10:30:00,0,0,0,0,110,110,0,,false,2026-07-05,Mañana
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T10:30:00,2026-07-05T11:00:00,0,0,0,0,110,110,0,,false,2026-07-05,Mañana
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T11:00:00,2026-07-05T11:30:00,0,0,0,0,110,110,0,,false,2026-07-05,Mañana
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T11:30:00,2026-07-05T12:00:00,0,0,0,0,110,110,0,,false,2026-07-05,Mañana
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T12:00:00,2026-07-05T12:30:00,0,0,0,0,110,110,0,,false,2026-07-05,Tarde
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T12:30:00,2026-07-05T13:00:00,0,0,0,0,110,110,0,,false,2026-07-05,Tarde
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T13:00:00,2026-07-05T13:30:00,0,0,0,0,110,110,0,,false,2026-07-05,Tarde
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T13:30:00,2026-07-05T14:00:00,0,0,0,0,110,110,0,,false,2026-07-05,Tarde
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T14:00:00,2026-07-05T14:30:00,0,0,0,0,110,110,0,,false,2026-07-05,Tarde
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T14:30:00,2026-07-05T15:00:00,0,0,0,0,110,110,0,,false,2026-07-05,Tarde
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T15:00:00,2026-07-05T15:30:00,0,0,0,0,110,110,0,,false,2026-07-05,Tarde
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T15:30:00,2026-07-05T16:00:00,0,0,0,0,110,110,0,,false,2026-07-05,Tarde
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T16:00:00,2026-07-05T16:30:00,0,0,0,0,110,110,0,,false,2026-07-05,Tarde
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T16:30:00,2026-07-05T17:00:00,0,0,0,0,110,110,0,,false,2026-07-05,Tarde
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T17:00:00,2026-07-05T17:30:00,0,0,0,0,110,110,0,,false,2026-07-05,Tarde
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T17:30:00,2026-07-05T18:00:00,0,0,0,0,110,110,0,,false,2026-07-05,Tarde
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T18:00:00,2026-07-05T18:30:00,0,0,0,0,110,110,0,,false,2026-07-05,Noche
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T18:30:00,2026-07-05T19:00:00,0,0,0,0,110,110,0,,false,2026-07-05,Noche
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T19:00:00,2026-07-05T19:30:00,0,0,0,0,110,110,0,,false,2026-07-05,Noche
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T19:30:00,2026-07-05T20:00:00,0,0,0,0,110,110,0,,false,2026-07-05,Noche
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T20:00:00,2026-07-05T20:30:00,0,0,0,0,110,110,0,,false,2026-07-05,Noche
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T20:30:00,2026-07-05T21:00:00,0,0,0,0,110,110,0,,false,2026-07-05,Noche
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T21:00:00,2026-07-05T21:30:00,0,0,0,0,110,110,0,,false,2026-07-05,Noche
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T21:30:00,2026-07-05T22:00:00,0,0,0,0,110,110,0,,false,2026-07-05,Noche
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T22:00:00,2026-07-05T22:30:00,0,0,2,0,112,110,2,,false,2026-07-05,Noche
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T22:30:00,2026-07-05T23:00:00,0,0,0,0,112,110,2,,false,2026-07-05,Noche
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T23:00:00,2026-07-05T23:30:00,0,0,0,1,112,111,1,,false,2026-07-05,Noche
RICARDONE,GIRASOL,R5,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T23:30:00,2026-07-06T00:00:00,0,0,0,1,112,112,0,,false,2026-07-05,Noche
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T00:00:00,2026-06-27T00:30:00,0,0,0,0,0,0,0,,false,2026-06-27,Noche
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T00:30:00,2026-06-27T01:00:00,0,0,0,0,0,0,0,,false,2026-06-27,Noche
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T01:00:00,2026-06-27T01:30:00,0,0,0,0,0,0,0,,false,2026-06-27,Noche
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T01:30:00,2026-06-27T02:00:00,0,0,0,0,0,0,0,,false,2026-06-27,Noche
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T02:00:00,2026-06-27T02:30:00,0,0,0,0,0,0,0,,false,2026-06-27,Noche
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T02:30:00,2026-06-27T03:00:00,0,0,0,0,0,0,0,,false,2026-06-27,Noche
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T03:00:00,2026-06-27T03:30:00,0,0,0,0,0,0,0,,false,2026-06-27,Noche
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T03:30:00,2026-06-27T04:00:00,0,0,0,0,0,0,0,,false,2026-06-27,Noche
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T04:00:00,2026-06-27T04:30:00,0,0,0,0,0,0,0,,false,2026-06-27,Noche
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T04:30:00,2026-06-27T05:00:00,0,0,0,0,0,0,0,,false,2026-06-27,Noche
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T05:00:00,2026-06-27T05:30:00,0,0,0,0,0,0,0,,false,2026-06-27,Noche
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T05:30:00,2026-06-27T06:00:00,0,0,0,0,0,0,0,,false,2026-06-27,Noche
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T06:00:00,2026-06-27T06:30:00,0,0,0,0,0,0,0,,false,2026-06-27,Mañana
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T06:30:00,2026-06-27T07:00:00,0,0,0,0,0,0,0,,false,2026-06-27,Mañana
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T07:00:00,2026-06-27T07:30:00,0,0,0,0,0,0,0,,false,2026-06-27,Mañana
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T07:30:00,2026-06-27T08:00:00,0,0,0,0,0,0,0,,false,2026-06-27,Mañana
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T08:00:00,2026-06-27T08:30:00,0,0,0,0,0,0,0,,false,2026-06-27,Mañana
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T08:30:00,2026-06-27T09:00:00,0,0,0,0,0,0,0,,false,2026-06-27,Mañana
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T09:00:00,2026-06-27T09:30:00,0,0,0,0,0,0,0,,false,2026-06-27,Mañana
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T09:30:00,2026-06-27T10:00:00,0,0,0,0,0,0,0,,false,2026-06-27,Mañana
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T10:00:00,2026-06-27T10:30:00,0,0,0,0,0,0,0,,false,2026-06-27,Mañana
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T10:30:00,2026-06-27T11:00:00,0,0,0,0,0,0,0,,false,2026-06-27,Mañana
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T11:00:00,2026-06-27T11:30:00,0,0,0,0,0,0,0,,false,2026-06-27,Mañana
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T11:30:00,2026-06-27T12:00:00,0,0,0,0,0,0,0,,false,2026-06-27,Mañana
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T12:00:00,2026-06-27T12:30:00,0,0,0,0,0,0,0,,false,2026-06-27,Tarde
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T12:30:00,2026-06-27T13:00:00,0,0,0,0,0,0,0,,false,2026-06-27,Tarde
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T13:00:00,2026-06-27T13:30:00,0,0,0,0,0,0,0,,false,2026-06-27,Tarde
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T13:30:00,2026-06-27T14:00:00,0,0,0,0,0,0,0,,false,2026-06-27,Tarde
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T14:00:00,2026-06-27T14:30:00,0,0,0,0,0,0,0,,false,2026-06-27,Tarde
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T14:30:00,2026-06-27T15:00:00,0,0,0,0,0,0,0,,false,2026-06-27,Tarde
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T15:00:00,2026-06-27T15:30:00,0,0,0,0,0,0,0,,false,2026-06-27,Tarde
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T15:30:00,2026-06-27T16:00:00,0,0,0,0,0,0,0,,false,2026-06-27,Tarde
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T16:00:00,2026-06-27T16:30:00,0,0,0,0,0,0,0,,false,2026-06-27,Tarde
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T16:30:00,2026-06-27T17:00:00,0,0,0,0,0,0,0,,false,2026-06-27,Tarde
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T17:00:00,2026-06-27T17:30:00,0,0,0,0,0,0,0,,false,2026-06-27,Tarde
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T17:30:00,2026-06-27T18:00:00,0,0,0,0,0,0,0,,false,2026-06-27,Tarde
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T18:00:00,2026-06-27T18:30:00,0,0,0,0,0,0,0,,false,2026-06-27,Noche
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T18:30:00,2026-06-27T19:00:00,0,0,1,0,1,0,1,,false,2026-06-27,Noche
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T19:00:00,2026-06-27T19:30:00,0,0,2,0,3,0,3,,false,2026-06-27,Noche
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T19:30:00,2026-06-27T20:00:00,0,0,0,0,3,0,3,,false,2026-06-27,Noche
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T20:00:00,2026-06-27T20:30:00,0,0,1,0,4,0,4,,false,2026-06-27,Noche
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T20:30:00,2026-06-27T21:00:00,0,0,0,0,4,0,4,,false,2026-06-27,Noche
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T21:00:00,2026-06-27T21:30:00,0,0,0,0,4,0,4,,false,2026-06-27,Noche
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T21:30:00,2026-06-27T22:00:00,0,0,0,0,4,0,4,,false,2026-06-27,Noche
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T22:00:00,2026-06-27T22:30:00,0,0,0,1,4,1,3,,false,2026-06-27,Noche
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T22:30:00,2026-06-27T23:00:00,0,0,0,0,4,1,3,,false,2026-06-27,Noche
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T23:00:00,2026-06-27T23:30:00,0,0,0,0,4,1,3,,false,2026-06-27,Noche
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-27T23:30:00,2026-06-28T00:00:00,0,0,0,0,4,1,3,,false,2026-06-27,Noche
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-28T00:00:00,2026-06-28T00:30:00,0,0,0,0,4,1,3,,false,2026-06-28,Noche
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-28T00:30:00,2026-06-28T01:00:00,0,0,0,0,4,1,3,,false,2026-06-28,Noche
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-28T01:00:00,2026-06-28T01:30:00,0,0,0,2,4,3,1,,false,2026-06-28,Noche
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-28T01:30:00,2026-06-28T02:00:00,0,0,0,1,4,4,0,,false,2026-06-28,Noche
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-28T02:00:00,2026-06-28T02:30:00,0,0,0,0,4,4,0,,false,2026-06-28,Noche
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-28T02:30:00,2026-06-28T03:00:00,0,0,0,0,4,4,0,,false,2026-06-28,Noche
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-28T03:00:00,2026-06-28T03:30:00,0,0,0,0,4,4,0,,false,2026-06-28,Noche
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-28T03:30:00,2026-06-28T04:00:00,0,0,0,0,4,4,0,,false,2026-06-28,Noche
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-28T04:00:00,2026-06-28T04:30:00,0,0,1,0,5,4,1,,false,2026-06-28,Noche
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-28T04:30:00,2026-06-28T05:00:00,0,0,0,0,5,4,1,,false,2026-06-28,Noche
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-28T05:00:00,2026-06-28T05:30:00,0,0,0,0,5,4,1,,false,2026-06-28,Noche
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-28T05:30:00,2026-06-28T06:00:00,0,0,0,0,5,4,1,,false,2026-06-28,Noche
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-28T06:00:00,2026-06-28T06:30:00,0,0,0,0,5,4,1,,false,2026-06-28,Mañana
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-28T06:30:00,2026-06-28T07:00:00,0,0,0,0,5,4,1,,false,2026-06-28,Mañana
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-28T07:00:00,2026-06-28T07:30:00,0,0,0,0,5,4,1,,false,2026-06-28,Mañana
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-28T07:30:00,2026-06-28T08:00:00,0,0,0,0,5,4,1,,false,2026-06-28,Mañana
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-28T08:00:00,2026-06-28T08:30:00,0,0,0,1,5,5,0,,false,2026-06-28,Mañana
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-28T08:30:00,2026-06-28T09:00:00,0,0,0,0,5,5,0,,false,2026-06-28,Mañana
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-28T09:00:00,2026-06-28T09:30:00,0,0,0,0,5,5,0,,false,2026-06-28,Mañana
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-28T09:30:00,2026-06-28T10:00:00,0,0,0,0,5,5,0,,false,2026-06-28,Mañana
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-28T10:00:00,2026-06-28T10:30:00,0,0,0,0,5,5,0,,false,2026-06-28,Mañana
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-28T10:30:00,2026-06-28T11:00:00,0,0,0,0,5,5,0,,false,2026-06-28,Mañana
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-28T11:00:00,2026-06-28T11:30:00,0,0,0,0,5,5,0,,false,2026-06-28,Mañana
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-28T11:30:00,2026-06-28T12:00:00,0,0,0,0,5,5,0,,false,2026-06-28,Mañana
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-28T12:00:00,2026-06-28T12:30:00,0,0,0,0,5,5,0,,false,2026-06-28,Tarde
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-28T12:30:00,2026-06-28T13:00:00,0,0,0,0,5,5,0,,false,2026-06-28,Tarde
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-28T13:00:00,2026-06-28T13:30:00,0,0,0,0,5,5,0,,false,2026-06-28,Tarde
RICARDONE,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-28T13:30:00,2026-06-28T14:00:00,0,0,0,0,5,5,0,,false,2026-06-28,Tarde
