external_operation_id,plate_normalized,resolved_executive_circuit,resolved_product,resolved_platform,cohort,riccalliq_in_truckflow,s10_liquid_in_truckflow,sl_circuit,bridge_ric_sl,truckflow_circuit_codes,excel_planta,notes
CTG_30033270413,WGV770,R7,PELLETS GIRASOL,VOLCABLE_PTO_4,transile_externo_ric_sl,true,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133152976,PCQ548,R1,MAIZ,CELDA_171_-_CENTRO,sin_riccalliq,false,false,,false,,AVELLANEDA,plate_not_in_any_journey
CTG_10133245393,AF071ON,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033270445,UKL882,,PELLETS GIRASOL,CARGA_SILO_11,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10133245062,AC116LD,R7,SOJA,VOLCABLE_PTO_3,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133241459,DNF095,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133246302,HJV079,R7,SOJA,VOLCABLE_PTO_3,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233266715,EDP388,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033270422,HNE318,R7,PELLETS GIRASOL,VOLCABLE_PTO_4,transile_externo_ric_sl,true,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033270451,ROS380,,PELLETS GIRASOL,CARGA_SILO_11,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10233262480,ESZ694,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033270432,URM438,R7,PELLETS GIRASOL,VOLCABLE_PTO_4,transile_externo_ric_sl,true,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133239441,GNS137,R7,SOJA,VOLCABLE_PTO_3,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133239693,GJS739,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233244241,OHD614,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133236572,FTR545,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233260684,HPD400,R7,SOJA,VOLCABLE_PTO_3,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133241069,AH109KN,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133242207,FZB837,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033270455,VHL423,,PELLETS GIRASOL,CARGA_SILO_11,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_30033270439,EHS233,R7,PELLETS GIRASOL,VOLCABLE_PTO_4,transile_externo_ric_sl,true,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133155327,RJP975,R1,MAIZ,CELDA_171_-_CENTRO,sin_riccalliq,false,false,,false,,AVELLANEDA,plate_not_in_any_journey
CTG_10233263110,AH730JV,R7,SOJA,VOLCABLE_PTO_3,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
COMPROB_000200430931,HLF936,,CHIP DE EUCALIPTUS,PLAYA_LEÑA_Y_CHIP,sin_riccalliq,false,false,,false,,AVELLANEDA,plate_not_in_any_journey
CTG_10133232093,FDM645,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033270445,UKL882,R7,PELLETS GIRASOL,VOLCABLE_PTO_4,transile_externo_ric_sl,true,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133239422,FFV632,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033270460,DIH255,,PELLETS GIRASOL,,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_30033270463,EYH843,,PELLETS GIRASOL,,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_30033270465,SWQ863,,PELLETS GIRASOL,CARGA_SILO_11,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10133248791,DHY514,R7,SOJA,VOLCABLE_PTO_3,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133232281,AH778SY,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133231664,AH778SX,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233256895,FNK926,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133248247,FJC555,R7,SOJA,VOLCABLE_PTO_3,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233266489,AF674YH,R7,SOJA,VOLCABLE_PTO_3,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033270470,VJG112,,PELLETS GIRASOL,,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_30033270451,ROS380,R7,PELLETS GIRASOL,VOLCABLE_PTO_4,transile_externo_ric_sl,true,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133248462,TMX418,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233264802,GQZ694,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133241902,OFK464,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033270475,TAO150,,PELLETS GIRASOL,CARGA_SILO_11,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_30033270477,UWX998,,PELLETS GIRASOL,CARGA_SILO_11,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10133242741,AE536IF,R7,SOJA,VOLCABLE_PTO_3,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133259826,HPN846,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133224593,AF052BR,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233252022,AA614JI,R7,SOJA,VOLCABLE_PTO_3,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233243161,VNP426,R1,MAIZ,CELDA_171_-_CENTRO,sin_riccalliq,false,false,,false,,AVELLANEDA,plate_not_in_any_journey
CTG_10133259198,GIU997,R7,SOJA,VOLCABLE_PTO_3,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133259411,GTF056,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133229194,AH011OC,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033270481,RXD557,,PELLETS GIRASOL,CARGA_SILO_11,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_30033270455,VHL423,R7,PELLETS GIRASOL,VOLCABLE_PTO_4,transile_externo_ric_sl,true,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033270460,DIH255,R7,PELLETS GIRASOL,VOLCABLE_PTO_4,transile_externo_ric_sl,true,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133239254,AH377YD,R7,SOJA,VOLCABLE_PTO_3,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133238073,MMU940,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033270484,AZG422,,PELLETS GIRASOL,CARGA_SILO_11,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10133247780,LOW017,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133239467,AA687SA,R7,SOJA,VOLCABLE_PTO_3,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233258999,GLL240,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133259930,HFB532,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033270488,TAC436,,PELLETS GIRASOL,CARGA_SILO_11,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10133240539,RPH228,R7,SOJA,VOLCABLE_PTO_3,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033270490,BVS300,,PELLETS GIRASOL,CARGA_SILO_11,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_30033270463,EYH843,R7,PELLETS GIRASOL,VOLCABLE_PTO_4,transile_externo_ric_sl,true,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233247123,UQW840,R1,MAIZ,CELDA_171_-_CENTRO,sin_riccalliq,false,false,,false,,AVELLANEDA,plate_not_in_any_journey
CTG_30033270493,FFM492,,PELLETS GIRASOL,,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10133248693,GJH052,R7,SOJA,VOLCABLE_PTO_3,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133241152,AG119YZ,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133232915,NPM286,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133249277,AB552CU,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033270465,SWQ863,R7,PELLETS GIRASOL,VOLCABLE_PTO_4,transile_externo_ric_sl,true,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133240610,AE989HC,R7,SOJA,VOLCABLE_PTO_3,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033270499,AYB759,,PELLETS GIRASOL,CARGA_SILO_11,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10233258661,NFJ540,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233253357,KQI437,R7,SOJA,VOLCABLE_PTO_3,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033270503,RHL029,,PELLETS GIRASOL,CARGA_SILO_11,sin_riccalliq,false,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10233259742,KJW067,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
COMPROB_000200430934,WEM025,,LEÑA CORTA SELECC,PLAYA_LEÑA_Y_CHIP,sin_riccalliq,false,false,,false,,AVELLANEDA,plate_not_in_any_journey
CTG_30033270470,VJG112,R7,PELLETS GIRASOL,VOLCABLE_PTO_4,transile_externo_ric_sl,true,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133232869,AE601HP,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233265793,BER232,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233260391,AB085UB,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133252315,MKW109,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133243005,AB304NY,R7,SOJA,VOLCABLE_PTO_3,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033270475,TAO150,R7,PELLETS GIRASOL,VOLCABLE_PTO_4,transile_externo_ric_sl,true,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033270517,AAE877,,PELLETS GIRASOL,,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10133242547,AC310RN,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133257340,AH488IG,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033270477,UWX998,R7,PELLETS GIRASOL,VOLCABLE_PTO_4,transile_externo_ric_sl,true,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133247121,JTB755,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
COMPROB_000200319688,AB747VW,,ALCOHOL ETILICO ANHIDRO P/ BIOCOMB ORIG CEREAL,T1002,sin_riccalliq,false,false,,false,,AVELLANEDA,plate_not_in_any_journey
CTG_30033270481,RXD557,R7,PELLETS GIRASOL,VOLCABLE_PTO_4,transile_externo_ric_sl,true,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233247881,LXL506,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033270535,LZB017,,PELLETS GIRASOL,,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10133228153,JIJ145,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133224119,HBH765,R1,MAIZ,CELDA_171_-_CENTRO,sin_riccalliq,false,false,,false,,AVELLANEDA,plate_not_in_any_journey
CTG_10133227502,JEM831,R1,MAIZ,CELDA_171_-_CENTRO,sin_riccalliq,false,false,,false,,AVELLANEDA,plate_not_in_any_journey
CTG_10133257921,JWZ244,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233252377,COZ189,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033270484,AZG422,R7,PELLETS GIRASOL,VOLCABLE_PTO_4,transile_externo_ric_sl,true,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233229486,KLT797,R7,SOJA,VOLCABLE_PTO_2,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133265972,HER804,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233262720,AG227NB,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033270488,TAC436,R7,PELLETS GIRASOL,VOLCABLE_PTO_4,transile_externo_ric_sl,true,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033270586,RYJ562,,PELLETS GIRASOL,CARGA_SILO_11,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_30033270587,WCC802,,PELLETS GIRASOL,CARGA_SILO_11,sin_riccalliq,false,false,,false,,RICARDONE,plate_not_in_any_journey
COMPROB_000200430937,UVF351,R1,LEÑA CORTA,CELDA_171_-_CENTRO,sin_riccalliq,false,false,,false,,AVELLANEDA,plate_not_in_any_journey
CTG_30033270490,BVS300,R7,PELLETS GIRASOL,VOLCABLE_PTO_4,transile_externo_ric_sl,true,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133233555,AH254AH,R1,MAIZ,CELDA_171_-_CENTRO,sin_riccalliq,false,false,,false,,AVELLANEDA,plate_not_in_any_journey
CTG_10133246442,GFE112,R5,GIRASOL,VOLCABLE_1,sin_riccalliq,false,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_30033270493,FFM492,R7,PELLETS GIRASOL,VOLCABLE_PTO_4,transile_externo_ric_sl,true,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133247888,AHK838,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133250279,KAD345,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233248485,JRE457,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233176767,AC726NL,R1,MAIZ,CELDA_171_-_CENTRO,sin_riccalliq,false,false,,false,,AVELLANEDA,plate_not_in_any_journey
CTG_10233258683,PDD400,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233254391,KPG455,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133245693,KDF793,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133253482,OGU444,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133227432,POF783,R1,MAIZ,CELDA_171_-_CENTRO,sin_riccalliq,false,false,,false,,AVELLANEDA,plate_not_in_any_journey
CTG_10133248096,OMJ593,R5,GIRASOL,VOLCABLE_1,sin_riccalliq,false,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_30033270794,XMZ495,,PELLETS GIRASOL,CARGA_SILO_11,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_30033270805,RQC013,,PELLETS GIRASOL,CARGA_SILO_11,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_30033270811,WGV770,,PELLETS GIRASOL,CARGA_SILO_11,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
COMPROB_000301065104,LFT141,,PRODUCTOS VARIOS,VARIOS,sin_riccalliq,false,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10133258872,MXF737,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
COMPROB_000200430941,HHQ888,,CHIP DE EUCALIPTUS,PLAYA_LEÑA_Y_CHIP,sin_riccalliq,false,false,,false,,AVELLANEDA,plate_not_in_any_journey
COMPROB_000301065105,NLR442,,PRODUCTOS VARIOS,VARIOS,sin_riccalliq,false,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10133261526,AE950IJ,R5,GIRASOL,VOLCABLE_1,sin_riccalliq,false,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10133232338,AB358IF,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233263941,LRP307,R1,MAIZ,CELDA_171_-_CENTRO,sin_riccalliq,false,false,,false,,AVELLANEDA,plate_not_in_any_journey
CTG_10233252496,AC266KR,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10233256027,AB974GF,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133226196,HAI198,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133226544,HIA854,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133240215,AE398PP,R1,MAIZ,CELDA_171_-_CENTRO,sin_riccalliq,false,false,,false,,AVELLANEDA,plate_not_in_any_journey
CTG_10233245889,AE522MV,R1,SOJA,CELDA_16,sin_riccalliq,false,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_30033271595,HNE318,,PELLETS GIRASOL,CARGA_SILO_11,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10233252618,VDB780,R5,GIRASOL,VOLCABLE_1,sin_riccalliq,false,false,,false,,RICARDONE,plate_not_in_any_journey
COMPROB_000400419054,JIA232,,TIERRA DESC FILTROS,,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133261552,AE804MX,R1,SOJA,CELDA_16,sin_riccalliq,false,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10133261313,LKG132,R1,SOJA,CELDA_16,sin_riccalliq,false,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10133265069,NJD066,R1,SOJA,CELDA_16,sin_riccalliq,false,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10133266583,ILL240,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
COMPROB_000301457562,JOZ498,R8,GLICERINA,ACEITE,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_30033272330,UKL882,,PELLETS GIRASOL,CARGA_SILO_11,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10133240345,AI112IM,R1,MAIZ,CELDA_171_-_CENTRO,sin_riccalliq,false,false,,false,,AVELLANEDA,plate_not_in_any_journey
COMPROB_000400419055,LKJ248,SL1,ACEITE GIRASOL REFINADO,ACEITE_OSL,sl_liquido_san_lorenzo,false,false,SL1,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133258397,LYH418,R1,SOJA,CELDA_16,sin_riccalliq,false,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_30033272535,ECX249,,PELLETS GIRASOL,CARGA_SILO_11,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10133257796,SRJ293,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133251163,AF549QX,R1,SOJA,CELDA_16,sin_riccalliq,false,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_30033272694,URM438,,PELLETS GIRASOL,CARGA_SILO_11,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_30033272744,ROS380,,PELLETS GIRASOL,CARGA_SILO_11,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10133254597,AF970MY,R1,SOJA,CELDA_16,sin_riccalliq,false,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10133240129,HLO010,R1,SOJA,CELDA_16,sin_riccalliq,false,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_30033272919,EHS233,,PELLETS GIRASOL,CARGA_SILO_11,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_30033272954,DIH255,,PELLETS GIRASOL,,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10133257438,AA288YX,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133246841,AA292TE,R1,SOJA,CELDA_16,sin_riccalliq,false,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10133257792,ISW855,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033273078,VHL423,,PELLETS GIRASOL,CARGA_SILO_11,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
COMPROB_000200319689,JPN892,,DDG BURLANDA SECA DE MAIZ SIN SOLUBLES,DEPOSITO_BURLANDAS,sin_riccalliq,false,false,,false,,AVELLANEDA,plate_not_in_any_journey
COMPROB_000301065114,BWV144,,PRODUCTOS VARIOS,VARIOS,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
COMPROB_000400419056,MSE565,,PRODUCTOS VARIOS,,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_30033273311,EYH843,,PELLETS GIRASOL,,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
CTG_10133257234,AB058QV,R7,SOJA,VOLCABLE_PTO_5,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
COMPROB_000301065116,AYM824,,PRODUCTOS VARIOS,VARIOS,sin_riccalliq,false,false,,false,,RICARDONE,plate_not_in_any_journey
COMPROB_000400419057,GYW157,SL3,GLICERINA REFINADA,,sin_riccalliq,false,false,,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
CTG_10133223314,LKB646,R1,MAIZ,CELDA_171_-_CENTRO,sin_riccalliq,false,false,,false,,AVELLANEDA,plate_not_in_any_journey
CTG_30033273655,RDL445,,PELLETS GIRASOL,CARGA_SILO_11,transile_externo_ric_sl,true,false,,false,,RICARDONE,plate_not_in_any_journey
COMPROB_000400419058,BTS626,SL1,AGUA POTABLE,ACEITE_OSL,sl_liquido_san_lorenzo,false,false,SL1,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
COMPROB_000400419059,LGZ704,SL1,ACEITE GIRASOL REFINADO,ACEITE_OSL,sl_liquido_san_lorenzo,false,false,SL1,false,,TERMINAL_EMBARQUE,plate_not_in_any_journey
