journey_id,patente,producto,circuito,tramo_operativo,sector,timestamp_inicio,timestamp_fin,duracion_minutos,es_stock_inicial,motivo_stock_inicial,fecha_inicio,hora_inicio,fecha_fin,hora_fin,estado_ejecutivo,planta
CTG_10233178017,KSB500,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-28T22:39:00,2026-06-29T02:29:00,230,false,,2026-06-28,22:39,2026-06-29,02:29,,RICARDONE
CTG_10233167730,EJE537,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-28T23:47:00,2026-06-29T03:50:00,243,false,,2026-06-28,23:47,2026-06-29,03:50,,RICARDONE
CTG_10233185571,DOM294,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-29T08:16:00,2026-06-29T12:39:00,263,false,,2026-06-29,08:16,2026-06-29,12:39,,RICARDONE
CTG_10233180926,AH355HT,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-29T08:35:00,2026-06-29T13:24:00,289,false,,2026-06-29,08:35,2026-06-29,13:24,,RICARDONE
CTG_10133179564,AI211ER,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-29T07:21:00,2026-06-29T12:12:00,291,false,,2026-06-29,07:21,2026-06-29,12:12,,RICARDONE
CTG_10133189702,AH770XS,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-06-29T08:57:00,2026-06-29T14:02:00,305,false,,2026-06-29,08:57,2026-06-29,14:02,,RICARDONE
CTG_10133286681,UPG529,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-02T07:57:00,2026-07-02T11:14:00,197,false,,2026-07-02,07:57,2026-07-02,11:14,,RICARDONE
CTG_10133300336,AB480ZF,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-02T06:13:00,2026-07-02T10:02:00,229,false,,2026-07-02,06:13,2026-07-02,10:02,,RICARDONE
CTG_10133275810,AH464JO,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-02T06:47:00,2026-07-02T10:38:00,231,false,,2026-07-02,06:47,2026-07-02,10:38,,RICARDONE
CTG_10133272055,PAM446,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-02T07:18:00,2026-07-02T11:47:00,269,false,,2026-07-02,07:18,2026-07-02,11:47,,RICARDONE
CTG_10233310776,IZX624,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-02T22:46:00,2026-07-03T03:34:00,288,false,,2026-07-02,22:46,2026-07-03,03:34,,RICARDONE
CTG_10133300280,GFY939,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-02T01:07:00,2026-07-02T05:59:00,292,false,,2026-07-02,01:07,2026-07-02,05:59,,RICARDONE
CTG_10233311288,AC256KU,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-02T23:16:00,2026-07-03T04:12:00,296,false,,2026-07-02,23:16,2026-07-03,04:12,,RICARDONE
CTG_10133306882,BEX559,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-02T23:43:00,2026-07-03T04:48:00,305,false,,2026-07-02,23:43,2026-07-03,04:48,,RICARDONE
CTG_10133300232,IPM074,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-02T04:03:00,2026-07-02T09:12:00,309,false,,2026-07-02,04:03,2026-07-02,09:12,,RICARDONE
CTG_10133306222,AI066EN,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-02T21:17:00,2026-07-03T02:51:00,334,false,,2026-07-02,21:17,2026-07-03,02:51,,RICARDONE
CTG_10233294782,AH592SR,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-02T04:08:00,2026-07-02T09:44:00,336,false,,2026-07-02,04:08,2026-07-02,09:44,,RICARDONE
CTG_10133307624,AH703YY,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-02T20:25:00,2026-07-03T02:15:00,350,false,,2026-07-02,20:25,2026-07-03,02:15,,RICARDONE
CTG_10133300426,JXE484,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-02T03:07:00,2026-07-02T08:58:00,351,false,,2026-07-02,03:07,2026-07-02,08:58,,RICARDONE
CTG_10133275631,SBR876,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-02T02:33:00,2026-07-02T08:33:00,360,false,,2026-07-02,02:33,2026-07-02,08:33,,RICARDONE
CTG_10133307463,OQR626,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-03T03:04:00,2026-07-03T05:24:00,140,false,,2026-07-03,03:04,2026-07-03,05:24,,RICARDONE
CTG_10233334750,GFG620,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-03T07:34:00,2026-07-03T11:34:00,240,false,,2026-07-03,07:34,2026-07-03,11:34,,RICARDONE
CTG_10233334769,RYL693,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-03T07:45:00,2026-07-03T12:34:00,289,false,,2026-07-03,07:45,2026-07-03,12:34,,RICARDONE
CTG_10133278060,JLJ994,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-03T00:21:00,2026-07-03T06:13:00,352,false,,2026-07-03,00:21,2026-07-03,06:13,,RICARDONE
CTG_10233325826,GPL355,GIRASOL,R6,ingreso → balanza egreso,ingreso → balanza egreso,2026-07-05T14:05:00,2026-07-05T18:44:00,279,false,,2026-07-05,14:05,2026-07-05,18:44,,RICARDONE
