external_operation_id,plate_normalized,excel_planta,source_date,circuit,excel_platform,audit_site,required_camera,riccalliq_captured,s10_captured,s10_devices_hit,s10_roles,unified_slot_gap,expected_sl_role,truckflow_match_quality,excel_in_truckflow_window,matched_journey_uids,analysis_ready_for_scatter,camera_best_instant
COMPROB_000301065228,XXXXXX,RICARDONE,2026-07-02,SL3,,ricardone_calada,RicCalLiq,false,false,,,neither,ric_calada,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000301457698,XXXXXX,RICARDONE,2026-07-02,SL3,,ricardone_calada,RicCalLiq,false,false,,,neither,ric_calada,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000301065230,XXXXXX,RICARDONE,2026-07-02,SL3,,ricardone_calada,RicCalLiq,false,false,,,neither,ric_calada,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000301457699,XXXXXX,RICARDONE,2026-07-02,SL3,,ricardone_calada,RicCalLiq,false,false,,,neither,ric_calada,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000301065231,XXXXXX,RICARDONE,2026-07-02,SL3,,ricardone_calada,RicCalLiq,false,false,,,neither,ric_calada,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000301457700,XXXXXX,RICARDONE,2026-07-02,SL3,,ricardone_calada,RicCalLiq,false,false,,,neither,ric_calada,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000301065232,XXXXXX,RICARDONE,2026-07-02,SL3,,ricardone_calada,RicCalLiq,false,false,,,neither,ric_calada,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000301457701,XXXXXX,RICARDONE,2026-07-02,SL3,,ricardone_calada,RicCalLiq,false,false,,,neither,ric_calada,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000301065233,XXXXXX,RICARDONE,2026-07-02,SL3,,ricardone_calada,RicCalLiq,false,false,,,neither,ric_calada,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419154,KOE138,TERMINAL_EMBARQUE,2026-07-02,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,neither,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419159,CAA384,TERMINAL_EMBARQUE,2026-07-02,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,raw_outside_window_only,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033303171,TKS227,TERMINAL_EMBARQUE,2026-07-02,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033303432,RPL435,TERMINAL_EMBARQUE,2026-07-02,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419162,UUH077,TERMINAL_EMBARQUE,2026-07-02,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,raw_no_pipeline,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033303806,GVJ645,TERMINAL_EMBARQUE,2026-07-02,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419163,ENQ310,TERMINAL_EMBARQUE,2026-07-02,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,raw_no_pipeline,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033302729,AA463TD,TERMINAL_EMBARQUE,2026-07-02,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033304387,EXR046,TERMINAL_EMBARQUE,2026-07-02,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033306678,AKJ611,TERMINAL_EMBARQUE,2026-07-02,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033305429,AJV928,TERMINAL_EMBARQUE,2026-07-02,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419165,AD770WF,TERMINAL_EMBARQUE,2026-07-02,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,neither,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033310130,SPI351,TERMINAL_EMBARQUE,2026-07-02,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,false,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033311128,KZO646,TERMINAL_EMBARQUE,2026-07-02,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419166,EVD342,TERMINAL_EMBARQUE,2026-07-02,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,neither,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419168,AD887XZ,TERMINAL_EMBARQUE,2026-07-02,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,raw_no_pipeline,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419170,OGA047,TERMINAL_EMBARQUE,2026-07-02,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,raw_outside_window_only,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033326927,AB334RQ,TERMINAL_EMBARQUE,2026-07-02,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419172,LKJ248,TERMINAL_EMBARQUE,2026-07-02,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,neither,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033312659,MIZ742,TERMINAL_EMBARQUE,2026-07-02,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419175,OFG785,TERMINAL_EMBARQUE,2026-07-02,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,raw_outside_window_only,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033324661,FOZ297,TERMINAL_EMBARQUE,2026-07-02,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033327461,NBK156,TERMINAL_EMBARQUE,2026-07-02,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419177,EGV380,TERMINAL_EMBARQUE,2026-07-02,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,raw_no_pipeline,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033328043,DOE150,TERMINAL_EMBARQUE,2026-07-02,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033328667,ENA722,TERMINAL_EMBARQUE,2026-07-02,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033332447,JDH880,TERMINAL_EMBARQUE,2026-07-03,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,false,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033332836,FAF492,TERMINAL_EMBARQUE,2026-07-03,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033334330,JUP399,TERMINAL_EMBARQUE,2026-07-03,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033334361,IYR089,TERMINAL_EMBARQUE,2026-07-03,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033334405,GVJ645,TERMINAL_EMBARQUE,2026-07-03,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033334436,AA463TD,TERMINAL_EMBARQUE,2026-07-03,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033334459,EXR046,TERMINAL_EMBARQUE,2026-07-03,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033334496,AJV928,TERMINAL_EMBARQUE,2026-07-03,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033334482,TKS227,TERMINAL_EMBARQUE,2026-07-03,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033334611,KZO646,TERMINAL_EMBARQUE,2026-07-03,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,false,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033334546,AKJ611,TERMINAL_EMBARQUE,2026-07-03,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033334625,SPI351,TERMINAL_EMBARQUE,2026-07-03,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,false,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419185,BXR841,TERMINAL_EMBARQUE,2026-07-03,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,raw_outside_window_only,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419187,HNO035,TERMINAL_EMBARQUE,2026-07-03,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,raw_no_pipeline,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419189,FDX990,TERMINAL_EMBARQUE,2026-07-03,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,raw_no_pipeline,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419192,BTS626,TERMINAL_EMBARQUE,2026-07-03,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,neither,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419193,MWH059,TERMINAL_EMBARQUE,2026-07-03,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,raw_outside_window_only,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419194,OIG256,TERMINAL_EMBARQUE,2026-07-03,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,neither,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000301457753,JOZ498,RICARDONE,2026-07-03,R8,ACEITE,ricardone_calada,RicCalLiq,true,false,,,raw_no_pipeline,ric_calada,NO_TRUCKFLOW_EVIDENCE,false,,false,2026-07-02T16:55:24.312627-03:00
COMPROB_000400419195,AB674VF,TERMINAL_EMBARQUE,2026-07-03,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,neither,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419196,EAO104,TERMINAL_EMBARQUE,2026-07-03,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,neither,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419199,HAQ820,TERMINAL_EMBARQUE,2026-07-03,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,raw_outside_window_only,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419201,HAL844,TERMINAL_EMBARQUE,2026-07-03,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,raw_no_pipeline,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419205,WRM886,TERMINAL_EMBARQUE,2026-07-03,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,raw_no_pipeline,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419208,GDE552,TERMINAL_EMBARQUE,2026-07-03,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,raw_no_pipeline,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419210,KOQ228,TERMINAL_EMBARQUE,2026-07-03,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,neither,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419214,UUH077,TERMINAL_EMBARQUE,2026-07-03,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,raw_no_pipeline,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419216,CDF727,TERMINAL_EMBARQUE,2026-07-03,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,raw_no_pipeline,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419218,CAA384,TERMINAL_EMBARQUE,2026-07-03,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,raw_outside_window_only,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033334865,NBK156,TERMINAL_EMBARQUE,2026-07-03,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419219,KWO040,TERMINAL_EMBARQUE,2026-07-03,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,raw_no_pipeline,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419220,MKA348,TERMINAL_EMBARQUE,2026-07-03,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,raw_outside_window_only,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419221,AD887XZ,TERMINAL_EMBARQUE,2026-07-03,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,raw_no_pipeline,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033335201,FOZ297,TERMINAL_EMBARQUE,2026-07-03,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033334998,DOE150,TERMINAL_EMBARQUE,2026-07-03,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419224,LKJ248,TERMINAL_EMBARQUE,2026-07-03,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,neither,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033336812,RPL435,TERMINAL_EMBARQUE,2026-07-03,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033335561,ENA722,TERMINAL_EMBARQUE,2026-07-03,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419228,KOE138,TERMINAL_EMBARQUE,2026-07-03,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,neither,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419230,OFG785,TERMINAL_EMBARQUE,2026-07-03,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,raw_no_pipeline,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033337825,FAF492,TERMINAL_EMBARQUE,2026-07-03,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033335991,MIZ742,TERMINAL_EMBARQUE,2026-07-03,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419232,OGA047,TERMINAL_EMBARQUE,2026-07-03,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,raw_outside_window_only,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033338756,JDH880,TERMINAL_EMBARQUE,2026-07-03,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,false,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419233,HNO035,TERMINAL_EMBARQUE,2026-07-03,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,raw_no_pipeline,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033340175,IYR089,TERMINAL_EMBARQUE,2026-07-03,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419234,FDX990,TERMINAL_EMBARQUE,2026-07-03,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,raw_no_pipeline,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033342352,GVJ645,TERMINAL_EMBARQUE,2026-07-03,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033340605,AA463TD,TERMINAL_EMBARQUE,2026-07-03,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033333120,UUU110,TERMINAL_EMBARQUE,2026-07-03,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419236,UUH077,TERMINAL_EMBARQUE,2026-07-03,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,raw_no_pipeline,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419238,OIG256,TERMINAL_EMBARQUE,2026-07-03,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,neither,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033361086,NBK156,TERMINAL_EMBARQUE,2026-07-04,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033361521,DOE150,TERMINAL_EMBARQUE,2026-07-04,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419242,KWO040,TERMINAL_EMBARQUE,2026-07-04,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,raw_no_pipeline,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419243,AD887XZ,TERMINAL_EMBARQUE,2026-07-04,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,raw_no_pipeline,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033361794,EXR046,TERMINAL_EMBARQUE,2026-07-04,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419244,LPE712,TERMINAL_EMBARQUE,2026-07-04,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,neither,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033363077,RPL435,TERMINAL_EMBARQUE,2026-07-04,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,false,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419246,HAL844,TERMINAL_EMBARQUE,2026-07-04,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,raw_outside_window_only,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033362998,FOZ297,TERMINAL_EMBARQUE,2026-07-04,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419248,KOQ228,TERMINAL_EMBARQUE,2026-07-04,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,neither,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033363100,IYR089,TERMINAL_EMBARQUE,2026-07-04,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419249,GDE552,TERMINAL_EMBARQUE,2026-07-04,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,raw_outside_window_only,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033363150,AA463TD,TERMINAL_EMBARQUE,2026-07-04,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419250,WRM886,TERMINAL_EMBARQUE,2026-07-04,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,raw_no_pipeline,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033363202,JDH880,TERMINAL_EMBARQUE,2026-07-04,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,false,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419253,OFG785,TERMINAL_EMBARQUE,2026-07-04,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,raw_outside_window_only,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033363262,DOE150,TERMINAL_EMBARQUE,2026-07-04,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033363223,NBK156,TERMINAL_EMBARQUE,2026-07-04,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
CTG_30033363272,EXR046,TERMINAL_EMBARQUE,2026-07-04,SL2,ACEITE_PTO,san_lorenzo_s10,S10_cualquiera,true,false,,,neither,cualquiera,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419255,HNO035,TERMINAL_EMBARQUE,2026-07-04,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,raw_no_pipeline,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419258,FDX990,TERMINAL_EMBARQUE,2026-07-04,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,raw_outside_window_only,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419259,UUH077,TERMINAL_EMBARQUE,2026-07-04,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,raw_no_pipeline,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419260,OIG256,TERMINAL_EMBARQUE,2026-07-04,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,neither,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000404036111,CMF111,TERMINAL_EMBARQUE,2026-07-04,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,neither,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000404036190,SZG666,TERMINAL_EMBARQUE,2026-07-05,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,neither,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000404036271,CMF111,TERMINAL_EMBARQUE,2026-07-05,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,neither,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419262,OIG256,TERMINAL_EMBARQUE,2026-07-05,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,neither,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000404036423,SZG666,TERMINAL_EMBARQUE,2026-07-05,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,neither,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000400419264,OIG256,TERMINAL_EMBARQUE,2026-07-05,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,neither,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000404036459,CMF111,TERMINAL_EMBARQUE,2026-07-05,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,neither,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000404036492,SZG666,TERMINAL_EMBARQUE,2026-07-05,SL1,ACEITE_OSL,san_lorenzo_s10,S10_descarga,false,false,,,neither,descarga,NO_TRUCKFLOW_EVIDENCE,false,,false,
COMPROB_000301065421,TTTTTT,RICARDONE,2026-07-05,SL3,,ricardone_calada,RicCalLiq,false,false,,,neither,ric_calada,NO_TRUCKFLOW_EVIDENCE,false,,false,
